순위,이름,팀,WAR,타격,도루,주루,수비,Rep.Wins,Pos.Wins,WAA_투수_선발,WAA_투수_구원,Rep.wins_선발,Rep.wins_구원,WAR_투수_선발,WAR_투수_구원
,고봉재,21두P,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,0.00,0.02,0.00,-0.12
,박주홍,21한P,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,-0.28,0.12,0.01,0.03,-0.27,0.14
432,남지민,21한P,-0.13,0.00,0.00,0.00,0.00,0.00,0.00,-0.23,0.00,0.10,0.00,-0.13,0.00
,강지광,21SP,-0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,0.00,0.01,0.00,-0.13
,이용준,21NP,-0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,0.00,0.02,0.00,-0.13
,장웅정,21한P,-0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.23,0.00,0.10,0.00,-0.13
,김석환,21K1B,-0.13,-0.01,-0.00,0.00,-0.17,0.08,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
,박민,21KSS,-0.13,-0.39,-0.05,0.01,0.09,0.16,0.05,0.00,0.00,0.00,0.00,0.00,0.00
,고명준,21SDH,-0.13,-0.14,0.00,0.00,0.00,0.02,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
439,김민수,21NDH,-0.14,-0.20,0.00,0.00,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,정성종,21롯P,-0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30,0.00,0.16,0.00,-0.14
,권혁경,21KC,-0.14,-0.20,-0.00,-0.02,-0.03,0.08,0.04,0.00,0.00,0.00,0.00,0.00,0.00
,이채호,21SP,-0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,0.07,0.00,-0.14
,오명진,21두DH,-0.14,-0.08,0.00,0.00,-0.07,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,김세현,21SP,-0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,0.00,0.06,0.00,-0.14
445,김동우,21롯P,-0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,0.07,0.00,-0.15
,강로한,21롯CF,-0.15,-0.37,-0.00,0.05,0.03,0.15,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,최보성,21N3B,-0.15,-0.09,-0.04,-0.06,-0.03,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00
448,임규빈,21키P,-0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.28,0.00,0.12,0.00,-0.16
,양창섭,21삼P,-0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.36,0.00,0.20,0.00,-0.16
,모창민,21N1B,-0.16,-0.11,-0.05,0.00,-0.02,0.03,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,차명진,21KP,-0.16,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,0.03,0.13,0.01,-0.20,0.04
,최동환,21LP,-0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,0.00,0.08,0.00,-0.16
453,김건,21한DH,-0.17,-0.27,-0.00,-0.03,0.09,0.05,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,이시원,21한CF,-0.17,-0.61,-0.05,0.01,0.21,0.26,0.02,0.00,0.00,0.00,0.00,0.00,0.00
,이주찬,21롯2B,-0.17,-0.24,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,이상동,21KP,-0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.25,0.00,0.08,0.00,-0.17
,박재민,21롯P,-0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,0.00,0.04,0.00,-0.17
,김유영,21롯P,-0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.42,0.00,0.25,0.00,-0.17
459,신성현,21두3B,-0.18,-0.02,-0.00,-0.09,-0.13,0.06,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,김규남,21SLF,-0.18,-0.20,0.00,0.00,-0.00,0.03,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,김태현,21NP,-0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.25,0.00,0.07,0.00,-0.18
,이종민,21키P,-0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,0.03,0.00,-0.18
463,김진호,21NP,-0.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,0.00,0.01,0.00,-0.19,0.00
,최정용,21K2B,-0.19,-0.47,0.04,-0.09,0.03,0.27,0.02,0.00,0.01,0.00,0.00,0.00,0.01
,한승혁,21롯P,-0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.25,0.00,0.05,0.00,-0.19
,정진기,21SLF,-0.19,-0.97,-0.02,-0.01,-0.03,0.86,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,이정현,21KP,-0.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.23,-0.08,0.08,0.04,-0.15,-0.04
,황윤호,21K3B,-0.19,-0.17,-0.00,0.03,-0.11,0.08,0.01,0.00,-0.03,0.00,0.01,0.00,-0.02
,양선률,21SP,-0.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,0.01,0.00,-0.19,0.00
470,이성우,21LC,-0.20,-0.48,-0.00,0.00,0.02,0.16,0.10,0.00,0.00,0.00,0.00,0.00,0.00
,김창훈,21롯P,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.31,0.00,0.11,0.00,-0.20
472,이교훈,21두P,-0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.32,0.00,0.11,0.00,-0.21
,허정협,21키LF,-0.21,-0.52,-0.00,-0.02,0.16,0.21,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
,김재성,21LC,-0.21,-0.74,0.02,0.02,0.02,0.30,0.17,0.00,0.00,0.00,0.00,0.00,0.00
,소이현,21NP,-0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,0.14,0.00,-0.21
,김기탁,21한P,-0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.37,0.00,0.16,0.00,-0.21
477,홍현빈,21KLF,-0.22,-0.18,-0.04,-0.12,0.10,0.05,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,박진형,21롯P,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.43,0.00,0.21,0.00,-0.22
,손호영,21LSS,-0.22,-0.13,-0.00,-0.01,-0.15,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,나균안,21롯P,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,-0.49,0.39,0.23,0.04,-0.26
,한차현,21KP,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.27,0.00,0.05,0.00,-0.22
482,김민규,21두P,-0.23,0.00,0.00,0.00,0.00,0.00,0.00,-0.39,-0.59,0.31,0.44,-0.08,-0.14
,박준표,21KP,-0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.65,0.00,0.43,0.00,-0.23
,조병현,21SP,-0.23,0.00,0.00,0.00,0.00,0.00,0.00,-0.31,0.00,0.09,0.00,-0.23,0.00
,도태훈,21N3B,-0.23,-0.45,0.02,0.02,-0.14,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,박종기,21두P,-0.23,0.00,0.00,0.00,0.00,0.00,0.00,-0.79,-0.23,0.26,0.53,-0.53,0.30
,이성열,21한DH,-0.23,-0.37,0.02,-0.15,0.05,0.58,-0.36,0.00,0.00,0.00,0.00,0.00,0.00
488,강한울,21삼3B,-0.24,-0.72,-0.06,-0.25,-0.43,1.08,0.13,0.00,0.00,0.00,0.00,0.00,0.00
,김호은,21LDH,-0.24,-0.26,0.00,0.00,-0.01,0.04,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
490,장원준,21두P,-0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.50,0.00,0.25,0.00,-0.25
,허윤동,21삼P,-0.25,0.00,0.00,0.00,0.00,0.00,0.00,-0.30,0.00,0.05,0.00,-0.25,0.00
,안익훈,21LCF,-0.25,-0.13,-0.00,-0.01,-0.17,0.07,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,나승엽,21롯1B,-0.25,-0.70,0.02,0.06,-0.04,0.53,-0.11,0.00,0.00,0.00,0.00,0.00,0.00
494,장운호,21한RF,-0.26,-1.23,-0.21,-0.00,0.03,1.41,-0.26,0.00,0.00,0.00,0.00,0.00,0.00
,김지수,21한RF,-0.26,-0.46,-0.00,-0.00,0.13,0.10,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,강진성,21N1B,-0.26,-0.76,0.04,-0.19,-0.44,1.92,-0.83,0.00,0.00,0.00,0.00,0.00,0.00
497,구준범,21삼P,-0.27,0.00,0.00,0.00,0.00,0.00,0.00,-0.30,0.00,0.03,0.00,-0.27,0.00
,정수민,21SP,-0.27,0.00,0.00,0.00,0.00,0.00,0.00,-0.39,-0.28,0.36,0.04,-0.02,-0.24
499,김동엽,21삼LF,-0.28,-0.75,-0.01,-0.02,0.00,0.85,-0.35,0.00,0.00,0.00,0.00,0.00,0.00
,이영하,21두P,-0.28,0.00,0.00,0.00,0.00,0.00,0.00,-2.46,1.13,0.60,0.45,-1.86,1.58
,송호정,21한SS,-0.28,-0.25,-0.00,0.02,-0.11,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,이우찬,21LP,-0.28,0.00,0.00,0.00,0.00,0.00,0.00,-0.50,-0.23,0.18,0.28,-0.32,0.04
,오선우,21KLF,-0.28,-0.32,-0.00,-0.03,0.01,0.07,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,허관회,21한C,-0.28,-0.41,-0.00,-0.08,-0.12,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,김단우,21LP,-0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,0.00,0.05,0.00,-0.28
,최승민,21NCF,-0.28,-0.30,-0.05,0.08,-0.14,0.14,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
507,김성진,21키P,-0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.84,0.00,0.54,0.00,-0.29
,서덕원,21KP,-0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.73,0.00,0.44,0.00,-0.29
,고영창,21KP,-0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.60,0.00,0.31,0.00,-0.29
510,이우성,21KLF,-0.30,-0.54,-0.01,-0.08,0.04,0.42,-0.13,0.00,0.00,0.00,0.00,0.00,0.00
,나주환,21K3B,-0.30,-0.51,-0.00,-0.01,0.09,0.13,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,정우람,21한P,-0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.90,0.00,0.60,0.00,-0.30
513,정민규,21한3B,-0.31,-0.23,-0.00,0.00,-0.14,0.07,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,김호재,21삼1B,-0.31,-0.44,-0.00,-0.00,-0.17,0.38,-0.06,0.00,0.00,0.00,0.00,0.00,0.00
,김도환,21삼C,-0.31,-0.50,-0.05,-0.02,-0.03,0.19,0.10,0.00,0.00,0.00,0.00,0.00,0.00
516,강태율,21롯C,-0.32,-0.35,-0.04,0.00,-0.14,0.13,0.07,0.00,0.01,0.00,0.00,0.00,0.01
517,강윤구,21NP,-0.33,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,-0.31,0.03,0.19,-0.21,-0.12
,김정인,21키P,-0.33,0.00,0.00,0.00,0.00,0.00,0.00,-0.46,-0.30,0.35,0.08,-0.11,-0.22
,오선진,21삼SS,-0.33,-0.33,-0.00,0.00,-0.25,0.19,0.06,0.00,0.00,0.00,0.00,0.00,0.00
,김윤수,21삼P,-0.33,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,-0.55,0.02,0.24,-0.01,-0.32
,박정현,21한SS,-0.33,-1.05,0.02,-0.00,0.18,0.50,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,배성근,21롯SS,-0.33,-0.52,0.02,-0.02,-0.43,0.45,0.10,0.00,0.05,0.00,0.03,0.00,0.08
523,백용환,21KC,-0.34,-0.66,-0.00,-0.03,0.00,0.43,-0.07,0.00,0.00,0.00,0.00,0.00,0.00
,남재현,21KP,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.46,0.05,0.06,0.06,-0.41
525,강상원,21한CF,-0.35,-0.45,0.06,-0.00,-0.14,0.20,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
526,최민재,21롯LF,-0.36,-0.45,0.04,-0.05,0.00,0.11,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,신용수,21롯CF,-0.36,-0.19,0.01,-0.17,-0.57,0.57,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
528,박관진,21키DH,-0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,0.00,0.01,0.00,-0.37
,강동연,21NP,-0.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.47,-0.20,0.15,0.16,-0.32,-0.05
530,이도윤,21한SS,-0.38,-0.79,-0.07,0.06,0.07,0.28,0.06,0.00,0.00,0.00,0.00,0.00,0.00
,조제영,21두P,-0.38,0.00,0.00,0.00,0.00,0.00,0.00,-0.39,-0.13,0.02,0.12,-0.37,-0.00
532,김대우,21삼P,-0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.69,-0.38,0.20,0.48,-0.49,0.10
533,현도훈,21두P,-0.40,0.00,0.00,0.00,0.00,0.00,0.00,-0.23,-0.28,0.07,0.04,-0.16,-0.24
,김규성,21KSS,-0.40,-0.43,-0.04,-0.03,-0.11,0.17,0.05,0.00,0.00,0.00,0.00,0.00,0.00
,이홍구,21KC,-0.40,-0.77,-0.00,-0.02,0.03,0.24,0.12,0.00,0.00,0.00,0.00,0.00,0.00
,정의윤,21SLF,-0.40,-0.72,-0.00,0.12,-0.27,0.74,-0.27,0.00,0.00,0.00,0.00,0.00,0.00
,최용준,21KP,-0.40,0.00,0.00,0.00,0.00,0.00,0.00,-0.41,-0.07,0.07,0.01,-0.34,-0.06
538,이학주,21삼SS,-0.41,-0.85,-0.05,-0.06,-0.37,0.73,0.21,0.00,0.00,0.00,0.00,0.00,0.00
,신준우,21키SS,-0.41,-0.36,-0.04,-0.13,-0.15,0.21,0.07,0.00,0.00,0.00,0.00,0.00,0.00
,이승재,21KP,-0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.73,0.00,0.32,0.00,-0.41
541,이해창,21한C,-0.42,-0.77,-0.05,0.02,-0.01,0.25,0.13,0.00,0.00,0.00,0.00,0.00,0.00
542,장필준,21삼P,-0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.89,0.00,0.46,0.00,-0.43
,이충호,21한P,-0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.65,0.00,0.22,0.00,-0.43
,이강준,21KP,-0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,0.00,0.11,0.00,-0.43
545,김태훈,21KRF,-0.44,-0.54,0.02,0.05,-0.22,0.38,-0.13,0.00,0.00,0.00,0.00,0.00,0.00
,박주홍,21키DH,-0.44,-0.57,-0.03,0.02,0.01,0.23,-0.11,0.00,0.00,0.00,0.00,0.00,0.00
,예진원,21키CF,-0.44,-1.12,-0.05,-0.08,0.31,0.55,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
548,이승현,21삼P,-0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.67,0.00,0.23,0.00,-0.45
549,김도현,21한P,-0.46,0.00,0.00,0.00,0.00,0.00,0.00,-0.75,-0.05,0.15,0.20,-0.60,0.15
550,보어,21L1B,-0.47,-0.69,-0.00,-0.02,-0.05,0.49,-0.21,0.00,0.00,0.00,0.00,0.00,0.00
551,김성윤,21삼CF,-0.48,-0.29,-0.04,0.06,-0.27,0.08,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,장지승,21한RF,-0.48,-0.54,0.04,-0.02,-0.18,0.30,-0.08,0.00,0.00,0.00,0.00,0.00,0.00
553,민병헌,21롯CF,-0.49,-0.30,-0.04,-0.05,-0.31,0.20,0.02,0.00,0.00,0.00,0.00,0.00,0.00
554,박정수,21NP,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,-0.77,-0.13,0.33,0.08,-0.44,-0.05
555,김선기,21키P,-0.51,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,-0.78,0.45,0.19,0.08,-0.59
,박대온,21NC,-0.51,-0.97,-0.00,-0.01,-0.13,0.40,0.20,0.00,0.00,0.00,0.00,0.00,0.00
,김창평,21SLF,-0.51,-0.57,-0.00,-0.00,-0.04,0.12,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
558,이원재,21N1B,-0.52,-0.56,0.02,0.02,-0.16,0.29,-0.12,0.00,0.00,0.00,0.00,0.00,0.00
559,강경학,21한2B,-0.54,-0.58,0.04,-0.13,-0.02,0.27,0.02,0.00,-0.15,0.00,0.01,0.00,-0.14
560,오재원,21두2B,-0.55,-0.80,0.04,0.02,-0.12,0.33,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,장재영,21키P,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.41,-0.37,0.03,0.20,-0.38,-0.17
562,김휘집,21키3B,-0.61,-0.73,0.02,-0.08,-0.23,0.37,0.05,0.00,0.00,0.00,0.00,0.00,0.00
563,노태형,21한1B,-0.62,-0.59,-0.00,0.02,-0.19,0.20,-0.07,0.00,0.00,0.00,0.00,0.00,0.00
564,이건욱,21SP,-0.63,0.00,0.00,0.00,0.00,0.00,0.00,-0.85,0.05,0.15,0.02,-0.70,0.07
,손주영,21LP,-0.63,0.00,0.00,0.00,0.00,0.00,0.00,-0.93,-0.06,0.33,0.03,-0.60,-0.03
566,나지완,21KLF,-0.64,-0.59,-0.00,0.03,-0.40,0.43,-0.10,0.00,0.00,0.00,0.00,0.00,0.00
,고종욱,21SLF,-0.64,-0.50,-0.10,-0.10,-0.51,0.83,-0.26,0.00,0.00,0.00,0.00,0.00,0.00
568,서준원,21롯P,-0.65,0.00,0.00,0.00,0.00,0.00,0.00,-1.10,-0.27,0.41,0.31,-0.69,0.04
569,임준섭,21한P,-0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.83,0.00,0.14,0.00,-0.68
,오주원,21키P,-0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.92,0.00,0.24,0.00,-0.68
,이승호,21키P,-0.68,0.00,0.00,0.00,0.00,0.00,0.00,-0.86,-0.45,0.13,0.50,-0.73,0.05
572,김사윤,21SP,-0.72,0.00,0.00,0.00,0.00,0.00,0.00,-0.95,0.00,0.23,0.00,-0.72,0.00
573,김유신,21KP,-0.76,0.00,0.00,0.00,0.00,0.00,0.00,-1.49,0.01,0.67,0.05,-0.82,0.06
574,유장혁,21한CF,-0.79,-1.19,-0.01,-0.01,-0.07,0.47,0.02,0.00,0.00,0.00,0.00,0.00,0.00
575,노경은,21롯P,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,-1.44,-0.12,0.68,0.08,-0.76,-0.04
576,김현수,21KP,-0.87,0.00,0.00,0.00,0.00,0.00,0.00,-1.20,-0.27,0.42,0.19,-0.79,-0.08
577,이승민,21삼P,-0.88,0.00,0.00,0.00,0.00,0.00,0.00,-1.36,0.00,0.48,0.00,-0.88,0.00
,이보근,21KP,-0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.01,0.00,0.13,0.00,-0.88
579,송재영,21롯P,-0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.12,0.00,0.20,0.00,-0.93
580,오원석,21SP,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.60,0.13,1.21,0.25,-1.39,0.38
581,이원석,21한CF,-1.02,-1.27,-0.01,-0.02,-0.31,0.54,0.05,0.00,0.00,0.00,0.00,0.00,0.00
582,이승관,21한P,-1.04,0.00,0.00,0.00,0.00,0.00,0.00,-0.72,-0.40,0.01,0.06,-0.70,-0.34
583,김진성,21NP,-1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.57,0.00,0.50,0.00,-1.07
584,신정락,21한P,-1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.35,0.00,0.27,0.00,-1.08
585,이민우,21KP,-1.13,0.00,0.00,0.00,0.00,0.00,0.00,-1.85,-0.04,0.62,0.14,-1.23,0.10
586,장시환,21한P,-1.38,0.00,0.00,0.00,0.00,0.00,0.00,-2.16,-0.14,0.89,0.03,-1.27,-0.11
587,유희관,21두P,-1.48,0.00,0.00,0.00,0.00,0.00,0.00,-2.32,0.00,0.84,0.00,-1.48,0.00
588,임종찬,21한RF,-1.55,-1.48,-0.05,0.04,-0.50,0.61,-0.17,0.00,0.00,0.00,0.00,0.00,0.00
