순위,이름,팀,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
105,김민수,21삼C, 0.42 , 47 , 87 , 76 , 9 , 20 , 5 , 0 , 3 , 34 , 13 , 0 , 0 , 6 , 1 , 0 , 13 , 2 , 2 , 2 , .263 , .318 , .447 , .765 , .339 , 96.7 , 0.42 , 0.16 
106,김찬형,21NS2B, 0.41 , 88 , 161 , 132 , 20 , 30 , 7 , 0 , 2 , 43 , 7 , 0 , 0 , 16 , 4 , 0 , 32 , 1 , 9 , 0 , .227 , .329 , .326 , .655 , .301 , 72.6 , 0.41 , 0.02 
107,이현석,21SC, 0.39 , 39 , 89 , 79 , 7 , 21 , 5 , 0 , 4 , 38 , 19 , 0 , 0 , 4 , 1 , 0 , 29 , 0 , 3 , 2 , .266 , .302 , .481 , .783 , .338 , 95.1 , 0.39 , -0.14 
108,조용호,21KLF, 0.39 , 138 , 515 , 428 , 71 , 101 , 14 , 1 , 0 , 117 , 48 , 12 , 9 , 74 , 3 , 0 , 85 , 8 , 5 , 5 , .236 , .349 , .273 , .622 , .310 , 77.7 , 0.39 , 0.21 
109,김상수,21삼2B, 0.38 , 132 , 496 , 429 , 46 , 101 , 17 , 1 , 3 , 129 , 42 , 4 , 2 , 52 , 3 , 0 , 51 , 14 , 8 , 4 , .235 , .320 , .301 , .620 , .298 , 71.7 , 0.38 , -1.26 
110,김준태,21롯KC, 0.37 , 58 , 149 , 128 , 17 , 25 , 5 , 0 , 4 , 42 , 15 , 0 , 0 , 18 , 1 , 0 , 40 , 3 , 0 , 2 , .195 , .295 , .328 , .623 , .297 , 69.2 , 0.37 , -0.75 
111,김호령,21KCF, 0.36 , 62 , 154 , 130 , 16 , 27 , 2 , 0 , 4 , 41 , 15 , 4 , 1 , 16 , 6 , 0 , 44 , 2 , 2 , 0 , .208 , .322 , .315 , .638 , .308 , 77.9 , 0.36 , -0.97 
112,이정범,21SLF, 0.36 , 19 , 66 , 59 , 8 , 15 , 4 , 0 , 3 , 28 , 9 , 0 , 0 , 7 , 0 , 0 , 15 , 1 , 0 , 0 , .254 , .333 , .475 , .808 , .368 , 115.6 , 0.36 , -0.13 
113,힐리,21한1B, 0.35 , 67 , 268 , 249 , 27 , 64 , 11 , 1 , 7 , 98 , 37 , 2 , 1 , 16 , 2 , 0 , 58 , 6 , 0 , 1 , .257 , .306 , .394 , .700 , .325 , 91.0 , 0.35 , -0.57 
114,이지영,21키C, 0.33 , 108 , 257 , 232 , 29 , 63 , 5 , 1 , 0 , 70 , 30 , 3 , 1 , 19 , 1 , 2 , 17 , 10 , 2 , 3 , .272 , .326 , .302 , .627 , .299 , 71.1 , 0.33 , -0.87 
115,최영진,21삼3B, 0.32 , 44 , 63 , 57 , 9 , 16 , 1 , 2 , 1 , 24 , 6 , 1 , 0 , 5 , 1 , 0 , 12 , 1 , 0 , 0 , .281 , .349 , .421 , .770 , .360 , 114.0 , 0.32 , -0.08 
116,노수광,21한CF, 0.30 , 52 , 180 , 160 , 21 , 37 , 7 , 0 , 3 , 53 , 14 , 13 , 1 , 17 , 1 , 0 , 46 , 1 , 2 , 0 , .231 , .309 , .331 , .640 , .304 , 76.4 , 0.30 , -0.64 
117,크레익,21키1B, 0.30 , 61 , 247 , 222 , 25 , 55 , 12 , 0 , 6 , 85 , 30 , 0 , 1 , 20 , 4 , 1 , 43 , 4 , 0 , 1 , .248 , .320 , .383 , .703 , .328 , 93.9 , 0.30 , -0.52 
118,김주형,21키SS, 0.30 , 36 , 70 , 50 , 5 , 9 , 3 , 0 , 0 , 12 , 5 , 1 , 0 , 4 , 13 , 0 , 15 , 0 , 3 , 0 , .180 , .388 , .240 , .628 , .324 , 86.2 , 0.30 , 0.13 
119,김성표,21삼CF, 0.29 , 39 , 24 , 18 , 10 , 6 , 0 , 0 , 0 , 6 , 1 , 2 , 1 , 5 , 0 , 0 , 7 , 0 , 1 , 0 , .333 , .478 , .333 , .812 , .393 , 136.4 , 0.29 , -0.19 
120,허도환,21KC, 0.29 , 62 , 125 , 105 , 8 , 29 , 6 , 0 , 2 , 41 , 21 , 0 , 0 , 8 , 2 , 0 , 28 , 3 , 10 , 0 , .276 , .339 , .390 , .730 , .317 , 82.1 , 0.29 , 0.19 
121,최인호,21한LF, 0.27 , 49 , 164 , 136 , 17 , 28 , 6 , 0 , 4 , 46 , 23 , 2 , 1 , 24 , 2 , 0 , 43 , 1 , 0 , 2 , .206 , .329 , .338 , .668 , .321 , 87.7 , 0.27 , -0.76 
122,이영빈,21L1B, 0.27 , 72 , 169 , 148 , 21 , 36 , 9 , 0 , 2 , 51 , 16 , 6 , 3 , 15 , 3 , 0 , 51 , 1 , 2 , 1 , .243 , .323 , .345 , .668 , .316 , 86.6 , 0.27 , 0.22 
123,신본기,21K2B, 0.26 , 96 , 205 , 173 , 25 , 41 , 8 , 0 , 1 , 52 , 19 , 1 , 2 , 22 , 4 , 0 , 44 , 6 , 5 , 1 , .237 , .335 , .301 , .636 , .305 , 74.7 , 0.26 , -0.52 
124,이진영,21KCF, 0.26 , 17 , 47 , 40 , 8 , 8 , 2 , 1 , 2 , 18 , 5 , 1 , 0 , 3 , 4 , 0 , 22 , 0 , 0 , 0 , .200 , .319 , .450 , .769 , .353 , 108.2 , 0.26 , 0.00 
125,정현,21SN2B, 0.25 , 68 , 149 , 117 , 14 , 26 , 5 , 1 , 0 , 33 , 7 , 0 , 1 , 17 , 7 , 0 , 24 , 7 , 8 , 0 , .222 , .355 , .282 , .637 , .304 , 76.1 , 0.25 , -0.67 
126,이재원,21LRF, 0.25 , 62 , 171 , 154 , 22 , 38 , 6 , 0 , 5 , 59 , 17 , 5 , 1 , 14 , 2 , 0 , 48 , 2 , 0 , 1 , .247 , .316 , .383 , .699 , .327 , 96.4 , 0.25 , -0.60 
127,박세혁,21두C, 0.24 , 96 , 270 , 237 , 25 , 52 , 12 , 0 , 0 , 64 , 30 , 4 , 2 , 22 , 5 , 0 , 43 , 6 , 3 , 3 , .219 , .296 , .270 , .566 , .275 , 57.8 , 0.24 , -1.05 
128,최항,21S2B, 0.22 , 34 , 79 , 69 , 5 , 19 , 2 , 1 , 0 , 23 , 7 , 1 , 0 , 6 , 2 , 1 , 16 , 4 , 1 , 1 , .275 , .346 , .333 , .680 , .319 , 86.6 , 0.22 , -0.25 
129,신용수,21롯CF, 0.21 , 71 , 136 , 119 , 23 , 31 , 5 , 2 , 1 , 43 , 6 , 3 , 1 , 11 , 3 , 0 , 20 , 2 , 2 , 1 , .261 , .336 , .361 , .697 , .327 , 88.6 , 0.21 , -0.63 
130,유민상,21K1B, 0.21 , 24 , 74 , 60 , 7 , 14 , 2 , 0 , 1 , 19 , 6 , 0 , 0 , 8 , 6 , 0 , 18 , 1 , 0 , 0 , .233 , .378 , .317 , .695 , .348 , 104.1 , 0.21 , -0.18 
131,최형우,21KDH, 0.20 , 104 , 446 , 373 , 52 , 87 , 15 , 1 , 12 , 140 , 55 , 0 , 0 , 67 , 4 , 10 , 67 , 9 , 0 , 2 , .233 , .354 , .375 , .730 , .339 , 99.8 , 0.20 , 1.38 
132,강진성,21N1B, 0.19 , 124 , 462 , 406 , 49 , 101 , 20 , 0 , 7 , 142 , 38 , 9 , 3 , 36 , 14 , 2 , 68 , 12 , 4 , 2 , .249 , .330 , .350 , .679 , .321 , 86.9 , 0.19 , -1.32 
133,강한울,21삼3B, 0.19 , 124 , 258 , 223 , 25 , 58 , 5 , 0 , 0 , 63 , 27 , 2 , 2 , 29 , 0 , 0 , 58 , 5 , 3 , 3 , .260 , .341 , .283 , .624 , .305 , 77.6 , 0.19 , -0.26 
134,천성호,21K2B, 0.19 , 41 , 47 , 42 , 13 , 12 , 1 , 0 , 0 , 13 , 4 , 1 , 0 , 3 , 2 , 0 , 9 , 0 , 0 , 0 , .286 , .362 , .310 , .671 , .332 , 92.1 , 0.19 , 0.25 
135,최정민,21KCF, 0.18 , 39 , 19 , 15 , 5 , 5 , 0 , 0 , 0 , 5 , 1 , 2 , 3 , 3 , 1 , 0 , 7 , 1 , 0 , 0 , .333 , .474 , .333 , .807 , .409 , 143.1 , 0.18 , -0.23 
136,손성빈,21롯C, 0.17 , 20 , 22 , 19 , 4 , 6 , 0 , 0 , 0 , 6 , 0 , 0 , 0 , 3 , 0 , 0 , 6 , 0 , 0 , 0 , .316 , .409 , .316 , .725 , .362 , 113.2 , 0.17 , -0.12 
137,한석현,21LLF, 0.16 , 16 , 26 , 21 , 5 , 6 , 2 , 1 , 0 , 10 , 1 , 2 , 0 , 3 , 1 , 0 , 7 , 1 , 0 , 1 , .286 , .385 , .476 , .861 , .391 , 133.6 , 0.16 , -0.15 
138,김민수,21롯2B, 0.15 , 83 , 224 , 199 , 19 , 48 , 11 , 1 , 3 , 70 , 25 , 0 , 0 , 18 , 3 , 0 , 62 , 4 , 3 , 1 , .241 , .312 , .352 , .664 , .311 , 77.8 , 0.15 , -1.37 
139,윤형준,21N1B, 0.15 , 51 , 81 , 74 , 10 , 22 , 0 , 0 , 5 , 37 , 10 , 0 , 1 , 3 , 0 , 0 , 17 , 2 , 3 , 1 , .297 , .321 , .500 , .821 , .355 , 107.4 , 0.15 , -0.59 
140,남태혁,21S1B, 0.15 , 12 , 22 , 20 , 2 , 6 , 1 , 0 , 1 , 10 , 4 , 0 , 0 , 1 , 1 , 0 , 7 , 1 , 0 , 0 , .300 , .364 , .500 , .864 , .396 , 133.8 , 0.15 , -0.02 
141,전민수,21N, 0.15 , 71 , 109 , 98 , 12 , 25 , 3 , 0 , 3 , 37 , 16 , 0 , 0 , 11 , 0 , 1 , 23 , 2 , 0 , 0 , .255 , .330 , .378 , .708 , .331 , 92.6 , 0.15 , 0.43 
142,이정훈,21KDH, 0.14 , 41 , 151 , 129 , 14 , 32 , 6 , 0 , 2 , 44 , 14 , 0 , 0 , 19 , 3 , 0 , 33 , 3 , 0 , 0 , .248 , .358 , .341 , .699 , .340 , 98.9 , 0.14 , -0.52 
143,이병규,21롯, 0.14 , 29 , 43 , 34 , 4 , 8 , 0 , 0 , 0 , 8 , 4 , 0 , 0 , 8 , 1 , 0 , 14 , 2 , 0 , 0 , .235 , .395 , .235 , .631 , .333 , 94.4 , 0.14 , -0.01 
144,장두성,21롯CF, 0.13 , 43 , 41 , 36 , 12 , 8 , 2 , 1 , 0 , 12 , 4 , 4 , 2 , 5 , 0 , 0 , 12 , 0 , 0 , 0 , .222 , .317 , .333 , .650 , .312 , 78.4 , 0.13 , -0.17 
145,황대인,21K1B, 0.11 , 86 , 308 , 282 , 30 , 67 , 10 , 1 , 13 , 118 , 45 , 0 , 0 , 18 , 2 , 0 , 62 , 8 , 1 , 5 , .238 , .283 , .418 , .702 , .317 , 85.1 , 0.11 , 0.01 
146,이상호,21L2B, 0.11 , 45 , 68 , 65 , 5 , 20 , 2 , 0 , 0 , 22 , 12 , 2 , 1 , 1 , 0 , 0 , 10 , 2 , 2 , 0 , .308 , .318 , .338 , .657 , .303 , 75.4 , 0.11 , 0.01 
147,박경수,21K2B, 0.10 , 118 , 280 , 239 , 24 , 46 , 10 , 0 , 9 , 83 , 33 , 0 , 1 , 34 , 3 , 2 , 76 , 7 , 4 , 0 , .192 , .301 , .347 , .648 , .301 , 72.4 , 0.10 , -0.95 
148,정범모,21NC, 0.10 , 19 , 23 , 19 , 2 , 4 , 1 , 0 , 1 , 8 , 5 , 0 , 0 , 2 , 1 , 0 , 4 , 2 , 1 , 0 , .211 , .318 , .421 , .739 , .328 , 89.6 , 0.10 , -0.14 
149,박지훈,21두1B, 0.10 , 34 , 14 , 12 , 6 , 4 , 1 , 0 , 0 , 5 , 2 , 3 , 1 , 1 , 1 , 0 , 3 , 0 , 0 , 0 , .333 , .429 , .417 , .845 , .408 , 146.4 , 0.10 , 0.23 
150,김주성,21L3B, 0.08 , 3 , 7 , 6 , 1 , 1 , 0 , 0 , 1 , 4 , 1 , 0 , 0 , 1 , 0 , 0 , 3 , 0 , 0 , 0 , .167 , .286 , .667 , .952 , .399 , 160.4 , 0.08 , -0.29 
151,박승욱,21K2B, 0.07 , 8 , 6 , 6 , 5 , 2 , 1 , 0 , 0 , 3 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .333 , .333 , .500 , .833 , .381 , 121.9 , 0.07 , -0.07 
152,안상현,21S2B, 0.07 , 37 , 40 , 39 , 9 , 10 , 2 , 0 , 1 , 15 , 4 , 3 , 1 , 1 , 0 , 0 , 15 , 0 , 0 , 0 , .256 , .275 , .385 , .660 , .304 , 73.9 , 0.07 , -0.11 
153,송준석,21삼LF, 0.06 , 19 , 55 , 51 , 5 , 12 , 2 , 0 , 2 , 20 , 4 , 0 , 0 , 3 , 1 , 0 , 13 , 1 , 0 , 0 , .235 , .291 , .392 , .683 , .317 , 81.8 , 0.06 , -0.22 
154,조한민,21한RF, 0.05 , 52 , 145 , 127 , 15 , 25 , 6 , 2 , 5 , 50 , 18 , 3 , 2 , 13 , 2 , 0 , 57 , 4 , 1 , 2 , .197 , .278 , .394 , .672 , .305 , 77.6 , 0.05 , -0.92 
155,김민하,21한RF, 0.04 , 46 , 142 , 115 , 14 , 24 , 4 , 1 , 1 , 33 , 17 , 6 , 3 , 17 , 8 , 0 , 36 , 3 , 0 , 2 , .209 , .345 , .287 , .632 , .317 , 85.1 , 0.04 , -0.49 
156,정보근,21롯C, 0.04 , 11 , 20 , 18 , 0 , 5 , 0 , 0 , 0 , 5 , 0 , 0 , 1 , 2 , 0 , 0 , 2 , 1 , 0 , 0 , .278 , .350 , .278 , .628 , .313 , 80.9 , 0.04 , -0.28 
157,김재현,21키C, 0.03 , 39 , 51 , 46 , 2 , 10 , 7 , 0 , 0 , 17 , 8 , 0 , 1 , 3 , 0 , 0 , 12 , 1 , 2 , 0 , .217 , .265 , .370 , .635 , .282 , 58.8 , 0.03 , -0.21 
158,김석환,21K1B, 0.03 , 5 , 20 , 19 , 1 , 5 , 0 , 0 , 1 , 8 , 3 , 0 , 0 , 0 , 1 , 0 , 7 , 0 , 0 , 0 , .263 , .300 , .421 , .721 , .333 , 95.1 , 0.03 , -0.09 
159,박준태,21키RF, 0.03 , 27 , 58 , 46 , 10 , 9 , 3 , 0 , 0 , 12 , 4 , 1 , 0 , 10 , 2 , 0 , 16 , 0 , 0 , 0 , .196 , .362 , .261 , .623 , .321 , 86.6 , 0.03 , -0.18 
160,배성근,21롯SS, 0.03 , 79 , 109 , 93 , 21 , 19 , 4 , 0 , 1 , 26 , 9 , 1 , 0 , 14 , 0 , 0 , 36 , 1 , 2 , 0 , .204 , .308 , .280 , .588 , .285 , 61.5 , 0.03 , -0.18 
161,이천웅,21LCF, 0.03 , 68 , 211 , 181 , 20 , 36 , 7 , 0 , 2 , 49 , 16 , 3 , 2 , 25 , 3 , 0 , 23 , 11 , 1 , 1 , .199 , .305 , .271 , .576 , .284 , 65.2 , 0.03 , -0.82 
162,권민석,21두2B, 0.02 , 33 , 15 , 14 , 8 , 3 , 2 , 0 , 0 , 5 , 1 , 0 , 0 , 1 , 0 , 0 , 7 , 0 , 0 , 0 , .214 , .267 , .357 , .624 , .290 , 69.9 , 0.02 , -0.20 
163,김은성,21키LF, 0.02 , 6 , 18 , 18 , 1 , 5 , 3 , 0 , 0 , 8 , 2 , 0 , 0 , 0 , 0 , 0 , 6 , 0 , 0 , 0 , .278 , .278 , .444 , .722 , .327 , 88.6 , 0.02 , -0.05 
164,김병휘,21키2B, 0.01 , 12 , 11 , 10 , 5 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , .200 , .273 , .200 , .473 , .241 , 33.9 , 0.01 , -0.05 
165,황경태,21두2B, 0.00 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 ,  , 0.00 , 0.00 
166,최종은,21롯2B, 0.00 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 ,  , 0.00 , 0.00 
167,나원탁,21롯, 0.00 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 ,  , 0.00 , -0.00 
,박성재,21두, 0.00 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 ,  , 0.00 , -0.00 
,서진용,21SP, 0.00 , 5 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 ,  , 0.00 , -0.02 
170,고영표,21KP, 0.00 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 ,  , 1.000 ,  ,  , .738 ,  , 0.00 , 0.00 
171,오장한,21N, 0.00 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 ,  , 0.00 , 0.00 
172,안주형,21삼2B, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
173,박관진,21키, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
174,서동민,21SP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,임준섭,21한P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김진성,21NP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김기탁,21한P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,류원석,21LP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이상규,21LP, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,박치국,21두P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김영규,21NP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,장재영,21키P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김건태,21NP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,송재영,21롯P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,신민혁,21NP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,오주원,21키P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,조현우,21KP, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,오현택,21롯P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김태균,21한1B, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김태현,21NP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,최금강,21NP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,윤정현,21키P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,장현식,21KP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이재익,21삼P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김종수,21한P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,홍성민,21NP, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이우찬,21LP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,조영건,21키P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,장민재,21한P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,강윤구,21롯P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,정수민,21SP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이승호,21키P, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,고우석,21LP, 0.00 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김동욱,21키P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,송윤준,21한P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,안영명,21KP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,홍건희,21두P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,안인산,21NP, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김택형,21SP, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,노건우,21삼P, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김성진,21키P, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,노시훈,21NP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,박민호,21SP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
