순위,이름,팀,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
324,국해성,21두RF, -0.12 , 4 , 8 , 8 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .125 , .125 , .125 , .250 , .120 , -47.3 , -0.12 , -0.11 
325,고종욱,21SLF, -0.12 , 88 , 199 , 180 , 25 , 48 , 5 , 0 , 2 , 59 , 18 , 2 , 3 , 16 , 0 , 0 , 30 , 6 , 1 , 2 , .267 , .323 , .328 , .651 , .311 , 80.0 , -0.12 , 0.00 
326,최보성,21N3B, -0.13 , 10 , 14 , 12 , 0 , 3 , 0 , 0 , 0 , 3 , 1 , 0 , 1 , 0 , 1 , 0 , 5 , 0 , 1 , 0 , .250 , .308 , .250 , .558 , .260 , 48.3 , -0.13 , 0.22 
327,정의윤,21SLF, -0.13 , 62 , 178 , 165 , 21 , 38 , 2 , 0 , 7 , 61 , 24 , 0 , 0 , 11 , 0 , 1 , 37 , 5 , 0 , 2 , .230 , .275 , .370 , .645 , .295 , 67.3 , -0.13 , -0.04 
328,문성주,21LLF, -0.13 , 31 , 89 , 79 , 11 , 18 , 1 , 0 , 1 , 22 , 10 , 1 , 1 , 7 , 2 , 0 , 15 , 1 , 0 , 1 , .228 , .303 , .278 , .582 , .286 , 65.3 , -0.13 , -0.68 
329,고명준,21SDH, -0.14 , 3 , 5 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 1 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.14 , -0.23 
330,김호재,21삼1B, -0.14 , 87 , 90 , 75 , 9 , 17 , 2 , 0 , 0 , 19 , 7 , 0 , 0 , 9 , 2 , 0 , 14 , 0 , 3 , 1 , .227 , .322 , .253 , .575 , .280 , 60.2 , -0.14 , -0.15 
331,모창민,21N1B, -0.15 , 3 , 6 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .167 , .000 , .167 , .123 , -46.3 , -0.15 , -0.15 
332,최승민,21NCF, -0.15 , 48 , 34 , 31 , 8 , 7 , 1 , 0 , 0 , 8 , 1 , 4 , 3 , 1 , 0 , 0 , 7 , 0 , 2 , 0 , .226 , .250 , .258 , .508 , .230 , 27.3 , -0.15 , -0.18 
333,정진기,21SNLF, -0.16 , 88 , 206 , 193 , 27 , 43 , 8 , 0 , 6 , 69 , 21 , 6 , 3 , 10 , 1 , 0 , 39 , 2 , 2 , 0 , .223 , .265 , .358 , .622 , .286 , 62.1 , -0.16 , -0.26 
334,허관회,21한C, -0.16 , 28 , 79 , 63 , 4 , 12 , 0 , 0 , 0 , 12 , 2 , 0 , 0 , 13 , 1 , 0 , 22 , 1 , 0 , 2 , .190 , .329 , .190 , .520 , .277 , 58.2 , -0.16 , -0.57 
335,정민규,21한3B, -0.16 , 6 , 17 , 16 , 1 , 2 , 1 , 0 , 0 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 6 , 1 , 0 , 0 , .125 , .177 , .188 , .364 , .178 , -7.8 , -0.16 , -0.21 
336,김민수,21N, -0.17 , 7 , 7 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.17 , -0.06 
337,송호정,21한SS, -0.17 , 10 , 11 , 10 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 8 , 0 , 0 , 0 , .000 , .091 , .000 , .091 , .067 , -82.3 , -0.17 , -0.16 
338,강로한,21롯CF, -0.17 , 21 , 35 , 33 , 7 , 4 , 0 , 0 , 2 , 10 , 4 , 0 , 0 , 2 , 0 , 0 , 18 , 0 , 0 , 0 , .121 , .171 , .303 , .475 , .215 , 15.3 , -0.17 , 0.06 
339,박정음,21키LF, -0.17 , 69 , 17 , 13 , 19 , 0 , 0 , 0 , 0 , 0 , 1 , 4 , 2 , 2 , 1 , 0 , 3 , 1 , 0 , 1 , .000 , .177 , .000 , .177 , .132 , -38.8 , -0.17 , -0.24 
340,김규남,21SLF, -0.18 , 4 , 7 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.18 , -0.13 
341,민병헌,21롯CF, -0.18 , 14 , 49 , 42 , 5 , 8 , 3 , 0 , 0 , 11 , 2 , 0 , 1 , 6 , 0 , 0 , 11 , 2 , 1 , 0 , .190 , .292 , .262 , .554 , .269 , 50.2 , -0.18 , -0.20 
342,이주형,21L1B, -0.18 , 13 , 19 , 16 , 3 , 2 , 0 , 0 , 0 , 2 , 0 , 2 , 1 , 1 , 1 , 0 , 7 , 0 , 1 , 0 , .125 , .222 , .125 , .347 , .180 , -6.5 , -0.18 , -0.50 
343,이창진,21KCF, -0.19 , 105 , 293 , 249 , 35 , 52 , 8 , 1 , 3 , 71 , 33 , 5 , 0 , 36 , 1 , 0 , 54 , 10 , 4 , 3 , .209 , .308 , .285 , .593 , .287 , 63.8 , -0.19 , -1.06 
344,이주찬,21롯2B, -0.20 , 3 , 8 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 0 , 1 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.20 , -0.09 
345,강태율,21롯C, -0.20 , 19 , 31 , 26 , 1 , 2 , 1 , 0 , 1 , 6 , 5 , 0 , 1 , 4 , 0 , 0 , 10 , 1 , 0 , 1 , .077 , .194 , .231 , .424 , .204 , 7.9 , -0.20 , -0.52 
346,김성윤,21삼CF, -0.21 , 30 , 19 , 18 , 7 , 3 , 0 , 0 , 0 , 3 , 2 , 0 , 1 , 0 , 0 , 0 , 5 , 0 , 0 , 1 , .167 , .158 , .167 , .325 , .151 , -25.2 , -0.21 , -0.38 
347,나승엽,21롯1B, -0.21 , 60 , 128 , 113 , 16 , 23 , 2 , 0 , 2 , 31 , 10 , 1 , 0 , 14 , 0 , 0 , 33 , 1 , 0 , 1 , .204 , .289 , .274 , .563 , .276 , 55.7 , -0.21 , -0.56 
348,강상원,21한CF, -0.21 , 35 , 49 , 37 , 7 , 4 , 0 , 0 , 0 , 4 , 2 , 3 , 0 , 9 , 1 , 0 , 11 , 0 , 2 , 0 , .108 , .298 , .108 , .406 , .229 , 26.0 , -0.21 , -0.23 
349,강경학,21한K2B, -0.21 , 26 , 39 , 33 , 3 , 5 , 0 , 0 , 0 , 5 , 1 , 1 , 0 , 5 , 1 , 0 , 13 , 0 , 0 , 0 , .152 , .282 , .152 , .434 , .237 , 31.3 , -0.21 , -0.40 
350,박민,21KSS, -0.22 , 18 , 38 , 35 , 3 , 6 , 1 , 0 , 0 , 7 , 3 , 0 , 1 , 2 , 1 , 0 , 10 , 1 , 0 , 0 , .171 , .237 , .200 , .437 , .220 , 18.8 , -0.22 , -0.41 
351,임지열,21키LF, -0.22 , 19 , 30 , 25 , 5 , 3 , 0 , 0 , 0 , 3 , 0 , 0 , 1 , 4 , 1 , 0 , 10 , 1 , 0 , 0 , .120 , .267 , .120 , .387 , .220 , 19.8 , -0.22 , -0.14 
352,김태훈,21KRF, -0.22 , 44 , 91 , 87 , 6 , 20 , 4 , 1 , 1 , 29 , 6 , 1 , 0 , 2 , 1 , 0 , 19 , 1 , 1 , 0 , .230 , .256 , .333 , .589 , .271 , 52.0 , -0.22 , 0.21 
353,이성우,21LC, -0.23 , 36 , 39 , 33 , 0 , 7 , 0 , 0 , 0 , 7 , 2 , 0 , 0 , 1 , 0 , 0 , 8 , 1 , 5 , 0 , .212 , .235 , .212 , .447 , .191 , -0.1 , -0.23 , -0.29 
354,김호은,21L, -0.23 , 7 , 9 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.4 , -0.23 , -0.27 
355,김재성,21LC, -0.23 , 58 , 73 , 65 , 6 , 9 , 2 , 1 , 1 , 16 , 3 , 1 , 0 , 5 , 1 , 0 , 13 , 2 , 1 , 1 , .138 , .208 , .246 , .455 , .214 , 18.1 , -0.23 , -0.74 
356,최정용,21K2B, -0.23 , 53 , 65 , 52 , 7 , 10 , 1 , 0 , 0 , 11 , 2 , 2 , 0 , 9 , 0 , 0 , 16 , 1 , 3 , 1 , .192 , .307 , .212 , .518 , .255 , 42.0 , -0.23 , -0.66 
357,나지완,21KLF, -0.24 , 31 , 102 , 81 , 3 , 13 , 1 , 0 , 0 , 14 , 7 , 0 , 0 , 14 , 6 , 0 , 29 , 3 , 0 , 1 , .160 , .324 , .173 , .496 , .272 , 53.2 , -0.24 , -0.12 
358,신준우,21키SS, -0.25 , 56 , 51 , 42 , 7 , 7 , 3 , 0 , 0 , 10 , 4 , 0 , 1 , 4 , 3 , 0 , 21 , 1 , 1 , 1 , .167 , .280 , .238 , .518 , .256 , 42.9 , -0.25 , -0.20 
359,김현민,21한DH, -0.26 , 5 , 12 , 12 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , .083 , .083 , .083 , .167 , .080 , -72.6 , -0.26 , -0.15 
360,이성열,21한DH, -0.27 , 46 , 140 , 119 , 15 , 25 , 8 , 0 , 2 , 39 , 20 , 1 , 0 , 18 , 1 , 0 , 36 , 2 , 0 , 2 , .210 , .314 , .328 , .642 , .308 , 79.0 , -0.27 , 0.32 
361,김도환,21삼C, -0.28 , 25 , 46 , 41 , 1 , 6 , 2 , 0 , 0 , 8 , 1 , 0 , 1 , 2 , 2 , 0 , 20 , 0 , 1 , 0 , .146 , .222 , .195 , .417 , .206 , 11.9 , -0.28 , -0.32 
362,구본혁,21LSS, -0.28 , 123 , 45 , 38 , 10 , 5 , 2 , 0 , 0 , 7 , 3 , 0 , 0 , 3 , 1 , 0 , 7 , 0 , 1 , 2 , .132 , .205 , .184 , .389 , .189 , 0.9 , -0.28 , -0.19 
363,김동엽,21삼LF, -0.28 , 69 , 203 , 185 , 20 , 44 , 9 , 0 , 4 , 65 , 24 , 2 , 1 , 10 , 4 , 0 , 42 , 2 , 0 , 4 , .238 , .286 , .351 , .637 , .297 , 70.2 , -0.28 , -0.53 
364,김규성,21KSS, -0.28 , 54 , 41 , 36 , 8 , 5 , 1 , 0 , 0 , 6 , 2 , 0 , 1 , 5 , 0 , 0 , 17 , 0 , 0 , 0 , .139 , .244 , .167 , .411 , .216 , 15.5 , -0.28 , -0.50 
365,오선우,21KLF, -0.29 , 9 , 16 , 15 , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 9 , 0 , 0 , 0 , .067 , .125 , .067 , .192 , .106 , -57.0 , -0.29 , -0.32 
366,장운호,21한RF, -0.30 , 102 , 338 , 285 , 36 , 67 , 10 , 0 , 0 , 77 , 28 , 3 , 6 , 36 , 7 , 0 , 77 , 7 , 7 , 3 , .235 , .332 , .270 , .603 , .295 , 71.0 , -0.30 , -1.65 
367,장지승,21한RF, -0.30 , 24 , 72 , 61 , 7 , 11 , 1 , 0 , 1 , 15 , 5 , 2 , 0 , 7 , 1 , 0 , 24 , 4 , 2 , 1 , .180 , .271 , .246 , .517 , .249 , 40.1 , -0.30 , -0.70 
368,홍현빈,21KLF, -0.32 , 43 , 12 , 11 , 8 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 8 , 0 , 1 , 0 , .182 , .182 , .182 , .364 , .160 , -24.0 , -0.32 , 0.13 
369,백용환,21K한C, -0.34 , 39 , 102 , 86 , 10 , 12 , 1 , 0 , 4 , 25 , 4 , 0 , 0 , 11 , 3 , 0 , 26 , 4 , 2 , 0 , .140 , .260 , .291 , .551 , .262 , 47.7 , -0.34 , 0.42 
370,이우성,21KLF, -0.34 , 65 , 100 , 85 , 12 , 17 , 5 , 0 , 0 , 22 , 4 , 2 , 1 , 13 , 0 , 0 , 17 , 2 , 1 , 1 , .200 , .303 , .259 , .562 , .277 , 56.7 , -0.34 , -0.38 
371,김기환,21NLF, -0.35 , 62 , 149 , 140 , 19 , 29 , 7 , 2 , 3 , 49 , 13 , 15 , 4 , 8 , 0 , 0 , 45 , 1 , 1 , 0 , .207 , .250 , .350 , .600 , .275 , 55.2 , -0.35 , -0.39 
372,이원재,21N1B, -0.36 , 31 , 69 , 65 , 3 , 15 , 2 , 0 , 0 , 17 , 7 , 1 , 0 , 1 , 1 , 0 , 11 , 1 , 1 , 1 , .231 , .250 , .262 , .512 , .241 , 34.8 , -0.36 , -0.56 
373,최민재,21롯LF, -0.37 , 21 , 27 , 25 , 2 , 2 , 1 , 0 , 0 , 3 , 2 , 2 , 0 , 2 , 0 , 0 , 8 , 1 , 0 , 0 , .080 , .148 , .120 , .268 , .139 , -35.2 , -0.37 , -0.47 
374,허정협,21키LF, -0.37 , 28 , 51 , 45 , 4 , 7 , 0 , 0 , 0 , 7 , 2 , 0 , 0 , 6 , 0 , 0 , 10 , 1 , 0 , 0 , .156 , .255 , .156 , .411 , .218 , 19.0 , -0.37 , 0.11 
375,이시원,21한CF, -0.37 , 33 , 62 , 53 , 8 , 10 , 1 , 0 , 0 , 11 , 2 , 2 , 2 , 3 , 2 , 0 , 12 , 2 , 4 , 0 , .189 , .259 , .208 , .466 , .221 , 21.5 , -0.37 , -0.51 
376,박대온,21NC, -0.38 , 42 , 95 , 85 , 4 , 18 , 1 , 0 , 0 , 19 , 5 , 0 , 0 , 4 , 0 , 0 , 21 , 0 , 4 , 2 , .212 , .242 , .224 , .465 , .216 , 18.3 , -0.38 , -0.60 
377,김휘집,21키3B, -0.38 , 34 , 89 , 70 , 9 , 9 , 1 , 0 , 1 , 13 , 8 , 1 , 0 , 13 , 2 , 0 , 23 , 0 , 3 , 1 , .129 , .279 , .186 , .465 , .238 , 33.6 , -0.38 , -0.48 
378,김지수,21한RF, -0.38 , 11 , 25 , 24 , 0 , 2 , 1 , 0 , 0 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 14 , 0 , 0 , 0 , .083 , .120 , .125 , .245 , .121 , -45.5 , -0.38 , -0.30 
379,나주환,21K3B, -0.39 , 19 , 32 , 31 , 0 , 5 , 0 , 0 , 0 , 5 , 3 , 0 , 0 , 0 , 0 , 0 , 12 , 2 , 0 , 1 , .161 , .156 , .161 , .318 , .150 , -27.9 , -0.39 , -0.50 
380,변상권,21키LF, -0.40 , 72 , 171 , 159 , 19 , 38 , 5 , 4 , 0 , 51 , 20 , 0 , 0 , 9 , 0 , 0 , 40 , 2 , 0 , 3 , .239 , .275 , .321 , .596 , .279 , 56.1 , -0.40 , 0.62 
381,이해창,21한C, -0.41 , 20 , 60 , 54 , 4 , 9 , 3 , 0 , 0 , 12 , 4 , 0 , 1 , 1 , 1 , 0 , 13 , 0 , 3 , 1 , .167 , .193 , .222 , .415 , .187 , -1.2 , -0.41 , -0.85 
382,정진호,21한LF, -0.42 , 50 , 167 , 145 , 9 , 33 , 9 , 0 , 0 , 42 , 15 , 4 , 1 , 15 , 1 , 1 , 22 , 5 , 4 , 2 , .228 , .301 , .290 , .590 , .277 , 58.7 , -0.42 , -0.73 
383,이홍구,21KC, -0.43 , 37 , 58 , 55 , 4 , 9 , 0 , 0 , 1 , 12 , 7 , 0 , 0 , 2 , 0 , 1 , 28 , 4 , 0 , 1 , .164 , .190 , .218 , .408 , .184 , -6.2 , -0.43 , -0.48 
384,보어,21L1B, -0.43 , 32 , 117 , 100 , 7 , 17 , 2 , 0 , 3 , 28 , 17 , 0 , 0 , 11 , 3 , 0 , 30 , 2 , 0 , 3 , .170 , .265 , .280 , .545 , .263 , 52.8 , -0.43 , -0.23 
385,오재원,21두2B, -0.43 , 45 , 79 , 72 , 6 , 12 , 3 , 0 , 0 , 15 , 5 , 2 , 0 , 6 , 0 , 0 , 18 , 3 , 0 , 1 , .167 , .228 , .208 , .436 , .216 , 17.9 , -0.43 , -0.64 
386,노태형,21한1B, -0.43 , 18 , 49 , 43 , 6 , 5 , 1 , 0 , 0 , 6 , 1 , 0 , 0 , 6 , 0 , 0 , 15 , 0 , 0 , 0 , .116 , .225 , .140 , .364 , .196 , 3.9 , -0.43 , -0.44 
387,이도윤,21한SS, -0.45 , 56 , 68 , 63 , 5 , 11 , 0 , 0 , 0 , 11 , 2 , 1 , 2 , 4 , 0 , 0 , 18 , 1 , 1 , 0 , .175 , .224 , .175 , .399 , .198 , 6.6 , -0.45 , -0.59 
388,박주홍,21키DH, -0.45 , 23 , 56 , 47 , 4 , 5 , 2 , 0 , 0 , 7 , 3 , 1 , 1 , 9 , 0 , 0 , 21 , 1 , 0 , 0 , .106 , .250 , .149 , .399 , .217 , 18.3 , -0.45 , -0.34 
389,김창평,21SLF, -0.47 , 40 , 28 , 25 , 6 , 2 , 0 , 0 , 0 , 2 , 1 , 2 , 1 , 1 , 0 , 0 , 6 , 0 , 2 , 0 , .080 , .115 , .080 , .195 , .095 , -63.3 , -0.47 , -0.20 
390,박정현,21한SS, -0.52 , 33 , 120 , 107 , 10 , 21 , 4 , 0 , 0 , 25 , 9 , 1 , 0 , 9 , 0 , 0 , 32 , 1 , 3 , 1 , .196 , .256 , .234 , .490 , .235 , 30.9 , -0.52 , -0.59 
391,이원석,21한CF, -0.71 , 43 , 130 , 114 , 12 , 20 , 1 , 1 , 1 , 26 , 9 , 4 , 2 , 8 , 2 , 0 , 43 , 1 , 4 , 2 , .175 , .238 , .228 , .466 , .221 , 22.0 , -0.71 , -1.37 
392,유장혁,21한CF, -0.72 , 34 , 112 , 98 , 11 , 14 , 5 , 0 , 1 , 22 , 7 , 2 , 1 , 8 , 2 , 0 , 39 , 2 , 2 , 2 , .143 , .218 , .224 , .443 , .212 , 15.3 , -0.72 , -1.14 
393,예진원,21키CF, -0.75 , 52 , 132 , 114 , 16 , 18 , 6 , 1 , 1 , 29 , 8 , 0 , 1 , 12 , 2 , 0 , 28 , 2 , 3 , 1 , .158 , .248 , .254 , .502 , .240 , 32.5 , -0.75 , -1.33 
394,임종찬,21한RF, -1.06 , 42 , 146 , 132 , 9 , 20 , 5 , 0 , 1 , 28 , 8 , 0 , 1 , 12 , 1 , 0 , 49 , 2 , 1 , 0 , .152 , .228 , .212 , .440 , .217 , 18.7 , -1.06 , -1.09 
