팀,이름,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
삼성,오재일,5.63,255,1020,888,121,245,62,0,46,445,191,3,1,116,1,16,239,12,0,0.5529999999999999,0.711,1.0030000000000001,1.7149999999999999,0.76,255.7,5.63,4.29
삼성,이성곤,0.27,62,154,139,16,39,7,0,5,61,18,2,0,11,0,0,38,3,2,0.281,0.329,0.439,0.768,0.34,95.2,0.27,-0.23
삼성,이성규,-1.17,111,279,243,30,41,7,1,10,80,31,3,1,23,7,0,72,8,4,0.255,0.522,0.435,0.9570000000000001,0.479,68.5,-1.17,-1.87
삼성,이원석,3.63,340,1282,1090,117,277,49,0,32,422,193,1,1,142,18,5,232,25,6,0.766,1.028,1.17,2.198,1.01,294.3,3.63,1.24
삼성,이재현,-0.05,75,239,230,23,54,4,0,7,79,23,0,0,5,1,0,44,6,3,0.235,0.254,0.343,0.598,0.271,59.0,-0.05,-0.82
삼성,이학주,0.32,130,417,361,47,79,19,0,8,122,48,8,4,40,3,1,119,6,8,0.434,0.591,0.675,1.266,0.58,129.0,0.32,-0.61
삼성,이해승,-0.38,46,106,99,11,23,3,0,0,26,5,0,0,1,0,0,29,1,6,0.232,0.24,0.263,0.503,0.222,28.3,-0.38,-0.34
삼성,최영진,0.65,145,272,238,29,61,8,2,4,85,27,5,5,26,5,0,48,6,2,0.766,1.012,1.0899999999999999,2.101,0.987,282.6,0.65,-0.83
삼성,팔카,-0.66,51,217,196,17,41,7,0,8,72,23,2,0,18,0,0,58,5,0,0.209,0.272,0.367,0.639,0.288,60.3,-0.66,-0.64
삼성,피렐라,10.66,281,1251,1114,204,350,58,6,57,591,206,24,11,112,20,14,170,27,0,0.628,0.77,1.06,1.831,0.823,298.0,10.66,7.470000000000001
키움,김규민,-0.56,54,111,101,13,21,2,1,1,28,6,1,0,5,1,0,24,3,3,0.208,0.25,0.277,0.527,0.24,31.9,-0.56,-1.13
키움,김수환,-0.11000000000000001,70,211,180,23,33,8,0,6,59,19,0,0,23,3,0,73,2,3,0.379,0.53,0.7070000000000001,1.237,0.565,140.5,-0.11000000000000001,-0.71
키움,김웅빈,1.48,215,648,553,65,138,31,2,14,215,76,2,3,64,16,4,176,10,10,0.739,1.016,1.135,2.151,0.982,287.2,1.48,-0.43999999999999995
키움,김재현,-0.1,95,139,128,6,27,11,0,1,41,16,0,1,5,1,0,31,4,4,0.424,0.498,0.663,1.1600000000000001,0.5189999999999999,99.0,-0.1,-0.87
키움,김주형,0.8200000000000001,130,250,203,29,41,13,1,2,62,16,2,1,12,28,0,54,4,6,0.613,1.02,0.921,1.9409999999999998,0.9339999999999999,248.0,0.8200000000000001,-1.1300000000000001
키움,김준완,-0.13,111,398,317,43,60,10,2,1,77,28,1,1,64,8,0,71,4,6,0.189,0.337,0.243,0.58,0.288,74.9,-0.13,-0.86
키움,김태진,0.29,70,272,250,35,68,5,1,0,75,20,1,2,17,1,0,28,4,3,0.272,0.32,0.3,0.62,0.293,77.5,0.29,-0.12
키움,김하성,6.83,138,622,533,111,163,24,1,30,279,109,23,2,75,8,3,68,12,3,0.306,0.397,0.523,0.921,0.407,147.0,6.83,4.22
키움,김혜성,12.25,415,1753,1574,260,476,62,16,14,612,175,105,18,157,3,6,274,23,2,0.907,1.089,1.169,2.257,1.052,328.8,12.25,3.63
키움,김휘집,1.2000000000000002,146,482,403,49,83,13,1,9,125,44,1,0,52,16,0,138,6,6,0.351,0.605,0.522,1.127,0.55,127.19999999999999,1.2000000000000002,-1.7
키움,러셀,0.42,65,271,244,22,62,14,0,2,82,31,2,0,22,2,1,37,6,0,0.254,0.317,0.336,0.653,0.305,75.0,0.42,-1.03
키움,모터,-0.43,10,37,35,4,4,0,0,1,7,3,0,0,1,0,0,10,0,0,0.114,0.135,0.2,0.335,0.149,-24.6,-0.43,-0.64
키움,박동원,5.49,254,893,770,107,191,45,0,35,341,137,2,0,98,13,0,190,22,7,0.711,1.03,1.28,2.311,1.056,342.5,5.49,1.44
키움,박병호,3.2800000000000002,211,860,718,104,162,30,0,41,315,142,0,1,104,23,5,255,17,0,0.45,0.6759999999999999,0.88,1.5550000000000002,0.7,222.10000000000002,3.2800000000000002,0.51
키움,박정음,0.0,86,47,43,20,8,0,1,0,10,2,9,1,2,2,0,14,0,0,0.186,0.255,0.233,0.488,0.238,28.9,0.0,-0.14
키움,박주홍,-0.46,44,113,96,8,16,3,1,0,21,6,1,1,17,0,1,39,2,0,0.33,0.583,0.43499999999999994,1.018,0.511,97.0,-0.46,-0.56
키움,박준태,1.7,207,585,463,90,105,20,1,6,145,43,6,1,86,23,0,169,4,10,0.598,1.04,0.849,1.8900000000000001,0.9319999999999999,249.89999999999998,1.7,0.08000000000000007
키움,박찬혁,0.03,52,175,161,13,34,5,0,6,57,17,0,1,9,5,0,67,1,0,0.211,0.274,0.354,0.628,0.291,81.8,0.03,-0.36
키움,변상권,-0.26,107,235,221,26,55,10,4,1,76,36,0,0,10,0,0,60,4,0,0.513,0.556,0.724,1.2810000000000001,0.5840000000000001,132.6,-0.26,0.77
키움,서건창,3.87,211,927,761,124,206,40,6,9,285,80,30,14,136,11,3,101,17,6,0.537,0.762,0.74,1.501,0.709,216.8,3.87,1.6199999999999999
키움,송성문,2.9499999999999997,208,875,792,97,196,31,5,19,294,112,0,1,70,2,6,107,10,3,0.496,0.622,0.742,1.3639999999999999,0.628,178.3,2.9499999999999997,-0.97
키움,송우현,1.51,69,282,250,34,74,17,2,3,104,42,1,1,28,2,1,49,4,1,0.296,0.37,0.416,0.786,0.368,117.4,1.51,0.62
키움,신준우,-0.25,132,105,85,13,13,6,0,0,19,4,0,1,11,5,0,40,1,3,0.30700000000000005,0.569,0.44699999999999995,1.016,0.502,88.4,-0.25,-0.43000000000000005
키움,예진원,-0.75,52,132,114,16,18,6,1,1,29,8,0,1,12,2,0,28,2,3,0.158,0.248,0.254,0.502,0.24,32.5,-0.75,-1.33
키움,이병규,-0.3,24,40,38,7,7,1,1,0,10,5,1,0,2,0,0,11,0,0,0.184,0.225,0.263,0.488,0.228,32.1,-0.3,-0.21
키움,이용규,2.69,219,873,730,122,190,22,8,1,231,64,28,4,116,12,2,88,12,7,0.495,0.718,0.594,1.312,0.641,180.4,2.69,2.37
키움,이정후,21.52,405,1788,1561,248,541,127,21,45,845,298,27,5,187,18,19,116,34,2,1.042,1.256,1.621,2.876,1.288,490.5,21.52,13.7
키움,이주형,-0.29,32,85,71,7,12,0,0,1,15,8,0,0,10,3,0,27,0,0,0.169,0.294,0.211,0.505,0.257,55.7,-0.29,-0.39
키움,이지영,2.73,346,996,914,89,256,28,7,2,304,103,5,3,58,7,5,89,34,13,0.8480000000000001,0.993,0.996,1.987,0.927,242.1,2.73,-2.35
키움,이택근,-0.21,20,64,57,5,11,5,0,0,16,7,0,0,7,0,0,21,1,0,0.193,0.281,0.281,0.562,0.269,51.6,-0.21,-0.11
키움,임병욱,0.21,12,41,37,3,10,4,0,0,14,6,3,0,4,0,1,10,1,0,0.27,0.342,0.378,0.72,0.325,88.2,0.21,0.27
키움,임지열,0.03,59,178,156,21,39,6,0,1,48,15,1,1,14,3,0,53,3,3,0.395,0.5980000000000001,0.46399999999999997,1.062,0.531,111.0,0.03,-0.6900000000000001
키움,전병우,0.84,348,893,769,95,165,28,3,19,256,100,10,1,87,18,0,250,12,15,0.628,0.9179999999999999,0.982,1.9,0.886,224.4,0.84,-0.01
키움,주효상,-0.14,63,101,84,6,16,4,0,0,20,7,0,0,13,0,0,26,0,3,0.19,0.296,0.238,0.534,0.257,43.7,-0.14,0.07
키움,크레익,0.3,61,247,222,25,55,12,0,6,85,30,0,1,20,4,1,43,4,0,0.248,0.32,0.383,0.703,0.328,93.9,0.3,-0.52
키움,푸이그,3.78,126,547,473,65,131,30,0,21,224,73,6,3,58,12,1,100,6,0,0.277,0.368,0.474,0.841,0.382,143.4,3.78,1.35
키움,프레이타스,-0.04,43,148,139,13,36,10,0,2,52,14,0,0,7,1,0,29,7,0,0.259,0.297,0.374,0.671,0.313,81.8,-0.04,-0.65
키움,허정협,0.91,139,411,359,49,91,12,0,10,133,45,0,0,46,2,0,83,8,3,0.42400000000000004,0.608,0.557,1.165,0.564,123.5,0.91,1.49
