순위,이름,팀,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ
127,안영명,20한P, 0.047 , 3 ,0.0,45.2, 8 , 1 ,7.0,0.0, 1.000 , 1.58 ,0.37,0.0, 0.00 , 0.03 ,0.09,0.49, 12.97 , 0.00 ,0.49,0.047
128,하준호,20KP, 0.046 , 2 ,1.0,41.2, 6 , 1 ,5.0,0.0, 1.000 , 1.30 ,0.38,0.0, 0.00 , 0.03 ,0.08,0.49, 14.16 , 0.00 ,0.49,0.046
129,조성운,20키P, 0.045 , 3 ,0.0,45.0, 8 , 1 ,6.0,1.0, .875 , 1.40 ,0.52,0.0, 0.18 , -0.10 ,-0.11,0.48, 12.85 , 0.00 ,0.48,0.045
130,오승환,20삼P, 0.045 , 1 ,0.0,47.2, 7 , 3 ,4.0,0.0, 1.000 , 1.32 ,0.35,0.0, 0.00 , 0.03 ,0.1,0.48, 12.04 , 0.00 ,0.48,0.045
131,김재유,20롯CF, 0.044 , 1 ,29.0,272.1, 76 , 73 ,1.0,2.0, .974 , 2.45 ,1.13,-0.11, 0.00 , 0.00 ,-0.26,0.77, 3.36 , -0.30 ,0.46,0.072
132,김도환,20삼C, 0.043 , 1 ,13.0,123.2, 104 , 100 ,3.0,1.0, .990 , 7.50 ,0.01,0.0, 0.03 , -0.67 ,-0.02,-0.66, -6.39 , 1.12 ,0.46,-0.063
133,홍현빈,20KLF, 0.043 , 1 ,4.0,79.0, 23 , 23 ,0.0,0.0, 1.000 , 2.62 ,1.23,-0.56, 0.00 , 0.00 ,0.04,0.72, 10.87 , -0.26 ,0.45,0.068
134,홍성무,20NP, 0.043 , 3 ,0.0,15.0, 5 , 0 ,5.0,0.0, 1.000 , 3.00 ,0.42,0.0, 0.00 , 0.01 ,0.03,0.45, 36.30 , 0.00 ,0.45,0.043
135,강태율,20롯C, 0.043 , 1 ,0.0,39.2, 29 , 29 ,0.0,0.0, 1.000 , 6.58 ,0.0,0.0, -0.13 , 0.17 ,0.06,0.1, 2.88 , 0.37 ,0.46,0.009
136,허도환,20KC, 0.043 , 3 ,14.0,151.1, 116 , 103 ,10.0,3.0, .974 , 6.72 ,-0.03,0.0, -0.08 , -0.42 ,-0.38,-0.92, -7.30 , 1.38 ,0.45,-0.087
137,임창민,20NP, 0.042 , 3 ,0.0,37.2, 6 , 2 ,4.0,0.0, 1.000 , 1.43 ,0.48,0.0, 0.00 , -0.11 ,0.08,0.45, 14.24 , 0.00 ,0.45,0.042
138,이보근,20KP, 0.042 , 1 ,0.0,46.2, 5 , 1 ,4.0,0.0, 1.000 , 0.96 ,0.32,0.0, 0.00 , 0.03 ,0.09,0.44, 11.34 , 0.00 ,0.44,0.042
139,요키시,20키P, 0.042 , 2 ,27.0,159.2, 51 , 10 ,37.0,4.0, .922 , 2.65 ,0.82,0.0, 0.00 , 0.11 ,-0.48,0.44, 3.30 , 0.00 ,0.44,0.042
140,오현택,20롯P, 0.041 , 2 ,0.0,36.0, 8 , 1 ,7.0,0.0, 1.000 , 2.00 ,0.48,0.0, -0.13 , 0.02 ,0.07,0.44, 14.61 , 0.00 ,0.44,0.041
141,양현,20키P, 0.040 , 3 ,1.0,60.0, 12 , 3 ,8.0,1.0, .917 , 1.65 ,0.47,0.0, 0.00 , 0.04 ,-0.08,0.43, 8.56 , 0.00 ,0.43,0.04
142,배제성,20KP, 0.040 , 3 ,26.0,141.1, 18 , 2 ,14.0,2.0, .889 , 1.02 ,0.45,0.0, 0.00 , 0.09 ,-0.12,0.43, 3.61 , 0.00 ,0.43,0.04
143,송승준,20롯P, 0.040 , 2 ,1.0,24.2, 3 , 0 ,3.0,0.0, 1.000 , 1.10 ,0.36,0.0, 0.00 , 0.02 ,0.05,0.42, 20.54 , 0.00 ,0.42,0.04
144,이호중,20NP, 0.039 , 1 ,0.0,4.1, 2 , 0 ,2.0,0.0, 1.000 , 4.15 ,0.4,0.0, 0.00 , 0.00 ,0.01,0.41, 113.96 , 0.00 ,0.41,0.039
145,오주원,20키P, 0.037 , 2 ,0.0,18.1, 6 , 1 ,5.0,0.0, 1.000 , 2.95 ,0.35,0.0, 0.00 , 0.01 ,0.04,0.4, 25.86 , 0.00 ,0.4,0.037
146,이유찬,20두3B, 0.037 , 3 ,25.0,279.2, 129 , 55 ,68.0,6.0, .954 , 3.96 ,0.04,0.0, 0.00 , 0.00 ,-0.4,-0.36, -1.53 , 0.75 ,0.4,-0.034
147,신민혁,20NP, 0.037 , 2 ,7.0,42.0, 5 , 1 ,4.0,0.0, 1.000 , 1.07 ,0.28,0.0, 0.00 , 0.03 ,0.08,0.39, 11.26 , 0.00 ,0.39,0.037
148,박시영,20롯P, 0.037 , 2 ,0.0,30.1, 7 , 1 ,6.0,0.0, 1.000 , 2.08 ,0.44,0.0, -0.13 , 0.02 ,0.06,0.39, 15.45 , 0.00 ,0.39,0.037
149,정은원,20한2B, 0.034 , 3 ,72.0,622.0, 319 , 136 ,179.0,4.0, .988 , 4.56 ,-1.41,0.0, 0.00 , 0.00 ,0.64,-0.77, -1.48 , 1.13 ,0.36,-0.072
150,여건욱,20LP, 0.034 , 3 ,0.0,27.2, 4 , 0 ,4.0,0.0, 1.000 , 1.30 ,0.29,0.0, 0.00 , 0.02 ,0.06,0.36, 15.52 , 0.00 ,0.36,0.034
151,조영건,20키P, 0.032 , 2 ,10.0,44.1, 5 , 2 ,3.0,0.0, 1.000 , 1.02 ,0.22,0.0, 0.00 , 0.03 ,0.09,0.34, 9.15 , 0.00 ,0.34,0.032
152,전유수,20KP, 0.032 , 2 ,0.0,45.2, 11 , 3 ,7.0,1.0, .909 , 1.97 ,0.81,0.0, -0.39 , 0.03 ,-0.11,0.34, 8.88 , 0.00 ,0.34,0.032
153,김원중,20롯P, 0.031 , 2 ,0.0,59.1, 13 , 5 ,7.0,1.0, .923 , 1.82 ,0.37,0.0, 0.00 , 0.04 ,-0.08,0.32, 6.53 , 0.00 ,0.32,0.031
154,노건우,20삼P, 0.030 , 2 ,0.0,36.1, 3 , 0 ,3.0,0.0, 1.000 , 0.74 ,0.22,0.0, 0.00 , 0.02 ,0.07,0.32, 10.47 , 0.00 ,0.32,0.03
155,한현희,20키P, 0.030 , 3 ,25.0,135.2, 28 , 11 ,17.0,0.0, 1.000 , 1.86 ,-0.05,0.0, 0.00 , 0.09 ,0.27,0.32, 2.79 , 0.00 ,0.32,0.03
156,이홍구,20SKC, 0.029 , 2 ,26.0,230.0, 182 , 171 ,9.0,2.0, .989 , 7.04 ,0.01,0.0, -1.22 , -0.49 ,-0.07,-1.77, -9.22 , 2.08 ,0.3,-0.168
157,김민수,20롯3B, 0.029 , 1 ,2.0,20.2, 7 , 0 ,7.0,0.0, 1.000 , 3.05 ,0.2,0.0, 0.00 , 0.00 ,0.06,0.27, 15.46 , 0.04 ,0.3,0.025
158,백정현,20삼P, 0.029 , 2 ,11.0,59.0, 8 , 1 ,6.0,1.0, .875 , 1.07 ,0.35,0.0, 0.00 , 0.04 ,-0.08,0.3, 6.17 , 0.00 ,0.3,0.029
159,이호연,20롯1B, 0.028 , 1 ,0.0,4.1, 3 , 3 ,0.0,0.0, 1.000 , 6.23 ,0.31,0.0, 0.00 , 0.00 ,0.01,0.32, 87.87 , -0.04 ,0.28,0.032
160,송준석,20삼RF, 0.028 , 1 ,8.0,76.0, 14 , 14 ,0.0,0.0, 1.000 , 1.66 ,0.78,-0.11, 0.00 , 0.00 ,0.05,0.71, 11.20 , -0.41 ,0.3,0.067
161,정우람,20한P, 0.028 , 2 ,0.0,54.1, 12 , 2 ,10.0,0.0, 1.000 , 1.99 ,0.15,0.0, 0.00 , 0.04 ,0.11,0.29, 6.48 , 0.00 ,0.29,0.028
162,이승민,20삼P, 0.028 , 1 ,5.0,26.1, 5 , 0 ,5.0,0.0, 1.000 , 1.71 ,0.22,0.0, 0.00 , 0.02 ,0.05,0.29, 13.24 , 0.00 ,0.29,0.028
163,장승현,20두C, 0.027 , 1 ,4.0,62.1, 51 , 49 ,2.0,0.0, 1.000 , 7.36 ,0.0,0.0, -0.43 , 0.06 ,0.09,-0.28, -5.30 , 0.57 ,0.29,-0.026
164,소이현,20NP, 0.027 , 1 ,0.0,12.1, 3 , 0 ,3.0,0.0, 1.000 , 2.19 ,0.26,0.0, 0.00 , 0.01 ,0.02,0.29, 28.20 , 0.00 ,0.29,0.027
165,한석현,20LRF, 0.027 , 2 ,0.0,8.1, 2 , 2 ,0.0,0.0, 1.000 , 2.16 ,0.33,0.0, 0.00 , 0.00 ,0.0,0.34, 48.14 , -0.05 ,0.29,0.032
166,박희수,20SP, 0.026 , 2 ,0.0,24.2, 4 , 0 ,4.0,0.0, 1.000 , 1.46 ,0.21,0.0, 0.00 , 0.02 ,0.05,0.28, 13.38 , 0.00 ,0.28,0.026
167,문찬종,20키2B, 0.026 , 1 ,0.0,9.0, 4 , 2 ,2.0,0.0, 1.000 , 4.00 ,0.23,0.0, 0.00 , 0.00 ,0.02,0.25, 33.37 , 0.02 ,0.27,0.024
168,백승건,20SP, 0.025 , 3 ,7.0,29.1, 3 , 0 ,3.0,0.0, 1.000 , 0.92 ,0.19,0.0, 0.00 , 0.02 ,0.06,0.26, 10.79 , 0.00 ,0.26,0.025
169,박종기,20두P, 0.024 , 1 ,5.0,26.0, 4 , 1 ,3.0,0.0, 1.000 , 1.39 ,0.19,0.0, 0.00 , 0.02 ,0.05,0.26, 11.85 , 0.00 ,0.26,0.024
170,강재민,20한P, 0.024 , 1 ,0.0,49.0, 10 , 1 ,9.0,0.0, 1.000 , 1.84 ,0.19,0.0, 0.00 , -0.03 ,0.1,0.25, 6.12 , 0.00 ,0.25,0.024
171,김성민,20키P, 0.023 , 2 ,0.0,23.2, 8 , 0 ,8.0,0.0, 1.000 , 3.04 ,0.19,0.0, 0.00 , 0.02 ,0.05,0.25, 12.61 , 0.00 ,0.25,0.023
172,진명호,20롯P, 0.023 , 2 ,0.0,31.1, 4 , 2 ,2.0,0.0, 1.000 , 1.15 ,0.16,0.0, 0.00 , 0.02 ,0.06,0.24, 9.26 , 0.00 ,0.24,0.023
173,김윤식,20LP, 0.022 , 2 ,11.0,67.2, 8 , 2 ,6.0,0.0, 1.000 , 1.06 ,0.06,0.0, 0.00 , 0.04 ,0.14,0.24, 4.20 , 0.00 ,0.24,0.022
174,이대은,20KP, 0.022 , 2 ,4.0,29.1, 3 , 1 ,2.0,0.0, 1.000 , 0.92 ,0.16,0.0, 0.00 , 0.02 ,0.06,0.24, 9.67 , 0.00 ,0.24,0.022
175,김범수,20한P, 0.022 , 3 ,8.0,55.0, 4 , 1 ,3.0,0.0, 1.000 , 0.66 ,0.08,0.0, 0.00 , 0.04 ,0.11,0.23, 4.98 , 0.00 ,0.23,0.022
176,임규빈,20키P, 0.021 , 2 ,0.0,37.2, 3 , 1 ,2.0,0.0, 1.000 , 0.72 ,0.12,0.0, 0.00 , 0.02 ,0.08,0.22, 7.13 , 0.00 ,0.22,0.021
177,킹엄,20SP, 0.021 , 1 ,2.0,10.2, 2 , 0 ,2.0,0.0, 1.000 , 1.69 ,0.19,0.0, 0.00 , 0.01 ,0.02,0.22, 24.93 , 0.00 ,0.22,0.021
178,변시원,20KP, 0.019 , 1 ,0.0,5.0, 3 , 0 ,3.0,0.0, 1.000 , 5.40 ,0.19,0.0, 0.00 , 0.00 ,0.01,0.2, 48.27 , 0.00 ,0.2,0.019
179,서호철,20N3B, 0.018 , 2 ,1.0,10.0, 3 , 1 ,2.0,0.0, 1.000 , 2.70 ,0.13,0.0, 0.00 , 0.00 ,0.03,0.16, 19.22 , 0.02 ,0.18,0.017
180,신정락,20한P, 0.018 , 3 ,0.0,12.0, 2 , 0 ,2.0,0.0, 1.000 , 1.50 ,0.16,0.0, 0.00 , 0.01 ,0.02,0.19, 19.05 , 0.00 ,0.19,0.018
181,라이블리,20삼P, 0.018 , 2 ,21.0,112.0, 25 , 9 ,14.0,2.0, .920 , 1.85 ,0.29,0.0, 0.00 , 0.07 ,-0.18,0.19, 2.00 , 0.00 ,0.19,0.018
182,변상권,20키CF, 0.018 , 2 ,15.0,154.0, 43 , 43 ,0.0,0.0, 1.000 , 2.51 ,0.72,-0.8, 0.00 , 0.00 ,0.08,-0.0, -0.03 , 0.19 ,0.19,-0.0
183,이용찬,20두P, 0.018 , 2 ,5.0,26.2, 5 , 2 ,3.0,0.0, 1.000 , 1.69 ,0.12,0.0, 0.00 , 0.02 ,0.05,0.19, 8.38 , 0.00 ,0.19,0.018
184,최재원,20LCF, 0.017 , 1 ,0.0,8.0, 5 , 5 ,0.0,0.0, 1.000 , 5.63 ,0.33,-0.14, 0.00 , 0.00 ,0.01,0.2, 29.23 , -0.01 ,0.18,0.019
185,뷰캐넌,20삼P, 0.017 , 3 ,27.0,174.2, 33 , 7 ,25.0,1.0, .970 , 1.65 ,-0.09,0.0, 0.00 , 0.12 ,0.15,0.18, 1.22 , 0.00 ,0.18,0.017
186,윤호솔,20한P, 0.017 , 1 ,0.0,6.0, 3 , 1 ,2.0,0.0, 1.000 , 4.50 ,0.16,0.0, 0.00 , 0.00 ,0.01,0.18, 35.28 , 0.00 ,0.18,0.017
187,양창섭,20삼P, 0.017 , 1 ,0.0,6.2, 2 , 0 ,2.0,0.0, 1.000 , 2.70 ,0.16,0.0, 0.00 , 0.00 ,0.01,0.18, 31.74 , 0.00 ,0.18,0.017
188,김대우,20롯P, 0.017 , 2 ,1.0,49.1, 11 , 4 ,6.0,1.0, .909 , 1.82 ,0.38,0.0, -0.13 , 0.03 ,-0.1,0.18, 4.27 , 0.00 ,0.18,0.017
189,박진태,20KP, 0.017 , 2 ,0.0,18.2, 3 , 2 ,1.0,0.0, 1.000 , 1.45 ,0.13,0.0, 0.00 , 0.01 ,0.04,0.18, 11.27 , 0.00 ,0.18,0.017
190,김기환,20NLF, 0.016 , 1 ,0.0,5.0, 1 , 1 ,0.0,0.0, 1.000 , 1.80 ,0.17,0.03, 0.00 , 0.00 ,0.0,0.2, 48.34 , -0.03 ,0.17,0.019
191,서덕원,20KP, 0.015 , 1 ,0.0,12.2, 2 , 0 ,2.0,0.0, 1.000 , 1.42 ,0.13,0.0, 0.00 , 0.01 ,0.03,0.16, 15.10 , 0.00 ,0.16,0.015
192,김재윤,20KP, 0.015 , 2 ,0.0,60.2, 6 , 1 ,5.0,0.0, 1.000 , 0.89 ,-0.0,0.0, 0.00 , 0.04 ,0.12,0.16, 3.13 , 0.00 ,0.16,0.015
193,김강률,20두P, 0.015 , 2 ,0.0,28.0, 6 , 2 ,3.0,1.0, .833 , 1.61 ,0.28,0.0, 0.00 , 0.02 ,-0.14,0.16, 6.75 , 0.00 ,0.16,0.015
194,서균,20한P, 0.015 , 1 ,0.0,7.1, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.18,0.0, 0.31 , 0.00 ,0.01,0.16, 25.60 , 0.00 ,0.16,0.015
195,김건태,20NP, 0.015 , 2 ,0.0,35.0, 2 , 0 ,2.0,0.0, 1.000 , 0.51 ,0.06,0.0, 0.00 , 0.02 ,0.07,0.16, 5.31 , 0.00 ,0.16,0.015
196,데스파이네,20KP, 0.015 , 2 ,34.0,207.2, 37 , 14 ,23.0,0.0, 1.000 , 1.60 ,-0.13,0.0, -0.13 , 0.00 ,0.42,0.15, 0.89 , 0.00 ,0.15,0.015
197,윤성환,20삼P, 0.014 , 2 ,5.0,18.2, 3 , 1 ,2.0,0.0, 1.000 , 1.45 ,0.1,0.0, 0.00 , 0.01 ,0.04,0.15, 9.39 , 0.00 ,0.15,0.014
198,김재열,20KP, 0.013 , 2 ,0.0,17.1, 1 , 0 ,1.0,0.0, 1.000 , 0.52 ,0.1,0.0, 0.00 , 0.01 ,0.03,0.14, 9.87 , 0.00 ,0.14,0.013
199,장원삼,20롯P, 0.013 , 2 ,4.0,34.0, 6 , 3 ,3.0,0.0, 1.000 , 1.59 ,0.05,0.0, 0.00 , 0.02 ,0.07,0.14, 4.87 , 0.00 ,0.14,0.013
200,김현준,20KP, 0.013 , 2 ,0.0,14.1, 1 , 0 ,1.0,0.0, 1.000 , 0.63 ,0.1,0.0, 0.00 , 0.01 ,0.03,0.13, 11.27 , 0.00 ,0.13,0.013
201,이상민,20삼P, 0.013 , 1 ,1.0,14.0, 7 , 4 ,3.0,0.0, 1.000 , 4.50 ,0.1,0.0, 0.00 , 0.01 ,0.03,0.13, 11.47 , 0.00 ,0.13,0.013
202,김강현,20롯C, 0.013 , 1 ,0.0,9.0, 6 , 6 ,0.0,0.0, 1.000 , 6.00 ,0.0,0.0, 0.00 , 0.04 ,0.01,0.05, 6.79 , 0.08 ,0.13,0.005
203,권희동,20NRF, 0.013 , 4 ,88.0,784.1, 192 , 181 ,9.0,2.0, .990 , 2.18 ,0.8,3.5, 0.00 , 0.00 ,0.06,4.36, 6.65 , -4.22 ,0.13,0.41
204,이상규,20LP, 0.012 , 3 ,0.0,31.0, 3 , 0 ,3.0,0.0, 1.000 , 0.87 ,0.05,0.0, 0.00 , 0.02 ,0.06,0.13, 5.04 , 0.00 ,0.13,0.012
205,강동호,20롯P, 0.012 , 2 ,0.0,11.0, 1 , 0 ,1.0,0.0, 1.000 , 0.82 ,0.1,0.0, 0.00 , 0.01 ,0.02,0.13, 13.73 , 0.00 ,0.13,0.012
206,문선재,20KLF, 0.012 , 1 ,0.0,25.0, 4 , 4 ,0.0,0.0, 1.000 , 1.44 ,0.12,0.07, 0.00 , 0.00 ,0.01,0.2, 9.77 , -0.08 ,0.12,0.019
207,남호,20LP, 0.011 , 1 ,3.0,18.1, 1 , 0 ,1.0,0.0, 1.000 , 0.49 ,0.06,0.0, 0.00 , 0.01 ,0.04,0.11, 7.36 , 0.00 ,0.11,0.011
208,정인욱,20삼P, 0.010 , 1 ,0.0,5.1, 1 , 0 ,1.0,0.0, 1.000 , 1.69 ,0.1,0.0, 0.00 , 0.00 ,0.01,0.11, 24.93 , 0.00 ,0.11,0.01
209,황인준,20KP, 0.010 , 1 ,0.0,4.0, 2 , 1 ,1.0,0.0, 1.000 , 4.50 ,0.1,0.0, 0.00 , 0.00 ,0.01,0.11, 32.18 , 0.00 ,0.11,0.01
210,윤규진,20한P, 0.010 , 2 ,0.0,3.2, 2 , 1 ,1.0,0.0, 1.000 , 4.91 ,0.1,0.0, 0.00 , 0.00 ,0.01,0.11, 34.82 , 0.00 ,0.11,0.01
211,루친스키,20NP, 0.009 , 2 ,30.0,183.0, 36 , 13 ,20.0,3.0, .917 , 1.62 ,0.21,0.0, 0.00 , 0.12 ,-0.23,0.1, 0.65 , 0.00 ,0.1,0.009
212,권휘,20두P, 0.009 , 1 ,0.0,13.2, 1 , 0 ,1.0,0.0, 1.000 , 0.66 ,0.06,0.0, 0.00 , 0.01 ,0.03,0.1, 8.62 , 0.00 ,0.1,0.009
213,지시완,20롯C, 0.009 , 1 ,3.0,19.1, 25 , 21 ,4.0,0.0, 1.000 , 11.64 ,0.14,0.0, -0.13 , -0.12 ,0.03,-0.08, -5.15 , 0.18 ,0.09,-0.008
214,문승원,20SP, 0.009 , 3 ,25.0,145.2, 23 , 4 ,16.0,3.0, .870 , 1.24 ,0.31,0.0, 0.00 , 0.10 ,-0.31,0.09, 0.77 , 0.00 ,0.09,0.009
215,최영환,20롯P, 0.009 , 2 ,1.0,10.0, 1 , 0 ,1.0,0.0, 1.000 , 0.90 ,0.06,0.0, 0.00 , 0.01 ,0.02,0.09, 10.84 , 0.00 ,0.09,0.009
216,이정용,20LP, 0.009 , 1 ,0.0,34.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.02 ,0.07,0.09, 3.18 , 0.00 ,0.09,0.009
217,이형범,20두P, 0.008 , 2 ,0.0,25.2, 6 , 2 ,3.0,1.0, .833 , 1.75 ,0.22,0.0, 0.00 , 0.02 ,-0.15,0.09, 4.17 , 0.00 ,0.09,0.008
218,이민호,20LP, 0.008 , 2 ,16.0,97.2, 16 , 6 ,10.0,0.0, 1.000 , 1.47 ,-0.17,0.0, 0.00 , 0.06 ,0.2,0.09, 1.09 , 0.00 ,0.09,0.008
219,박정수,20KNP, 0.008 , 1 ,3.0,33.0, 7 , 3 ,4.0,0.0, 1.000 , 1.91 ,-0.0,0.0, 0.00 , 0.02 ,0.07,0.09, 3.18 , 0.00 ,0.09,0.008
220,함덕주,20두P, 0.008 , 2 ,6.0,55.1, 6 , 2 ,4.0,0.0, 1.000 , 0.98 ,0.21,0.0, 0.00 , -0.23 ,0.11,0.09, 1.86 , 0.00 ,0.09,0.008
221,김동혁,20키P, 0.008 , 1 ,0.0,8.2, 2 , 1 ,1.0,0.0, 1.000 , 2.08 ,0.06,0.0, 0.00 , 0.01 ,0.02,0.09, 11.77 , 0.00 ,0.09,0.008
222,서동민,20SP, 0.008 , 1 ,0.0,8.1, 1 , 0 ,1.0,0.0, 1.000 , 1.08 ,0.06,0.0, 0.00 , 0.01 ,0.02,0.08, 12.11 , 0.00 ,0.08,0.008
223,김영환,20KK2B, 0.008 , 1 ,1.0,17.0, 7 , 2 ,5.0,0.0, 1.000 , 3.71 ,-0.0,0.0, 0.00 , 0.00 ,0.05,0.05, 3.59 , 0.03 ,0.08,0.005
224,한승혁,20롯P, 0.008 , 1 ,0.0,7.0, 3 , 2 ,1.0,0.0, 1.000 , 3.86 ,0.06,0.0, 0.00 , 0.00 ,0.01,0.08, 13.81 , 0.00 ,0.08,0.008
225,이강준,20KP, 0.007 , 2 ,0.0,5.2, 1 , 0 ,1.0,0.0, 1.000 , 1.59 ,0.06,0.0, 0.00 , 0.00 ,0.01,0.08, 16.70 , 0.00 ,0.08,0.007
226,김동한,20롯3B, 0.007 , 2 ,9.0,154.1, 60 , 19 ,38.0,3.0, .950 , 3.32 ,0.06,-0.09, 0.00 , 0.00 ,-0.17,-0.19, -1.50 , 0.27 ,0.08,-0.018
227,양지율,20키P, 0.007 , 1 ,0.0,23.1, 3 , 0 ,3.0,0.0, 1.000 , 1.16 ,0.02,0.0, 0.00 , 0.02 ,0.05,0.08, 3.96 , 0.00 ,0.08,0.007
228,러셀,20키2B, 0.007 , 1 ,56.0,494.1, 297 , 106 ,179.0,12.0, .960 , 5.19 ,-0.39,0.0, 0.00 , 0.00 ,-1.12,-1.51, -3.66 , 1.58 ,0.07,-0.143
229,김태훈,20키P, 0.007 , 3 ,2.0,64.0, 17 , 2 ,14.0,1.0, .941 , 2.25 ,0.24,0.0, 0.00 , -0.09 ,-0.07,0.07, 1.39 , 0.00 ,0.07,0.007
230,이주엽,20두P, 0.007 , 1 ,0.0,3.1, 1 , 0 ,1.0,0.0, 1.000 , 2.70 ,0.06,0.0, 0.00 , 0.00 ,0.01,0.07, 25.50 , 0.00 ,0.07,0.007
231,류진욱,20NP, 0.007 , 2 ,0.0,3.0, 1 , 0 ,1.0,0.0, 1.000 , 3.00 ,0.06,0.0, 0.00 , 0.00 ,0.01,0.07, 27.99 , 0.00 ,0.07,0.007
232,양선률,20SP, 0.006 , 1 ,0.0,1.0, 1 , 0 ,1.0,0.0, 1.000 , 9.00 ,0.06,0.0, 0.00 , 0.00 ,0.0,0.07, 79.78 , 0.00 ,0.07,0.006
,홍원표,20삼P, 0.006 , 1 ,0.0,1.0, 1 , 0 ,1.0,0.0, 1.000 , 9.00 ,0.06,0.0, 0.00 , 0.00 ,0.0,0.07, 79.78 , 0.00 ,0.07,0.006
234,한승주,20한P, 0.006 , 1 ,1.0,1.2, 1 , 0 ,1.0,0.0, 1.000 , 5.40 ,0.06,0.0, 0.00 , 0.00 ,0.0,0.07, 47.83 , 0.00 ,0.07,0.006
235,최지광,20삼P, 0.006 , 2 ,0.0,44.1, 9 , 3 ,5.0,1.0, .889 , 1.62 ,0.27,0.0, 0.00 , -0.10 ,-0.11,0.06, 1.58 , 0.00 ,0.06,0.006
236,송윤준,20한P, 0.005 , 2 ,0.0,23.0, 4 , 2 ,2.0,0.0, 1.000 , 1.57 ,0.13,0.0, 0.00 , -0.12 ,0.05,0.05, 2.77 , 0.00 ,0.05,0.005
237,이정훈,20KC, 0.004 , 1 ,0.0,3.0, 2 , 2 ,0.0,0.0, 1.000 , 6.00 ,0.0,0.0, 0.00 , 0.01 ,0.0,0.02, 6.79 , 0.03 ,0.04,0.002
238,양우현,20삼2B, 0.004 , 1 ,7.0,55.0, 29 , 9 ,17.0,3.0, .897 , 4.26 ,0.41,0.0, 0.00 , 0.00 ,-0.46,-0.06, -1.20 , 0.10 ,0.04,-0.005
239,정수민,20SP, 0.004 , 1 ,3.0,15.2, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.01 ,0.03,0.04, 3.18 , 0.00 ,0.04,0.004
240,오명진,20두2B, 0.004 , 1 ,0.0,4.0, 2 , 1 ,1.0,0.0, 1.000 , 4.50 ,0.02,0.0, 0.00 , 0.00 ,0.01,0.03, 9.84 , 0.01 ,0.04,0.003
241,문성현,20키P, 0.004 , 1 ,2.0,15.0, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.01 ,0.03,0.04, 3.18 , 0.00 ,0.04,0.004
242,이상화,20KP, 0.004 , 3 ,0.0,15.0, 2 , 2 ,0.0,0.0, 1.000 , 1.20 ,-0.0,0.0, 0.00 , 0.01 ,0.03,0.04, 3.18 , 0.00 ,0.04,0.004
243,허관회,20한C, 0.004 , 1 ,1.0,7.0, 10 , 10 ,0.0,0.0, 1.000 , 12.86 ,0.0,0.0, -0.06 , 0.03 ,0.01,-0.03, -4.30 , 0.06 ,0.04,-0.002
244,문상인,20KC, 0.003 , 1 ,0.0,7.0, 2 , 2 ,0.0,0.0, 1.000 , 2.57 ,0.0,0.0, 0.00 , -0.04 ,0.01,-0.03, -4.49 , 0.06 ,0.04,-0.003
245,김용의,20L1B, 0.003 , 3 ,5.0,215.0, 209 , 177 ,32.0,0.0, 1.000 , 8.75 ,1.58,-0.23, 0.00 , 0.00 ,0.35,1.7, 9.49 , -1.67 ,0.03,0.161
246,현원회,20SC, 0.003 , 1 ,0.0,2.0, 3 , 3 ,0.0,0.0, 1.000 , 13.50 ,0.0,0.0, 0.00 , 0.01 ,0.0,0.01, 6.79 , 0.02 ,0.03,0.001
247,김병휘,20키2B, 0.003 , 1 ,0.0,1.0, 1 , 0 ,1.0,0.0, 1.000 , 9.00 ,0.02,0.0, 0.00 , 0.00 ,0.0,0.03, 31.22 , 0.00 ,0.03,0.002
248,김진호,20NP, 0.003 , 1 ,3.0,10.1, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.01 ,0.02,0.03, 3.18 , 0.00 ,0.03,0.003
249,차우찬,20LP, 0.002 , 3 ,13.0,64.0, 9 , 0 ,8.0,1.0, .889 , 1.13 ,0.05,0.0, 0.00 , 0.04 ,-0.07,0.02, 0.46 , 0.00 ,0.02,0.002
250,류희운,20KP, 0.002 , 2 ,0.0,8.1, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.0,0.0, 0.00 , 0.01 ,0.02,0.02, 3.18 , 0.00 ,0.02,0.002
251,이창재,20KP, 0.002 , 1 ,0.0,8.0, 2 , 1 ,1.0,0.0, 1.000 , 2.25 ,-0.0,0.0, 0.00 , 0.01 ,0.02,0.02, 3.18 , 0.00 ,0.02,0.002
252,장웅정,20한P, 0.002 , 1 ,2.0,7.2, 1 , 1 ,0.0,0.0, 1.000 , 1.17 ,-0.0,0.0, 0.00 , 0.01 ,0.02,0.02, 3.18 , 0.00 ,0.02,0.002
