순위,이름,팀,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
105,모창민,20N1B, 0.34 , 62 , 149 , 136 , 10 , 41 , 10 , 2 , 2 , 61 , 13 , 0 , 0 , 8 , 1 , 1 , 22 , 5 , 2 , 2 , .301 , .340 , .449 , .789 , .347 , 100.2 , 0.34 , 0.45 
106,정진호,20한LF, 0.32 , 113 , 326 , 282 , 30 , 78 , 14 , 1 , 2 , 100 , 19 , 9 , 7 , 29 , 3 , 1 , 50 , 5 , 10 , 2 , .277 , .348 , .355 , .703 , .320 , 85.8 , 0.32 , -0.84 
107,김인태,20두LF, 0.31 , 77 , 110 , 84 , 15 , 17 , 5 , 0 , 1 , 25 , 13 , 0 , 0 , 21 , 2 , 0 , 13 , 3 , 2 , 1 , .202 , .370 , .298 , .668 , .325 , 90.7 , 0.31 , 0.98 
108,최정원,20N2B, 0.30 , 49 , 48 , 40 , 18 , 11 , 3 , 1 , 0 , 16 , 2 , 4 , 0 , 7 , 0 , 0 , 13 , 1 , 1 , 0 , .275 , .383 , .400 , .783 , .358 , 107.7 , 0.30 , 0.17 
109,김호령,20KCF, 0.30 , 88 , 159 , 138 , 36 , 32 , 5 , 2 , 4 , 53 , 16 , 3 , 3 , 14 , 3 , 0 , 55 , 2 , 3 , 1 , .232 , .314 , .384 , .698 , .314 , 78.6 , 0.30 , -0.41 
110,손호영,20L3B, 0.29 , 22 , 31 , 30 , 9 , 11 , 2 , 0 , 0 , 13 , 3 , 5 , 0 , 1 , 0 , 0 , 6 , 2 , 0 , 0 , .367 , .387 , .433 , .820 , .380 , 125.3 , 0.29 , -0.34 
111,김재유,20롯CF, 0.28 , 68 , 133 , 116 , 20 , 30 , 1 , 0 , 1 , 34 , 9 , 10 , 2 , 12 , 3 , 0 , 35 , 2 , 2 , 0 , .259 , .344 , .293 , .637 , .306 , 74.4 , 0.28 , 0.16 
112,문상철,20K1B, 0.28 , 74 , 172 , 154 , 24 , 40 , 3 , 2 , 8 , 71 , 25 , 0 , 1 , 11 , 2 , 0 , 43 , 4 , 3 , 2 , .260 , .314 , .461 , .775 , .336 , 94.6 , 0.28 , -0.98 
113,이성곤,20삼1B, 0.27 , 62 , 154 , 139 , 16 , 39 , 7 , 0 , 5 , 61 , 18 , 2 , 0 , 11 , 0 , 0 , 38 , 3 , 2 , 2 , .281 , .329 , .439 , .768 , .340 , 95.2 , 0.27 , -0.23 
114,김찬형,20NSS, 0.26 , 56 , 72 , 64 , 10 , 19 , 6 , 0 , 0 , 25 , 7 , 3 , 1 , 4 , 1 , 0 , 11 , 0 , 2 , 1 , .297 , .343 , .391 , .734 , .329 , 89.7 , 0.26 , 0.17 
115,오재원,20두2B, 0.24 , 85 , 174 , 155 , 25 , 36 , 7 , 1 , 5 , 60 , 27 , 10 , 5 , 16 , 0 , 0 , 49 , 3 , 1 , 2 , .232 , .301 , .387 , .688 , .310 , 82.4 , 0.24 , -1.04 
116,박성한,20SSS, 0.24 , 41 , 112 , 99 , 7 , 24 , 2 , 0 , 2 , 32 , 8 , 1 , 1 , 11 , 1 , 0 , 21 , 1 , 1 , 0 , .242 , .324 , .323 , .648 , .305 , 73.4 , 0.24 , -0.59 
117,허도환,20KC, 0.23 , 52 , 62 , 53 , 2 , 14 , 1 , 0 , 0 , 15 , 5 , 0 , 0 , 6 , 2 , 0 , 15 , 2 , 1 , 0 , .264 , .361 , .283 , .644 , .314 , 78.3 , 0.23 , 0.56 
118,이재율,20N, 0.23 , 25 , 10 , 9 , 9 , 4 , 1 , 0 , 0 , 5 , 3 , 4 , 1 , 1 , 0 , 0 , 1 , 1 , 0 , 0 , .444 , .500 , .556 , 1.056 , .485 , 192.3 , 0.23 , 0.02 
119,최용제,20두C, 0.22 , 28 , 49 , 44 , 9 , 13 , 0 , 1 , 0 , 15 , 9 , 0 , 0 , 4 , 0 , 0 , 8 , 2 , 1 , 0 , .295 , .354 , .341 , .695 , .323 , 85.5 , 0.22 , 0.28 
120,노수광,20S한CF, 0.22 , 100 , 330 , 291 , 39 , 73 , 10 , 3 , 1 , 92 , 21 , 11 , 7 , 34 , 2 , 2 , 64 , 2 , 2 , 1 , .251 , .332 , .316 , .649 , .306 , 76.5 , 0.22 , -0.77 
121,임병욱,20키CF, 0.21 , 12 , 41 , 37 , 3 , 10 , 4 , 0 , 0 , 14 , 6 , 3 , 0 , 4 , 0 , 1 , 10 , 1 , 0 , 0 , .270 , .342 , .378 , .720 , .325 , 88.2 , 0.21 , 0.27 
122,신민재,20LCF, 0.20 , 68 , 32 , 26 , 26 , 8 , 1 , 0 , 0 , 9 , 5 , 8 , 2 , 4 , 0 , 0 , 4 , 1 , 2 , 0 , .308 , .400 , .346 , .746 , .338 , 97.2 , 0.20 , -0.13 
123,김성민,20SSS, 0.20 , 9 , 16 , 14 , 4 , 4 , 0 , 0 , 2 , 10 , 4 , 0 , 0 , 1 , 1 , 0 , 3 , 0 , 0 , 0 , .286 , .375 , .714 , 1.089 , .457 , 165.1 , 0.20 , 0.15 
124,김주형,20키3B, 0.19 , 39 , 50 , 43 , 8 , 10 , 3 , 0 , 1 , 16 , 6 , 0 , 1 , 4 , 2 , 0 , 10 , 0 , 1 , 0 , .233 , .327 , .372 , .699 , .319 , 85.8 , 0.19 , -0.33 
125,양석환,20L3B, 0.18 , 40 , 132 , 118 , 8 , 29 , 5 , 0 , 3 , 43 , 13 , 0 , 0 , 10 , 2 , 0 , 25 , 1 , 2 , 0 , .246 , .315 , .364 , .680 , .310 , 82.6 , 0.18 , -0.75 
126,변상권,20키CF, 0.14 , 35 , 64 , 62 , 7 , 17 , 5 , 0 , 1 , 25 , 16 , 0 , 0 , 1 , 0 , 0 , 20 , 2 , 0 , 1 , .274 , .281 , .403 , .685 , .305 , 76.5 , 0.14 , 0.15 
127,박정현,20한SS, 0.13 , 30 , 64 , 61 , 6 , 17 , 3 , 0 , 1 , 23 , 9 , 0 , 0 , 3 , 0 , 0 , 17 , 2 , 0 , 0 , .279 , .313 , .377 , .690 , .317 , 84.2 , 0.13 , -0.05 
128,김은성,20키2B, 0.13 , 16 , 6 , 4 , 0 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 1 , 1 , 0 , 1 , 1 , 0 , 0 , .500 , .667 , .500 , 1.167 , .563 , 244.2 , 0.13 , -0.18 
129,장승현,20두C, 0.12 , 23 , 22 , 20 , 5 , 5 , 3 , 0 , 0 , 8 , 3 , 0 , 0 , 1 , 1 , 0 , 6 , 2 , 0 , 0 , .250 , .318 , .400 , .718 , .329 , 94.4 , 0.12 , 0.07 
130,송준석,20삼RF, 0.12 , 32 , 50 , 47 , 5 , 13 , 5 , 0 , 1 , 21 , 7 , 0 , 0 , 2 , 1 , 0 , 6 , 4 , 0 , 0 , .277 , .320 , .447 , .767 , .345 , 98.7 , 0.12 , 0.19 
131,김지찬,20삼2B, 0.12 , 135 , 287 , 254 , 47 , 59 , 5 , 1 , 1 , 69 , 13 , 21 , 4 , 24 , 2 , 0 , 44 , 1 , 5 , 2 , .232 , .301 , .272 , .573 , .272 , 53.4 , 0.12 , -1.61 
132,이진영,20K, 0.10 , 32 , 27 , 22 , 4 , 5 , 1 , 0 , 0 , 6 , 5 , 1 , 0 , 5 , 0 , 0 , 9 , 1 , 0 , 0 , .227 , .370 , .273 , .643 , .323 , 84.3 , 0.10 , -0.01 
133,지시완,20롯C, 0.09 , 3 , 11 , 8 , 0 , 2 , 0 , 0 , 0 , 2 , 2 , 0 , 0 , 3 , 0 , 0 , 4 , 0 , 0 , 0 , .250 , .455 , .250 , .705 , .371 , 117.8 , 0.09 , 0.16 
134,이흥련,20두SC, 0.09 , 49 , 132 , 125 , 6 , 30 , 1 , 0 , 3 , 40 , 20 , 0 , 0 , 6 , 0 , 0 , 29 , 5 , 0 , 1 , .240 , .273 , .320 , .593 , .273 , 52.1 , 0.09 , -0.36 
135,신성현,20두, 0.08 , 8 , 7 , 4 , 2 , 1 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 3 , 0 , 0 , 3 , 0 , 0 , 0 , .250 , .571 , .500 , 1.071 , .498 , 202.6 , 0.08 , 0.14 
136,김민식,20KC, 0.08 , 69 , 237 , 210 , 22 , 52 , 6 , 1 , 2 , 66 , 21 , 0 , 0 , 17 , 2 , 0 , 28 , 3 , 6 , 2 , .248 , .307 , .314 , .622 , .286 , 61.0 , 0.08 , -0.36 
137,오선우,20KRF, 0.08 , 59 , 73 , 67 , 11 , 16 , 0 , 0 , 4 , 28 , 14 , 0 , 0 , 3 , 3 , 0 , 26 , 2 , 0 , 0 , .239 , .301 , .418 , .719 , .324 , 85.3 , 0.08 , -0.13 
138,김성윤,20삼LF, 0.08 , 9 , 9 , 7 , 1 , 2 , 1 , 0 , 0 , 3 , 0 , 0 , 0 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , .286 , .444 , .429 , .873 , .414 , 145.5 , 0.08 , -0.10 
139,신용수,20롯RF, 0.07 , 5 , 8 , 7 , 2 , 3 , 0 , 0 , 0 , 3 , 2 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , .429 , .500 , .429 , .929 , .445 , 165.5 , 0.07 , 0.16 
140,김기환,20N, 0.07 , 4 , 2 , 2 , 1 , 1 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , .500 , .500 , 1.000 , 1.500 , .645 , 292.1 , 0.07 , 0.00 
141,유서준,20SSS, 0.06 , 28 , 25 , 24 , 10 , 6 , 1 , 0 , 1 , 10 , 2 , 1 , 1 , 1 , 0 , 0 , 7 , 2 , 0 , 0 , .250 , .280 , .417 , .697 , .310 , 75.4 , 0.06 , -0.11 
142,서예일,20두3B, 0.06 , 39 , 29 , 25 , 4 , 6 , 2 , 0 , 0 , 8 , 1 , 0 , 0 , 3 , 0 , 0 , 7 , 0 , 0 , 1 , .240 , .310 , .320 , .630 , .295 , 69.6 , 0.06 , 0.09 
143,김문호,20한1B, 0.05 , 18 , 52 , 46 , 6 , 10 , 1 , 0 , 2 , 17 , 5 , 0 , 0 , 5 , 1 , 0 , 11 , 1 , 0 , 0 , .217 , .308 , .370 , .677 , .312 , 80.3 , 0.05 , 0.17 
144,임지열,20키, 0.05 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.000 , 1.000 , 1.000 , 2.000 , .942 , 491.5 , 0.05 , 0.00 
145,김민수,20롯3B, 0.04 , 3 , 10 , 8 , 1 , 2 , 0 , 0 , 0 , 2 , 0 , 1 , 0 , 2 , 0 , 0 , 4 , 0 , 0 , 0 , .250 , .400 , .250 , .650 , .335 , 93.9 , 0.04 , 0.08 
146,강현우,20KC, 0.04 , 26 , 32 , 30 , 2 , 6 , 2 , 0 , 1 , 11 , 3 , 0 , 0 , 2 , 0 , 0 , 11 , 1 , 0 , 0 , .200 , .250 , .367 , .617 , .276 , 54.0 , 0.04 , 0.02 
147,최승준,20한1B, 0.04 , 2 , 4 , 3 , 1 , 1 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 2 , 0 , 0 , 0 , .333 , .500 , .333 , .833 , .426 , 157.7 , 0.04 , 0.07 
148,김주찬,20K1B, 0.04 , 7 , 18 , 18 , 3 , 6 , 0 , 0 , 1 , 9 , 2 , 0 , 1 , 0 , 0 , 0 , 2 , 2 , 0 , 0 , .333 , .333 , .500 , .833 , .371 , 117.0 , 0.04 , -0.38 
149,정주현,20L2B, 0.04 , 134 , 371 , 328 , 50 , 81 , 10 , 4 , 4 , 111 , 30 , 8 , 7 , 29 , 3 , 0 , 63 , 6 , 9 , 2 , .247 , .312 , .338 , .651 , .297 , 71.1 , 0.04 , -0.59 
150,신본기,20롯3B, 0.04 , 81 , 123 , 106 , 18 , 23 , 1 , 0 , 2 , 30 , 12 , 1 , 0 , 14 , 1 , 0 , 22 , 3 , 1 , 1 , .217 , .312 , .283 , .595 , .285 , 60.7 , 0.04 , -0.30 
151,허관회,20한C, 0.04 , 1 , 2 , 2 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .500 , .500 , .500 , 1.000 , .471 , 190.0 , 0.04 , -0.04 
152,김현민,20한2B, 0.03 , 4 , 5 , 5 , 2 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .400 , .400 , .400 , .800 , .377 , 125.8 , 0.03 , -0.02 
153,고종욱,20SLF, 0.02 , 92 , 288 , 272 , 24 , 77 , 9 , 3 , 3 , 101 , 26 , 1 , 3 , 14 , 1 , 0 , 55 , 3 , 0 , 1 , .283 , .319 , .371 , .691 , .319 , 83.6 , 0.02 , -0.46 
154,김창평,20S2B, 0.02 , 35 , 90 , 78 , 10 , 15 , 4 , 1 , 0 , 21 , 7 , 7 , 0 , 11 , 0 , 0 , 16 , 2 , 0 , 1 , .192 , .289 , .269 , .558 , .269 , 52.3 , 0.02 , 0.26 
155,강로한,20롯CF, 0.02 , 16 , 26 , 21 , 6 , 4 , 0 , 0 , 0 , 4 , 1 , 2 , 1 , 4 , 1 , 0 , 6 , 0 , 0 , 0 , .190 , .346 , .190 , .537 , .287 , 62.5 , 0.02 , 0.17 
156,권정웅,20삼C, 0.02 , 3 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , .000 , .500 , .000 , .500 , .367 , 113.7 , 0.02 , 0.00 
157,양찬열,20두RF, 0.01 , 17 , 26 , 22 , 5 , 5 , 0 , 0 , 0 , 5 , 3 , 0 , 0 , 3 , 1 , 0 , 2 , 0 , 0 , 0 , .227 , .346 , .227 , .573 , .295 , 68.5 , 0.01 , -0.00 
158,박민,20K3B, 0.01 , 6 , 2 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .500 , .000 , .500 , .367 ,  , 0.01 , -0.01 
159,김진욱,20한P, 0.00 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 ,  , 0.00 , 0.00 
160,김호은,20L1B, 0.00 , 69 , 112 , 103 , 12 , 25 , 5 , 0 , 2 , 36 , 11 , 0 , 0 , 7 , 2 , 0 , 14 , 2 , 0 , 0 , .243 , .304 , .350 , .653 , .303 , 77.5 , 0.00 , 0.74 
161,장준원,20L3B, 0.00 , 46 , 68 , 60 , 10 , 13 , 3 , 0 , 1 , 19 , 6 , 0 , 0 , 6 , 0 , 0 , 7 , 2 , 1 , 1 , .217 , .284 , .317 , .600 , .275 , 58.5 , 0.00 , -0.04 
162,현원회,20SC, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
163,김병휘,20키DH, 0.00 , 1 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 ,  , 0.00 , 0.00 
164,주권,20KP, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,조상우,20키P, 0.00 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,조영건,20키P, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,신재영,20키P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김민규,20두P, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김재윤,20KP, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,임현준,20삼P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김상수,20키P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,임규빈,20키P, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,조병욱,20KP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,박종훈,20SP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,진해수,20LP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,권휘,20두P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,조제영,20두P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,원종현,20NP, 0.00 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이정용,20LP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,최성훈,20LP, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,신재웅,20SP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이대은,20KP, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김원중,20롯P, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,오원석,20SP, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,서동민,20SP, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,배민서,20NP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김재웅,20키P, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,유원상,20KP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,남호,20LP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이인복,20롯P, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,송은범,20LP, 0.00 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김민,20KP, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김주한,20SP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,안현준,20KP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김단우,20LP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김건태,20NP, 0.00 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김성민,20키P, 0.00 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김성훈,20KP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김사윤,20SP, 0.00 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,전유수,20KP, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,박민호,20SP, 0.00 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,양현,20키P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,류원석,20LP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,정영일,20SP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,배재환,20NP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,이우찬,20LP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,장현식,20NP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,서진용,20SP, 0.00 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,정우람,20한P, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,송명기,20NP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,홍성무,20NP, 0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,김진성,20NP, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
,윤정현,20키P, 0.00 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  ,  , 0.00 , 0.00 
