순위,이름,팀,WAR,타격,도루,주루,수비,Rep.Wins,Pos.Wins,WAA_투수_선발,WAA_투수_구원,Rep.wins_선발,Rep.wins_구원,WAR_투수_선발,WAR_투수_구원
216,김성욱,20NRF,0.34,-0.98,0.01,0.08,0.48,0.94,-0.18,0.00,0.00,0.00,0.00,0.00,0.00
,노건우,20삼P,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,0.00,0.48,0.00,0.34
218,나주환,20K3B,0.33,-0.47,-0.00,-0.01,-0.18,0.93,0.07,0.00,0.00,0.00,0.00,0.00,0.00
219,김종수,20한P,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,0.67,0.00,0.32
,문동욱,20한P,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.24,0.00,0.32
221,신민재,20LCF,0.31,-0.01,0.06,0.00,0.11,0.13,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,김민식,20KC,0.31,-1.17,-0.00,-0.14,0.23,0.99,0.40,0.00,0.00,0.00,0.00,0.00,0.00
223,박성한,20SSS,0.30,-0.38,-0.03,0.04,0.06,0.47,0.13,0.00,0.00,0.00,0.00,0.00,0.00
,강경학,20한2B,0.30,-0.40,-0.07,-0.11,-0.10,0.99,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,이재율,20NDH,0.30,0.11,0.03,0.04,0.08,0.04,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,장필준,20삼P,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.27,-0.45,0.13,0.35,0.40,-0.10
,김진욱,20한P,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-0.25,-0.04,0.36,0.24,0.10,0.20
,이천웅,20LCF,0.30,-0.83,-0.07,-0.07,-0.28,1.50,0.05,0.00,0.00,0.00,0.00,0.00,0.00
,샘슨,20롯P,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-1.43,0.00,1.73,0.00,0.30,0.00
,문성현,20키P,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,0.26,0.08,0.12,-0.09,0.39
231,송민섭,20KRF,0.29,-0.29,-0.06,-0.01,0.53,0.21,-0.09,0.00,0.00,0.00,0.00,0.00,0.00
,안영명,20한P,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.32,0.00,0.61,0.00,0.29
233,양창섭,20삼P,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.09,0.00,0.28
,러셀,20키2B,0.28,-0.85,0.04,-0.00,-0.14,1.13,0.11,0.00,0.00,0.00,0.00,0.00,0.00
,강한울,20삼SS,0.28,-0.14,0.02,0.07,-0.28,0.51,0.10,0.00,0.00,0.00,0.00,0.00,0.00
,김준완,20NRF,0.28,-0.33,-0.00,-0.02,0.38,0.31,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
,최정원,20N2B,0.28,0.04,0.07,-0.03,-0.01,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
238,박희수,20SP,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,0.00,0.33,0.00,0.25
,장웅정,20한P,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.10,0.00,0.25,0.00
,이현승,20두P,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.31,0.00,0.56,0.00,0.25
241,김세현,20SP,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.32,0.00,0.56,0.00,0.24
,모창민,20N1B,0.24,-0.00,-0.00,-0.00,-0.10,0.62,-0.28,0.00,0.00,0.00,0.00,0.00,0.00
243,심우준,20KSS,0.23,-3.37,0.18,0.28,0.32,2.23,0.60,0.00,0.00,0.00,0.00,0.00,0.00
,김기훈,20KP,0.23,0.00,0.00,0.00,0.00,0.00,0.00,-0.60,0.13,0.35,0.35,-0.25,0.48
,조성운,20키P,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.37,0.00,0.60,0.00,0.23
,지석훈,20N3B,0.23,-0.75,0.02,0.02,0.25,0.59,0.09,0.00,0.00,0.00,0.00,0.00,0.00
247,차우찬,20LP,0.21,0.00,0.00,0.00,0.00,0.00,0.00,-0.64,0.00,0.85,0.00,0.21,0.00
,남호,20LP,0.21,0.00,0.00,0.00,0.00,0.00,0.00,-0.11,0.08,0.15,0.09,0.04,0.17
249,최용제,20두C,0.20,-0.09,-0.00,0.02,-0.03,0.20,0.09,0.00,0.00,0.00,0.00,0.00,0.00
250,박종기,20두P,0.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,-0.02,0.31,0.04,0.17,0.02
,김은성,20키2B,0.19,0.11,-0.00,-0.01,0.06,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,송준석,20삼RF,0.19,-0.01,-0.00,-0.04,0.07,0.21,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
253,김상수,20키P,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.51,0.00,0.68,0.00,0.18
,박정현,20한SS,0.18,-0.13,-0.00,-0.05,0.04,0.27,0.04,0.00,0.00,0.00,0.00,0.00,0.00
255,김호은,20L1B,0.17,-0.32,-0.00,-0.00,0.16,0.47,-0.15,0.00,0.00,0.00,0.00,0.00,0.00
,노수광,20SCF,0.17,-0.98,-0.10,0.01,-0.05,1.38,-0.09,0.00,0.00,0.00,0.00,0.00,0.00
257,채드벨,20한P,0.16,0.00,0.00,0.00,0.00,0.00,0.00,-0.87,0.00,1.03,0.00,0.16,0.00
,이상화,20KP,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.20,0.00,0.16
,이성곤,20삼1B,0.16,-0.10,0.04,-0.02,-0.12,0.64,-0.28,0.00,0.00,0.00,0.00,0.00,0.00
260,유희관,20두P,0.15,0.00,0.00,0.00,0.00,0.00,0.00,-1.67,0.00,1.82,0.00,0.15,0.00
,김주형,20키3B,0.15,-0.09,-0.04,0.09,-0.04,0.21,0.03,0.00,0.00,0.00,0.00,0.00,0.00
,고효준,20롯P,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.06,0.00,0.21,0.00,0.15
,문경찬,20KP,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,0.00,0.69,0.00,0.15
264,김유영,20롯P,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.10,0.00,0.14
,허도환,20KC,0.14,-0.17,-0.00,0.01,-0.09,0.26,0.13,0.00,0.00,0.00,0.00,0.00,0.00
,유민상,20K1B,0.14,-0.62,-0.00,0.02,-0.34,1.90,-0.81,0.00,0.00,0.00,0.00,0.00,0.00
,변상권,20키CF,0.14,-0.19,-0.00,0.04,-0.00,0.27,0.02,0.00,0.00,0.00,0.00,0.00,0.00
,김지찬,20삼2B,0.14,-1.68,0.22,0.19,0.02,1.20,0.19,0.00,0.00,0.00,0.00,0.00,0.00
269,권휘,20두P,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.18,0.00,0.13
,양찬열,20두RF,0.13,-0.10,-0.00,0.03,0.12,0.11,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,박진우,20NP,0.13,0.00,0.00,0.00,0.00,0.00,0.00,-0.06,-0.38,0.03,0.54,-0.03,0.16
272,윤희상,20SP,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.04,0.00,0.12
,고영창,20KP,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.65,0.00,0.77,0.00,0.12
274,김용의,20L1B,0.11,-0.29,0.00,0.09,0.16,0.31,-0.17,0.00,0.00,0.00,0.00,0.00,0.00
,손호영,20L3B,0.11,0.09,0.09,-0.04,-0.18,0.13,0.01,0.00,0.00,0.00,0.00,0.00,0.00
276,서동민,20SP,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.11,0.00,0.10
,장승현,20두C,0.10,-0.02,-0.00,-0.01,-0.03,0.09,0.05,0.00,0.00,0.00,0.00,0.00,0.00
,한승혁,20롯P,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.09,0.00,0.10
,김동혁,20키P,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.12,0.00,0.10
,장준원,20L3B,0.10,-0.35,-0.00,0.04,0.09,0.28,0.03,0.00,0.00,0.00,0.00,0.00,0.00
,김현수,20KP,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.07,-0.40,0.21,0.22,0.28,-0.18
,백정현,20삼P,0.10,0.00,0.00,0.00,0.00,0.00,0.00,-0.68,0.00,0.79,0.00,0.10,0.00
,송승준,20롯P,0.10,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.11,0.00,0.32,-0.34,0.44
284,김헌곤,20삼RF,0.09,-1.16,-0.09,0.06,0.40,1.18,-0.30,0.00,0.00,0.00,0.00,0.00,0.00
,신성현,20두DH,0.09,0.09,-0.00,-0.02,0.00,0.03,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,신본기,20롯3B,0.09,-0.61,0.02,0.04,0.05,0.51,0.08,0.00,0.00,0.00,0.00,0.00,0.00
,성재헌,20LP,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.06,0.00,0.09
,지시완,20롯C,0.09,0.02,-0.00,0.01,-0.01,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00
289,김기환,20NDH,0.08,0.05,0.00,0.01,0.02,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,백동훈,20두RF,0.08,-0.09,-0.00,0.02,0.08,0.08,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,황인준,20KP,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.05,0.00,0.08
,김성윤,20삼LF,0.08,0.05,-0.00,-0.00,-0.00,0.04,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
293,김태경,20NP,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.01,0.00,0.07
,손정욱,20NP,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,0.16,0.00,0.07
,신용수,20롯RF,0.07,0.06,-0.02,0.01,-0.00,0.03,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,김민수,20롯3B,0.07,-0.01,0.02,-0.01,0.03,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,손동현,20KP,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,0.00,0.27,0.00,0.07
,홍정우,20삼P,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,0.00,0.40,0.00,0.07
299,강동연,20NP,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.26,0.00,0.32,0.00,0.06
,신민혁,20NP,0.06,0.00,0.00,0.00,0.00,0.00,0.00,-0.72,0.22,0.40,0.16,-0.32,0.38
301,도태훈,20N3B,0.05,-0.09,-0.00,-0.00,0.08,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,이상민,20삼P,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.15,0.03,0.16,0.04,0.01
,이승헌,20롯P,0.05,0.00,0.00,0.00,0.00,0.00,0.00,-0.44,0.00,0.49,0.00,0.05,0.00
,임지열,20키DH,0.05,0.05,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,안인산,20NP,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.01,0.00,0.05
,오주원,20키P,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.19,0.00,0.24,0.00,0.05
,김성훈,20KP,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.04,0.00,0.05
,홍원표,20삼P,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.05
,박승규,20삼RF,0.05,-0.90,-0.15,0.00,0.39,0.82,-0.11,0.00,0.00,0.00,0.00,0.00,0.00
310,이진영,20KDH,0.04,-0.05,0.02,0.04,-0.06,0.11,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,차재용,20키P,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.04
,남재현,20KP,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,0.00,0.21,0.00,0.04
,김영규,20NP,0.04,0.00,0.00,0.00,0.00,0.00,0.00,-0.49,-0.37,0.79,0.11,0.30,-0.26
314,황윤호,20K3B,0.03,-0.50,0.04,0.03,0.11,0.30,0.03,0.00,0.01,0.00,0.00,0.00,0.01
,소이현,20NP,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,0.00,0.16,0.00,0.03
,한석현,20LRF,0.03,-0.02,0.02,-0.00,0.03,0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,김건,20한2B,0.03,0.02,-0.00,-0.01,-0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,허관회,20한C,0.03,0.02,-0.00,-0.00,-0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,서예일,20두3B,0.03,-0.11,-0.00,0.02,-0.03,0.12,0.03,0.00,0.00,0.00,0.00,0.00,0.00
,이강준,20KP,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.08,0.00,0.03
,박주성,20키P,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.03,0.00,0.03
,김호령,20KCF,0.03,-0.43,-0.08,0.07,-0.27,0.66,0.06,0.00,0.00,0.00,0.00,0.00,0.00
323,이호중,20NP,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,0.00,0.06,0.00,0.02
,최세창,20두P,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.04,0.00,0.02
,이현호,20한P,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,0.00,0.20,0.00,0.02
,최승준,20한1B,0.02,0.03,-0.00,-0.00,-0.02,0.02,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,오선우,20KRF,0.02,-0.14,-0.00,-0.02,-0.06,0.30,-0.06,0.00,0.00,0.00,0.00,0.00,0.00
,이찬혁,20LP,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.04,0.00,0.02
329,이흥련,20두C,0.01,-0.79,-0.00,0.08,-0.08,0.55,0.26,0.00,0.00,0.00,0.00,0.00,0.00
,배창현,20두P,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01
,류진욱,20NP,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,0.00,0.04,0.00,0.01
,김성민,20SSS,0.01,0.13,-0.00,-0.01,-0.19,0.07,0.01,0.00,0.00,0.00,0.00,0.00,0.00
333,한승지,20KP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,문찬종,20키SS,0.00,-0.03,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,변시원,20KP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.06,0.00,0.07,0.00,0.00
,김병휘,20키DH,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,현원회,20SC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,송광민,20한3B,-0.00,-1.26,-0.00,0.06,0.19,1.24,-0.23,0.00,0.00,0.00,0.00,0.00,0.00
,이동원,20두P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,박재욱,20LC,0.00,-0.11,-0.00,-0.01,0.01,0.07,0.04,0.00,0.00,0.00,0.00,0.00,0.00
,강지광,20SP,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.05,0.00,-0.00
,임형원,20NP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,권정웅,20삼C,-0.00,0.00,-0.00,-0.00,-0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
344,양선률,20SP,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.01,0.00,-0.01
,임창민,20NP,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.51,0.00,0.50,0.00,-0.01
,김승범,20KP,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.01,0.00,-0.01
,박지규,20L2B,-0.01,0.00,0.00,-0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,이주엽,20두P,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.04,0.00,-0.01
,이창재,20KP,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,0.00,0.11,0.00,-0.01
,박민,20K3B,-0.01,0.00,-0.00,-0.00,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
351,이승민,20두C,-0.02,0.00,0.00,-0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,윤수강,20NC,-0.02,-0.04,-0.00,-0.00,-0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,김주찬,20K1B,-0.02,0.04,-0.04,0.00,-0.05,0.08,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
,진명호,20롯P,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.43,0.00,0.42,0.00,-0.02
,이승헌,20NP,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.03,0.00,-0.02
,백승현,20L3B,-0.02,-0.22,-0.00,-0.05,0.07,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00
,강동호,20롯P,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,0.00,0.15,0.00,-0.02
,김강현,20롯C,-0.02,-0.05,-0.00,-0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,조수행,20두RF,-0.02,-0.24,-0.03,0.14,-0.00,0.17,-0.06,0.00,0.00,0.00,0.00,0.00,0.00
,이호연,20롯1B,-0.02,-0.06,0.00,0.00,0.03,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,박시원,20NDH,-0.02,-0.03,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
362,우규민,20삼P,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.67,0.00,0.64,0.00,-0.03
,박지훈,20두DH,-0.03,0.00,0.00,-0.02,-0.02,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,전민수,20LRF,-0.03,-0.03,-0.00,-0.00,-0.02,0.03,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,유서준,20SSS,-0.03,-0.08,-0.02,0.05,-0.09,0.10,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,정인욱,20삼P,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,0.00,0.07,0.00,-0.03
367,강현우,20KC,-0.04,-0.18,-0.00,0.02,-0.07,0.13,0.07,0.00,0.00,0.00,0.00,0.00,0.00
,정주후,20K2B,-0.04,0.00,-0.04,0.02,-0.03,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,오준혁,20SLF,-0.04,-0.33,-0.13,-0.10,0.05,0.67,-0.20,0.00,0.00,0.00,0.00,0.00,0.00
,서덕원,20KP,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,0.17,0.00,-0.04
,강로한,20롯CF,-0.04,-0.12,-0.01,0.04,-0.05,0.11,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,문상인,20KC,-0.04,-0.06,0.00,0.00,-0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
373,이성우,20LC,-0.05,-0.39,-0.00,-0.18,-0.05,0.37,0.20,0.00,0.00,0.00,0.00,0.00,0.00
,배민서,20NP,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.23,0.00,0.18,0.00,-0.05
,김태현,20NP,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.06,0.00,0.02,0.00,-0.05
376,이거연,20SDH,-0.06,-0.09,-0.00,-0.00,0.00,0.04,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,하준호,20KP,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,-0.52,0.02,0.53,-0.07,0.02
,화이트,20SDH,-0.06,-0.03,-0.00,-0.07,0.00,0.12,-0.09,0.00,0.00,0.00,0.00,0.00,0.00
,이상동,20KP,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,0.00,0.08,0.00,-0.06
,이원재,20N1B,-0.06,-0.32,0.02,-0.14,0.04,0.61,-0.25,0.00,0.00,0.00,0.00,0.00,0.00
,한선태,20LP,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,0.01,0.00,-0.06
382,강윤구,20NP,-0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,0.28,0.00,-0.07
,류효승,20SDH,-0.07,-0.04,-0.00,-0.00,-0.05,0.04,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
,박준혁,20KRF,-0.07,-0.06,0.00,0.01,-0.02,0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,김명찬,20KP,-0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.19,0.00,0.12,0.00,-0.07
,박승욱,20K2B,-0.07,-0.21,0.05,-0.05,-0.41,0.53,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,이선우,20KP,-0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,0.00,0.03,0.00,-0.07
388,정대현,20키P,-0.08,0.00,0.00,0.00,0.00,0.00,0.00,-0.11,0.00,0.04,0.00,-0.08,0.00
,백청훈,20LP,-0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,0.00,0.02,0.00,-0.08
,김태훈,20KDH,-0.08,-0.09,0.00,0.00,0.00,0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
,김민수,20삼C,-0.08,-0.30,-0.00,0.01,0.04,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.00
,김성민,20키P,-0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,0.00,0.32,0.00,-0.08
,문광은,20LP,-0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,0.00,0.05,0.00,-0.08
,김병희,20K3B,-0.08,-0.31,-0.00,0.04,0.09,0.09,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,박명현,20롯P,-0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,0.01,0.00,-0.08
,유영준,20N2B,-0.08,-0.09,0.00,0.00,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,김재현,20키C,-0.08,-0.09,0.00,0.00,-0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
398,이정훈,20KC,-0.09,-0.12,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,이원준,20SP,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,0.26,0.00,-0.09
,이승민,20삼P,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,-0.29,-0.16,0.31,0.04,0.02,-0.12
,양성우,20한LF,-0.09,-0.10,-0.00,0.01,-0.03,0.04,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
402,윤규진,20한P,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,0.00,0.05,0.00,-0.10
,오명진,20두DH,-0.10,-0.11,0.00,-0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,주효상,20키C,-0.10,-0.71,-0.00,-0.01,0.04,0.42,0.16,0.00,0.00,0.00,0.00,0.00,0.00
,김주온,20SP,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.51,0.00,0.41,0.00,-0.10
,정용운,20LP,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,0.00,0.02,0.00,-0.10
407,김정후,20키P,-0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,0.00,0.04,0.00,-0.11
,고장혁,20K3B,-0.11,-0.14,-0.00,0.00,-0.03,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00
,이우찬,20LP,-0.11,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.17,0.05,0.01,0.05,-0.16
410,금민철,20KP,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,0.00,0.03,0.00,-0.12
,이도윤,20한SS,-0.12,-0.23,-0.00,0.03,-0.04,0.10,0.02,0.00,0.00,0.00,0.00,0.00,0.00
,백승민,20삼1B,-0.12,-0.16,-0.00,-0.00,0.01,0.05,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
413,최정민,20K2B,-0.13,-0.09,0.02,-0.02,-0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,최재원,20LCF,-0.13,-0.17,0.00,0.00,0.02,0.03,-0.00,0.00,0.00,0.00,0.00,0.00,0.00
,박관진,20키P,-0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,0.00,0.00,0.00,-0.13
,박상언,20한C,-0.13,-0.40,-0.00,0.02,-0.04,0.20,0.09,0.00,0.00,0.00,0.00,0.00,0.00
,이교훈,20두P,-0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,0.00,0.06,0.00,-0.13
418,최성영,20NP,-0.14,0.00,0.00,0.00,0.00,0.00,0.00,-1.03,0.08,0.76,0.04,-0.27,0.12
,한승주,20한P,-0.14,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,0.00,0.02,0.00,-0.14,0.00
,안현준,20KP,-0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,0.00,0.00,0.00,-0.14
,오선진,20한SS,-0.14,-1.24,-0.05,0.06,-0.01,0.93,0.17,0.00,0.00,0.00,0.00,0.00,0.00
,구본혁,20L3B,-0.14,-0.98,-0.00,0.05,0.28,0.41,0.11,0.00,0.00,0.00,0.00,0.00,0.00
,박신지,20두P,-0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,0.00,0.04,0.00,-0.14
,김지용,20LP,-0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.19,0.00,0.05,0.00,-0.14
,김도환,20삼C,-0.14,-0.33,-0.00,-0.07,-0.06,0.20,0.11,0.00,0.00,0.00,0.00,0.00,0.00
426,김창평,20S2B,-0.15,-0.54,0.13,0.01,-0.17,0.38,0.04,0.00,0.00,0.00,0.00,0.00,0.00
,정태승,20롯P,-0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,0.00,0.02,0.00,-0.15
,김회성,20한1B,-0.15,-0.20,-0.00,0.02,-0.05,0.10,-0.03,0.00,0.00,0.00,0.00,0.00,0.00
,박세진,20KP,-0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,0.00,0.00,0.00,-0.15
430,김수환,20키1B,-0.16,-0.09,-0.00,-0.06,-0.03,0.05,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
