순위,이름,팀,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ
126,브리검,21키P, 0.058 , 10 ,10.0,61.0, 14 , 3 ,10.0,1.0, .929 , 1.92 ,0.64,0.0, 0.00 , 0.03 ,-0.09,0.58, 11.40 , 0.00 ,0.58,0.058
127,정현,21SN2B, 0.057 , 56 ,29.0,306.2, 127 , 51 ,72.0,4.0, .969 , 3.61 ,-0.02,0.0, 0.00 , 0.00 ,0.06,0.03, 0.13 , 0.54 ,0.57,0.003
128,박계범,21두SS, 0.056 , 109 ,98.0,831.1, 385 , 161 ,213.0,11.0, .971 , 4.05 ,-2.67,0.0, 0.00 , 0.00 ,0.5,-2.17, -3.12 , 2.73 ,0.56,-0.215
129,백승현,21LP, 0.056 , 16 ,0.0,16.2, 3 , 0 ,3.0,0.0, 1.000 , 1.62 ,0.22,0.0, 0.30 , 0.01 ,0.03,0.56, 40.00 , 0.00 ,0.56,0.056
130,이재율,21NLF, 0.055 , 14 ,2.0,43.0, 10 , 10 ,0.0,0.0, 1.000 , 2.09 ,0.87,-0.23, 0.00 , 0.00 ,0.02,0.67, 18.53 , -0.12 ,0.55,0.067
131,정해영,21KP, 0.055 , 64 ,0.0,65.1, 14 , 3 ,10.0,1.0, .929 , 1.79 ,0.6,0.0, 0.00 , 0.03 ,-0.08,0.55, 10.09 , 0.00 ,0.55,0.055
132,안상현,21S2B, 0.054 , 21 ,9.0,85.0, 48 , 21 ,25.0,2.0, .958 , 4.87 ,0.56,0.0, 0.00 , 0.00 ,-0.17,0.38, 5.41 , 0.16 ,0.54,0.038
133,최정용,21K2B, 0.052 , 27 ,8.0,101.2, 56 , 22 ,32.0,2.0, .964 , 4.78 ,0.47,0.0, 0.00 , 0.00 ,-0.12,0.35, 4.12 , 0.17 ,0.52,0.035
134,이진영,21KCF, 0.052 , 16 ,11.0,107.0, 26 , 25 ,1.0,0.0, 1.000 , 2.19 ,0.2,0.3, 0.00 , 0.00 ,0.06,0.56, 6.22 , -0.03 ,0.53,0.055
135,멩덴,21KP, 0.052 , 21 ,21.0,120.0, 21 , 7 ,14.0,0.0, 1.000 , 1.58 ,0.25,0.0, 0.00 , 0.05 ,0.22,0.53, 5.24 , 0.00 ,0.53,0.052
136,최지광,21삼P, 0.052 , 59 ,0.0,51.1, 10 , 6 ,4.0,0.0, 1.000 , 1.75 ,0.41,0.0, 0.00 , 0.02 ,0.1,0.53, 12.25 , 0.00 ,0.53,0.052
137,백정현,21삼P, 0.052 , 27 ,27.0,157.2, 33 , 3 ,29.0,1.0, .970 , 1.83 ,0.36,0.0, 0.00 , 0.07 ,0.09,0.52, 3.95 , 0.00 ,0.52,0.052
138,우규민,21삼P, 0.051 , 60 ,0.0,49.0, 8 , 1 ,6.0,1.0, .875 , 1.29 ,0.73,0.0, -0.13 , 0.02 ,-0.11,0.52, 12.63 , 0.00 ,0.52,0.051
139,장지훈,21SP, 0.051 , 60 ,0.0,80.1, 22 , 2 ,18.0,2.0, .909 , 2.24 ,0.72,0.0, 0.00 , 0.03 ,-0.25,0.51, 7.58 , 0.00 ,0.51,0.051
140,윤명준,21두P, 0.049 , 45 ,0.0,45.2, 14 , 1 ,13.0,0.0, 1.000 , 2.76 ,0.39,0.0, 0.00 , 0.02 ,0.09,0.49, 12.96 , 0.00 ,0.49,0.049
141,박민우,21N2B, 0.049 , 47 ,48.0,384.0, 215 , 103 ,109.0,3.0, .986 , 4.97 ,-0.57,0.0, 0.00 , 0.00 ,0.4,-0.17, -0.54 , 0.66 ,0.49,-0.017
142,정우영,21LP, 0.049 , 70 ,0.0,65.0, 27 , 7 ,19.0,1.0, .963 , 3.60 ,0.67,0.0, -0.13 , 0.03 ,-0.08,0.49, 9.00 , 0.00 ,0.49,0.049
143,이정현,21KP, 0.048 , 2 ,1.0,8.2, 3 , 0 ,3.0,0.0, 1.000 , 3.12 ,0.45,0.0, 0.00 , 0.00 ,0.02,0.47, 65.29 , 0.00 ,0.47,0.048
144,김정인,21키P, 0.047 , 11 ,6.0,31.2, 2 , 1 ,1.0,0.0, 1.000 , 0.57 ,0.4,0.0, 0.00 , 0.01 ,0.06,0.47, 17.94 , 0.00 ,0.47,0.047
145,송명기,21NP, 0.045 , 24 ,24.0,123.1, 16 , 3 ,11.0,2.0, .875 , 1.02 ,0.57,0.0, 0.00 , 0.05 ,-0.17,0.46, 4.44 , 0.00 ,0.46,0.045
146,김종수,21한P, 0.045 , 48 ,0.0,46.2, 6 , 2 ,4.0,0.0, 1.000 , 1.16 ,0.34,0.0, 0.00 , 0.02 ,0.09,0.45, 11.54 , 0.00 ,0.45,0.045
147,뷰캐넌,21삼P, 0.044 , 30 ,30.0,177.0, 33 , 14 ,19.0,0.0, 1.000 , 1.68 ,0.04,0.0, 0.00 , 0.08 ,0.33,0.44, 3.00 , 0.00 ,0.44,0.044
148,나균안,21롯P, 0.043 , 23 ,7.0,46.1, 8 , 0 ,8.0,0.0, 1.000 , 1.55 ,0.33,0.0, 0.00 , 0.02 ,0.09,0.43, 11.24 , 0.00 ,0.43,0.043
149,박진우,21NP, 0.042 , 9 ,0.0,11.0, 6 , 4 ,2.0,0.0, 1.000 , 4.91 ,0.4,0.0, 0.00 , 0.00 ,0.02,0.43, 46.33 , 0.00 ,0.43,0.042
150,최원준,21두P, 0.042 , 29 ,29.0,158.1, 24 , 8 ,15.0,1.0, .958 , 1.31 ,0.26,0.0, 0.00 , 0.07 ,0.1,0.42, 3.21 , 0.00 ,0.42,0.042
151,강민국,21K2B, 0.042 , 15 ,13.0,108.0, 70 , 24 ,45.0,1.0, .986 , 5.75 ,0.15,0.0, 0.00 , 0.00 ,0.08,0.23, 2.55 , 0.18 ,0.41,0.023
152,박민호,21SP, 0.041 , 40 ,0.0,41.0, 7 , 2 ,5.0,0.0, 1.000 , 1.54 ,0.32,0.0, 0.00 , 0.02 ,0.08,0.41, 12.04 , 0.00 ,0.41,0.041
153,김재윤,21KP, 0.041 , 64 ,0.0,67.0, 10 , 1 ,9.0,0.0, 1.000 , 1.34 ,0.51,0.0, -0.25 , 0.03 ,0.12,0.41, 7.29 , 0.00 ,0.41,0.041
154,박정우,21KCF, 0.041 , 28 ,16.0,159.0, 48 , 47 ,1.0,0.0, 1.000 , 2.72 ,0.32,-0.07, 0.00 , 0.00 ,0.08,0.33, 2.49 , 0.07 ,0.4,0.033
155,이승헌,21롯P, 0.039 , 16 ,12.0,57.2, 17 , 4 ,13.0,0.0, 1.000 , 2.65 ,0.26,0.0, 0.00 , 0.02 ,0.11,0.39, 8.16 , 0.00 ,0.39,0.039
156,이의리,21KP, 0.038 , 19 ,19.0,94.2, 10 , 3 ,6.0,1.0, .900 , 0.86 ,0.36,0.0, 0.00 , 0.04 ,-0.02,0.38, 4.78 , 0.00 ,0.38,0.038
157,최형우,21KLF, 0.037 , 2 ,1.0,10.0, 4 , 4 ,0.0,0.0, 1.000 , 3.60 ,0.42,-0.0, 0.00 , 0.00 ,0.0,0.42, 50.38 , -0.05 ,0.37,0.042
158,김영규,21NP, 0.037 , 37 ,8.0,63.2, 21 , 5 ,16.0,0.0, 1.000 , 2.97 ,0.22,0.0, 0.00 , 0.03 ,0.12,0.37, 6.96 , 0.00 ,0.37,0.037
159,조요한,21SP, 0.036 , 6 ,0.0,7.0, 2 , 1 ,1.0,0.0, 1.000 , 2.57 ,0.35,0.0, 0.00 , 0.00 ,0.01,0.36, 62.23 , 0.00 ,0.36,0.036
160,이주찬,21롯2B, 0.036 , 2 ,2.0,17.0, 10 , 5 ,5.0,0.0, 1.000 , 5.29 ,0.23,0.0, 0.00 , 0.00 ,0.05,0.29, 20.14 , 0.05 ,0.34,0.03
161,박준표,21KP, 0.034 , 31 ,0.0,32.0, 6 , 2 ,4.0,0.0, 1.000 , 1.69 ,0.27,0.0, 0.00 , 0.01 ,0.06,0.34, 12.88 , 0.00 ,0.34,0.034
162,임창민,21NP, 0.032 , 46 ,0.0,40.1, 9 , 4 ,5.0,0.0, 1.000 , 2.01 ,0.35,0.0, -0.13 , 0.02 ,0.08,0.32, 9.49 , 0.00 ,0.32,0.032
163,강로한,21롯CF, 0.031 , 16 ,7.0,79.2, 35 , 34 ,0.0,1.0, .971 , 3.84 ,0.3,0.12, 0.00 , 0.00 ,-0.16,0.25, 3.76 , 0.06 ,0.31,0.025
164,노경은,21롯P, 0.031 , 14 ,11.0,56.1, 10 , 1 ,9.0,0.0, 1.000 , 1.60 ,0.18,0.0, 0.00 , 0.02 ,0.11,0.31, 6.58 , 0.00 ,0.31,0.031
165,김진성,21NP, 0.030 , 42 ,0.0,37.2, 6 , 1 ,5.0,0.0, 1.000 , 1.43 ,0.35,0.0, 0.00 , -0.12 ,0.07,0.31, 9.71 , 0.00 ,0.31,0.03
166,고명성,21KSS, 0.030 , 6 ,0.0,6.2, 3 , 0 ,3.0,0.0, 1.000 , 4.05 ,0.25,0.0, 0.00 , 0.00 ,0.02,0.28, 49.66 , 0.03 ,0.3,0.028
167,한승혁,21KP, 0.030 , 8 ,5.0,23.2, 5 , 1 ,4.0,0.0, 1.000 , 1.90 ,0.24,0.0, 0.00 , 0.01 ,0.04,0.3, 14.99 , 0.00 ,0.3,0.03
168,오승환,21삼P, 0.030 , 63 ,0.0,62.0, 7 , 1 ,5.0,1.0, .857 , 0.87 ,0.35,0.0, 0.00 , 0.03 ,-0.08,0.3, 5.73 , 0.00 ,0.3,0.03
169,안우진,21키P, 0.029 , 21 ,21.0,107.2, 15 , 5 ,9.0,1.0, .933 , 1.17 ,0.25,0.0, 0.00 , 0.05 ,0.0,0.3, 3.29 , 0.00 ,0.3,0.029
170,원태인,21삼P, 0.029 , 26 ,26.0,158.2, 35 , 7 ,25.0,3.0, .914 , 1.82 ,0.53,0.0, 0.00 , 0.07 ,-0.3,0.3, 2.23 , 0.00 ,0.3,0.029
171,임준형,21LP, 0.029 , 6 ,4.0,23.0, 4 , 1 ,3.0,0.0, 1.000 , 1.57 ,0.24,0.0, 0.00 , 0.01 ,0.04,0.29, 15.06 , 0.00 ,0.29,0.029
172,이재희,21삼P, 0.029 , 5 ,5.0,21.2, 3 , 0 ,3.0,0.0, 1.000 , 1.25 ,0.24,0.0, 0.00 , 0.01 ,0.04,0.29, 15.81 , 0.00 ,0.29,0.029
173,정보근,21롯C, 0.029 , 11 ,7.0,54.0, 48 , 41 ,6.0,1.0, .979 , 7.83 ,0.04,0.0, 0.09 , -0.18 ,-0.12,-0.18, -3.95 , 0.46 ,0.29,-0.018
174,박종기,21두P, 0.028 , 22 ,5.0,59.2, 10 , 3 ,6.0,1.0, .900 , 1.36 ,0.35,0.0, 0.00 , 0.03 ,-0.09,0.29, 5.74 , 0.00 ,0.29,0.028
175,몽고메리,21삼P, 0.027 , 11 ,11.0,52.0, 9 , 1 ,8.0,0.0, 1.000 , 1.56 ,0.15,0.0, 0.00 , 0.02 ,0.1,0.27, 6.19 , 0.00 ,0.27,0.027
176,고우석,21LP, 0.026 , 62 ,0.0,58.0, 13 , 2 ,11.0,0.0, 1.000 , 2.02 ,0.13,0.0, 0.00 , 0.02 ,0.11,0.27, 5.49 , 0.00 ,0.27,0.026
177,함덕주,21LP, 0.026 , 16 ,3.0,21.0, 4 , 1 ,3.0,0.0, 1.000 , 1.71 ,0.21,0.0, 0.00 , 0.01 ,0.04,0.26, 14.85 , 0.00 ,0.26,0.026
178,홍성민,21NP, 0.026 , 53 ,0.0,41.1, 14 , 3 ,11.0,0.0, 1.000 , 3.05 ,0.41,0.0, -0.25 , 0.02 ,0.08,0.26, 7.44 , 0.00 ,0.26,0.026
179,국해성,21두RF, 0.025 , 3 ,1.0,13.0, 2 , 2 ,0.0,0.0, 1.000 , 1.39 ,0.32,-0.02, 0.00 , 0.00 ,0.01,0.31, 28.79 , -0.07 ,0.25,0.032
180,이영하,21두P, 0.025 , 32 ,11.0,78.2, 10 , 2 ,8.0,0.0, 1.000 , 1.14 ,0.07,0.0, 0.00 , 0.03 ,0.15,0.26, 3.88 , 0.00 ,0.26,0.025
181,김민수,21N3B, 0.025 , 7 ,1.0,17.0, 3 , 0 ,3.0,0.0, 1.000 , 1.59 ,0.17,0.0, 0.00 , 0.00 ,0.05,0.22, 15.38 , 0.03 ,0.25,0.022
182,김진욱,21롯P, 0.025 , 38 ,5.0,45.2, 6 , 2 ,4.0,0.0, 1.000 , 1.18 ,0.15,0.0, 0.00 , 0.02 ,0.09,0.25, 6.60 , 0.00 ,0.25,0.025
183,김현수,21KP, 0.024 , 17 ,8.0,45.2, 3 , 1 ,2.0,0.0, 1.000 , 0.59 ,0.14,0.0, 0.00 , 0.02 ,0.09,0.24, 6.34 , 0.00 ,0.24,0.024
184,장민재,21한P, 0.023 , 12 ,6.0,29.1, 2 , 0 ,2.0,0.0, 1.000 , 0.61 ,0.17,0.0, 0.00 , 0.01 ,0.05,0.23, 9.51 , 0.00 ,0.23,0.023
185,주현상,21한P, 0.023 , 43 ,0.0,50.1, 13 , 2 ,10.0,1.0, .923 , 2.15 ,0.32,0.0, 0.00 , 0.02 ,-0.11,0.23, 5.54 , 0.00 ,0.23,0.023
186,최민창,21LCF, 0.023 , 2 ,0.0,6.0, 1 , 1 ,0.0,0.0, 1.000 , 1.50 ,0.25,-0.02, 0.00 , 0.00 ,0.0,0.24, 47.43 , -0.01 ,0.23,0.024
187,이상영,21LP, 0.022 , 21 ,9.0,50.0, 7 , 1 ,6.0,0.0, 1.000 , 1.26 ,0.11,0.0, 0.00 , 0.02 ,0.09,0.23, 5.41 , 0.00 ,0.23,0.022
188,손성빈,21롯C, 0.022 , 12 ,3.0,37.2, 36 , 33 ,3.0,0.0, 1.000 , 8.60 ,-0.0,0.0, 0.09 , -0.25 ,0.06,-0.1, -3.30 , 0.33 ,0.22,-0.01
189,장민기,21KP, 0.022 , 21 ,0.0,23.1, 2 , 0 ,2.0,0.0, 1.000 , 0.77 ,0.17,0.0, 0.00 , 0.01 ,0.04,0.22, 11.23 , 0.00 ,0.22,0.022
190,임현준,21삼P, 0.021 , 27 ,0.0,11.0, 5 , 2 ,3.0,0.0, 1.000 , 4.09 ,0.18,0.0, 0.00 , 0.00 ,0.02,0.21, 22.57 , 0.00 ,0.21,0.021
191,오동욱,21한P, 0.021 , 34 ,0.0,25.0, 4 , 2 ,2.0,0.0, 1.000 , 1.44 ,0.4,0.0, -0.25 , 0.01 ,0.05,0.21, 9.87 , 0.00 ,0.21,0.021
192,신재영,21SP, 0.020 , 20 ,1.0,28.1, 5 , 3 ,2.0,0.0, 1.000 , 1.59 ,0.14,0.0, 0.00 , 0.01 ,0.05,0.2, 8.50 , 0.00 ,0.2,0.02
193,추재현,21롯CF, 0.020 , 79 ,68.0,586.1, 145 , 138 ,5.0,2.0, .986 , 2.20 ,0.3,0.85, 0.00 , 0.00 ,-0.11,1.05, 2.14 , -0.85 ,0.2,0.105
194,심재민,21KP, 0.019 , 28 ,2.0,46.2, 6 , 2 ,4.0,0.0, 1.000 , 1.16 ,0.09,0.0, 0.00 , 0.02 ,0.09,0.2, 5.01 , 0.00 ,0.2,0.019
195,김건국,21롯P, 0.019 , 13 ,0.0,22.0, 4 , 2 ,2.0,0.0, 1.000 , 1.64 ,0.14,0.0, 0.00 , 0.01 ,0.04,0.19, 10.14 , 0.00 ,0.19,0.019
196,최금강,21NP, 0.018 , 20 ,0.0,28.0, 4 , 0 ,4.0,0.0, 1.000 , 1.29 ,0.24,0.0, -0.13 , 0.01 ,0.05,0.18, 7.65 , 0.00 ,0.18,0.018
197,김유영,21롯P, 0.018 , 26 ,0.0,18.2, 2 , 0 ,2.0,0.0, 1.000 , 0.96 ,0.14,0.0, 0.00 , 0.01 ,0.03,0.18, 11.44 , 0.00 ,0.18,0.018
198,김진영,21한P, 0.018 , 20 ,0.0,18.1, 3 , 1 ,2.0,0.0, 1.000 , 1.47 ,0.14,0.0, 0.00 , 0.01 ,0.03,0.18, 11.60 , 0.00 ,0.18,0.018
199,이충호,21한P, 0.018 , 17 ,0.0,16.1, 3 , 0 ,2.0,1.0, .667 , 1.10 ,0.17,0.0, 0.17 , 0.01 ,-0.17,0.18, 13.00 , 0.00 ,0.18,0.018
200,김상수,21SP, 0.017 , 49 ,0.0,58.1, 15 , 4 ,11.0,0.0, 1.000 , 2.31 ,0.04,0.0, 0.00 , 0.02 ,0.11,0.17, 3.54 , 0.00 ,0.17,0.017
201,장원준,21두P, 0.017 , 32 ,0.0,18.2, 5 , 0 ,5.0,0.0, 1.000 , 2.41 ,0.38,0.0, -0.25 , 0.01 ,0.03,0.17, 11.02 , 0.00 ,0.17,0.017
202,윤산흠,21한P, 0.017 , 5 ,0.0,3.0, 2 , 0 ,2.0,0.0, 1.000 , 6.00 ,0.16,0.0, 0.00 , 0.00 ,0.01,0.17, 68.25 , 0.00 ,0.17,0.017
203,이승민,21삼P, 0.017 , 11 ,11.0,35.2, 8 , 2 ,6.0,0.0, 1.000 , 2.02 ,0.09,0.0, 0.00 , 0.02 ,0.07,0.17, 5.68 , 0.00 ,0.17,0.017
204,윤정현,21키P, 0.016 , 10 ,0.0,12.1, 4 , 2 ,2.0,0.0, 1.000 , 2.92 ,0.14,0.0, 0.00 , 0.01 ,0.02,0.16, 15.87 , 0.00 ,0.16,0.016
205,최동환,21LP, 0.016 , 8 ,0.0,5.2, 0 , 0 ,0.0,0.0,  , 0.00 ,-0.15,0.0, 0.30 , 0.00 ,0.01,0.16, 33.89 , 0.00 ,0.16,0.016
206,임규빈,21키P, 0.015 , 5 ,0.0,8.2, 3 , 1 ,2.0,0.0, 1.000 , 3.12 ,0.13,0.0, 0.00 , 0.00 ,0.02,0.15, 21.39 , 0.00 ,0.15,0.015
207,스미스,21키P, 0.015 , 2 ,2.0,10.0, 2 , 0 ,2.0,0.0, 1.000 , 1.80 ,0.13,0.0, 0.00 , 0.00 ,0.02,0.15, 18.27 , 0.00 ,0.15,0.015
208,진명호,21롯P, 0.015 , 33 ,0.0,24.1, 4 , 2 ,2.0,0.0, 1.000 , 1.48 ,0.16,0.0, 0.00 , -0.06 ,0.05,0.15, 7.37 , 0.00 ,0.15,0.015
209,조병현,21SP, 0.014 , 3 ,3.0,6.2, 2 , 0 ,2.0,0.0, 1.000 , 2.70 ,0.13,0.0, 0.00 , 0.00 ,0.01,0.14, 25.99 , 0.00 ,0.14,0.014
210,유서준,21SCF, 0.014 , 2 ,0.0,4.0, 2 , 2 ,0.0,0.0, 1.000 , 4.50 ,0.17,-0.02, 0.00 , 0.00 ,0.0,0.15, 44.57 , -0.01 ,0.14,0.015
211,홍정우,21삼P, 0.014 , 15 ,0.0,15.2, 3 , 1 ,2.0,0.0, 1.000 , 1.72 ,0.11,0.0, 0.00 , 0.01 ,0.03,0.14, 10.84 , 0.00 ,0.14,0.014
212,박진태,21KP, 0.014 , 59 ,0.0,65.0, 8 , 0 ,8.0,0.0, 1.000 , 1.11 ,0.25,0.0, -0.13 , -0.11 ,0.12,0.14, 2.60 , 0.00 ,0.14,0.014
213,박선우,21롯P, 0.014 , 1 ,0.0,2.0, 2 , 0 ,2.0,0.0, 1.000 , 9.00 ,0.13,0.0, 0.00 , 0.00 ,0.0,0.14, 83.29 , 0.00 ,0.14,0.014
214,윤대경,21한P, 0.014 , 43 ,9.0,77.2, 6 , 4 ,2.0,0.0, 1.000 , 0.70 ,0.09,0.0, -0.13 , 0.03 ,0.14,0.14, 2.14 , 0.00 ,0.14,0.014
215,문경찬,21NP, 0.013 , 35 ,0.0,31.0, 4 , 1 ,3.0,0.0, 1.000 , 1.16 ,0.06,0.0, 0.00 , 0.01 ,0.06,0.14, 5.23 , 0.00 ,0.14,0.013
216,최종은,21롯2B, 0.013 , 1 ,0.0,1.0, 1 , 0 ,1.0,0.0, 1.000 , 9.00 ,0.13,0.0, 0.00 , 0.00 ,0.0,0.13, 156.25 , 0.00 ,0.13,0.013
217,하재훈,21SP, 0.013 , 18 ,0.0,18.0, 5 , 2 ,3.0,0.0, 1.000 , 2.50 ,0.22,0.0, -0.13 , 0.01 ,0.03,0.13, 8.82 , 0.00 ,0.13,0.013
218,노건우,21삼P, 0.013 , 16 ,0.0,19.0, 2 , 1 ,1.0,0.0, 1.000 , 0.95 ,0.08,0.0, 0.00 , 0.01 ,0.04,0.13, 7.99 , 0.00 ,0.13,0.013
219,이호연,21롯1B, 0.013 , 3 ,1.0,12.0, 12 , 10 ,2.0,0.0, 1.000 , 9.00 ,0.17,0.0, 0.00 , 0.00 ,0.03,0.2, 19.60 , -0.07 ,0.12,0.02
220,조한민,21한RF, 0.012 , 46 ,37.0,299.2, 119 , 93 ,22.0,4.0, .966 , 3.45 ,2.44,-1.09, 0.00 , 0.00 ,-0.35,1.0, 4.01 , -0.88 ,0.12,0.101
221,박종훈,21SP, 0.012 , 9 ,9.0,54.1, 19 , 6 ,12.0,1.0, .947 , 2.98 ,0.2,0.0, 0.00 , 0.02 ,-0.1,0.12, 2.71 , 0.00 ,0.12,0.012
222,최승용,21두P, 0.012 , 15 ,2.0,18.1, 1 , 0 ,1.0,0.0, 1.000 , 0.49 ,0.08,0.0, 0.00 , 0.01 ,0.03,0.12, 7.82 , 0.00 ,0.12,0.012
223,오원석,21SP, 0.012 , 33 ,21.0,110.0, 16 , 3 ,12.0,1.0, .938 , 1.23 ,0.07,0.0, 0.00 , 0.05 ,0.01,0.12, 1.29 , 0.00 ,0.12,0.012
224,이건욱,21SP, 0.011 , 5 ,4.0,12.2, 1 , 0 ,1.0,0.0, 1.000 , 0.71 ,0.08,0.0, 0.00 , 0.01 ,0.02,0.11, 10.57 , 0.00 ,0.11,0.011
225,장지수,21KP, 0.011 , 9 ,0.0,14.1, 5 , 3 ,2.0,0.0, 1.000 , 3.14 ,0.08,0.0, 0.00 , 0.01 ,0.03,0.11, 9.22 , 0.00 ,0.11,0.011
226,김준형,21키P, 0.011 , 14 ,0.0,14.1, 1 , 0 ,1.0,0.0, 1.000 , 0.63 ,0.08,0.0, 0.00 , 0.01 ,0.03,0.11, 9.22 , 0.00 ,0.11,0.011
227,이현승,21두P, 0.011 , 36 ,0.0,23.1, 2 , 1 ,1.0,0.0, 1.000 , 0.77 ,0.05,0.0, 0.00 , 0.01 ,0.04,0.11, 5.51 , 0.00 ,0.11,0.011
228,서덕원,21KP, 0.010 , 24 ,0.0,32.2, 9 , 1 ,6.0,2.0, .778 , 1.93 ,0.43,0.0, 0.00 , 0.01 ,-0.34,0.1, 3.83 , 0.00 ,0.1,0.01
229,오주원,21키P, 0.010 , 20 ,0.0,18.1, 6 , 2 ,4.0,0.0, 1.000 , 2.95 ,0.19,0.0, -0.13 , 0.01 ,0.03,0.1, 6.78 , 0.00 ,0.1,0.01
230,이교훈,21두P, 0.010 , 11 ,0.0,8.1, 1 , 0 ,1.0,0.0, 1.000 , 1.08 ,0.08,0.0, 0.00 , 0.00 ,0.02,0.1, 13.82 , 0.00 ,0.1,0.01
231,김사윤,21SP, 0.009 , 6 ,6.0,17.1, 3 , 0 ,3.0,0.0, 1.000 , 1.56 ,0.05,0.0, 0.00 , 0.01 ,0.03,0.09, 6.44 , 0.00 ,0.09,0.009
232,이승현,21삼P, 0.009 , 21 ,0.0,17.0, 1 , 0 ,1.0,0.0, 1.000 , 0.53 ,0.05,0.0, 0.00 , 0.01 ,0.03,0.09, 6.51 , 0.00 ,0.09,0.009
233,이상동,21KP, 0.009 , 6 ,0.0,6.1, 1 , 0 ,1.0,0.0, 1.000 , 1.42 ,0.08,0.0, 0.00 , 0.00 ,0.01,0.09, 17.29 , 0.00 ,0.09,0.009
234,김지용,21LP, 0.009 , 3 ,0.0,4.0, 1 , 0 ,1.0,0.0, 1.000 , 2.25 ,0.08,0.0, 0.00 , 0.00 ,0.01,0.09, 27.36 , 0.00 ,0.09,0.009
235,이상규,21LP, 0.009 , 7 ,0.0,6.0, 1 , 0 ,1.0,0.0, 1.000 , 1.50 ,0.08,0.0, 0.00 , 0.00 ,0.01,0.09, 18.10 , 0.00 ,0.09,0.009
236,손주영,21LP, 0.009 , 7 ,6.0,26.2, 4 , 1 ,3.0,0.0, 1.000 , 1.35 ,0.03,0.0, 0.00 , 0.01 ,0.05,0.09, 4.05 , 0.00 ,0.09,0.009
237,김태경,21NP, 0.009 , 7 ,3.0,15.0, 3 , 2 ,1.0,0.0, 1.000 , 1.80 ,0.05,0.0, 0.00 , 0.01 ,0.03,0.09, 7.01 , 0.00 ,0.09,0.009
238,양창섭,21삼P, 0.009 , 9 ,0.0,15.0, 1 , 0 ,1.0,0.0, 1.000 , 0.60 ,0.05,0.0, 0.00 , 0.01 ,0.03,0.09, 7.01 , 0.00 ,0.09,0.009
239,윤성빈,21롯P, 0.008 , 1 ,0.0,1.0, 1 , 0 ,1.0,0.0, 1.000 , 9.00 ,0.08,0.0, 0.00 , 0.00 ,0.0,0.08, 100.97 , 0.00 ,0.08,0.008
240,박웅,21두P, 0.008 , 10 ,0.0,11.2, 1 , 0 ,1.0,0.0, 1.000 , 0.77 ,0.05,0.0, 0.00 , 0.00 ,0.02,0.08, 8.20 , 0.00 ,0.08,0.008
241,김건우,21SP, 0.008 , 6 ,4.0,11.0, 2 , 1 ,1.0,0.0, 1.000 , 1.64 ,0.05,0.0, 0.00 , 0.00 ,0.02,0.08, 8.53 , 0.00 ,0.08,0.008
242,조제영,21두P, 0.008 , 6 ,1.0,10.2, 1 , 0 ,1.0,0.0, 1.000 , 0.84 ,0.05,0.0, 0.00 , 0.00 ,0.02,0.08, 8.71 , 0.00 ,0.08,0.008
243,곽빈,21두P, 0.007 , 21 ,21.0,98.2, 10 , 3 ,6.0,1.0, .900 , 0.82 ,0.05,0.0, 0.00 , 0.04 ,-0.02,0.08, 0.91 , 0.00 ,0.08,0.007
244,권혁경,21KC, 0.007 , 5 ,5.0,41.0, 23 , 22 ,1.0,0.0, 1.000 , 5.05 ,-0.0,0.0, -0.16 , -0.17 ,0.06,-0.27, -7.89 , 0.34 ,0.07,-0.028
245,이정용,21LP, 0.007 , 66 ,0.0,69.2, 12 , 3 ,8.0,1.0, .917 , 1.42 ,0.11,0.0, 0.00 , 0.03 ,-0.07,0.07, 1.23 , 0.00 ,0.07,0.007
246,정찬헌,21L키P, 0.007 , 23 ,23.0,114.1, 22 , 8 ,13.0,1.0, .955 , 1.65 ,0.01,0.0, 0.00 , 0.05 ,0.01,0.07, 0.73 , 0.00 ,0.07,0.007
247,김건태,21NP, 0.007 , 6 ,0.0,6.2, 2 , 2 ,0.0,0.0, 1.000 , 2.70 ,0.05,0.0, 0.00 , 0.00 ,0.01,0.07, 12.24 , 0.00 ,0.07,0.007
248,정우준,21롯P, 0.007 , 6 ,0.0,5.2, 1 , 0 ,1.0,0.0, 1.000 , 1.59 ,0.05,0.0, 0.00 , 0.00 ,0.01,0.07, 13.90 , 0.00 ,0.07,0.007
249,김동우,21롯P, 0.006 , 5 ,0.0,5.0, 1 , 0 ,1.0,0.0, 1.000 , 1.80 ,0.05,0.0, 0.00 , 0.00 ,0.01,0.06, 15.38 , 0.00 ,0.06,0.006
250,지명성,21KP, 0.006 , 3 ,0.0,4.0, 1 , 0 ,1.0,0.0, 1.000 , 2.25 ,0.05,0.0, 0.00 , 0.00 ,0.01,0.06, 18.52 , 0.00 ,0.06,0.006
251,최우재,21NLF, 0.006 , 1 ,0.0,2.0, 1 , 1 ,0.0,0.0, 1.000 , 4.50 ,0.07,-0.0, 0.00 , 0.00 ,0.0,0.07, 41.91 , -0.01 ,0.06,0.007
