팀,이름,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ
SK,한유섬,-0.23,2,48,392.0,81,78,1,2,0.975,1.81,-0.19,-0.17,-0.3,-0.93,-2.16,-2.46,-0.028
SSG,가빌리오,0.097,15,15,81.1,10,3,7,0,1.0,1.11,0.79,0.15,0.97,14.3,0.0,0.97,0.097
SSG,고종욱,-0.625,40,33,216.0,29,27,1,1,0.966,1.17,-5.08,-0.1,-5.16,-28.58,-1.12,-6.27,-0.514
SSG,김강민,0.675,170,75,908.0,242,234,6,2,1.987,4.7,3.53,0.09,5.12,14.89,1.54,6.65,0.52
SSG,김광현,0.149,28,28,173.1,38,6,30,2,0.947,1.87,1.32,0.03,1.43,9.9,0.0,1.43,0.149
SSG,김민식,0.487,77,47,447.0,366,328,35,3,0.992,7.31,1.0,0.05,1.0,2.67,3.68,4.67,0.104
SSG,김상수,0.017,49,0,58.1,15,4,11,0,1.0,2.31,0.04,0.11,0.17,3.54,0.0,0.17,0.017
SSG,김성현,0.69,230,156,1497.3000000000002,780,276,484,20,1.9489999999999998,9.100000000000001,2.64,0.43000000000000005,3.06,4.6,3.65,6.72,0.318
SSG,김재현,-0.157,17,6,59.0,15,5,9,1,0.933,2.14,-1.61,-0.02,-1.63,-33.05,0.12,-1.51,-0.169
SSG,김찬형,0.031,62,30,315.0,133,43,87,3,0.977,3.71,-0.65,0.34,-0.32,-1.21,0.63,0.31,-0.032
SSG,김창평,-0.054,21,4,60.2,15,11,4,0,1.0,2.23,-0.88,0.09,-0.45,-8.8,-0.09,-0.54,-0.045
SSG,김태훈,-0.13,63,0,58.0,6,0,4,2,0.667,0.62,-0.7,-0.29,-1.3,-26.89,0.0,-1.3,-0.13
SSG,김택형,-0.054,123,0,135.2,31,9,20,2,1.8519999999999999,3.7300000000000004,-0.48,-0.11,-0.52,-10.4,0.0,-0.52,-0.054
SSG,노경은,0.078,41,8,79.2,19,8,11,0,1.0,2.15,0.65,0.2,0.75,11.32,0.0,0.75,0.078
SSG,노바,-0.05,12,12,63.2,9,6,2,1,0.889,1.13,-0.47,-0.04,-0.48,-9.08,0.0,-0.48,-0.05
SSG,라가레스,-0.12,46,46,394.2,101,97,2,2,0.98,2.26,0.81,-0.14,0.81,2.46,-1.98,-1.17,0.083
SSG,로맥,-0.304,94,93,770.0,733,690,41,2,0.997,8.54,2.52,1.05,3.57,5.55,-6.63,-3.06,0.356
SSG,모리만도,0.016,12,12,75.1,10,0,9,1,0.9,1.08,0.13,-0.01,0.16,2.48,0.0,0.16,0.016
SSG,문승원,-0.007,9,9,50.1,9,3,5,1,0.889,1.43,0.01,-0.11,-0.07,-1.75,0.0,-0.07,-0.007
SSG,박성한,0.748,266,243,2183.2,1150,411,692,47,1.918,9.1,-2.79,-0.88,-3.6799999999999997,-4.01,11.100000000000001,7.42,-0.371
SSG,박종훈,0.012,9,9,54.1,19,6,12,1,0.947,2.98,0.2,-0.1,0.12,2.71,0.0,0.12,0.012
SSG,서진용,-0.055,132,0,134.2,23,8,15,0,2.0,3.08,-0.33999999999999997,0.30000000000000004,-0.54,-9.74,0.0,-0.54,-0.055
SSG,안상현,0.33799999999999997,53,18,192.0,113,42,68,3,1.943,10.25,3.02,-0.08000000000000002,2.9299999999999997,33.92,0.33999999999999997,3.2600000000000002,0.303
SSG,오원석,-0.078,64,45,254.0,43,10,30,3,1.8639999999999999,2.79,-0.8300000000000001,-0.03,-0.75,-5.93,0.0,-0.75,-0.078
SSG,오준혁,0.044,23,12,93.1,19,17,2,0,1.0,1.83,0.13,0.07,0.89,11.37,-0.46,0.43,0.092
SSG,오태곤,0.853,230,111,1218.3000000000002,616,564,48,4,1.987,9.26,10.24,0.43999999999999995,15.42,29.189999999999998,-7.22,8.19,1.591
SSG,이재원,0.802,199,158,1338.3000000000002,1188,1118,59,11,1.9809999999999999,15.82,-2.29,-0.22,-3.34,-6.029999999999999,11.27,7.93,-0.346
SSG,이정범,-0.11,17,17,109.0,21,19,1,1,0.952,1.65,-0.66,-0.15,-0.55,-6.01,-0.57,-1.12,-0.054
SSG,이태양,0.0,69,31,215.2,35,10,24,1,1.944,2.85,-0.34,0.27,0.020000000000000018,0.8700000000000001,0.0,0.020000000000000018,0.0
SSG,이현석,0.283,37,25,220.0,201,184,15,2,0.99,8.14,0.25,-0.07,0.95,5.17,1.89,2.84,0.095
SSG,이흥련,0.44100000000000006,108,53,508.0,438,410,27,1,1.9969999999999999,15.26,0.23,0.55,0.06,-0.77,4.3,4.36,0.004
SSG,장지훈,0.18,100,0,135.1,39,5,31,3,1.85,4.86,2.0,-0.31,1.75,34.6,0.0,1.75,0.18
SSG,전의산,-0.625,62,56,477.2,479,442,29,8,0.983,8.87,-1.41,-0.69,-2.09,-5.25,-3.98,-6.08,-0.215
SSG,정의윤,-0.382,35,31,222.0,47,45,2,0,1.0,1.91,-2.47,0.12,-2.68,-14.47,-1.14,-3.83,-0.268
SSG,정현,-0.131,12,5,67.0,31,9,20,2,0.936,3.9,-1.24,-0.21,-1.45,-25.83,0.12,-1.32,-0.143
SSG,조이현,-0.106,30,8,66.2,10,2,8,0,1.0,1.35,-1.22,0.12,-1.07,-19.23,0.0,-1.07,-0.106
SSG,최경모,0.021,92,15,249.1,103,36,63,4,0.961,3.57,-0.19,-0.07,-0.26,-1.25,0.46,0.2,-0.027
SSG,최민준,0.165,89,13,154.1,32,9,22,1,1.9409999999999998,3.6799999999999997,1.41,0.13,1.62,26.03,0.0,1.62,0.165
SSG,최상민,-0.079,21,3,58.0,23,23,0,0,1.0,3.57,-0.52,0.04,-0.57,-11.75,-0.19,-0.76,-0.059
SSG,최정,1.094,240,239,1987.1,558,155,379,24,1.914,4.82,6.3100000000000005,1.25,7.5600000000000005,9.12,3.42,10.98,0.754
SSG,최주환,-0.258,178,173,1364.3000000000002,915,550,343,22,1.95,11.71,0.18000000000000016,-1.0899999999999999,-0.8999999999999999,-2.9400000000000004,-1.51,-2.42,-0.10400000000000004
SSG,최지훈,2.758,268,256,2293.1,648,626,19,3,1.991,5.08,16.11,0.75,27.85,28.49,-0.87,26.98,2.846
SSG,최항,-0.104,21,15,112.0,70,35,32,3,0.957,5.38,-0.87,-0.31,-1.18,-12.59,0.13,-1.04,-0.117
SSG,추신수,-0.795,47,47,372.1,80,79,0,1,0.988,1.91,-4.19,0.05,-6.19,-19.88,-1.96,-8.15,-0.604
SSG,크론,-0.465,63,61,533.2,589,543,43,3,0.995,9.88,-0.5,0.42,-0.07,-0.17,-4.38,-4.46,-0.008
SSG,폰트,0.137,54,54,329.2,38,8,28,2,1.8929999999999998,1.97,0.8699999999999999,0.33,1.35,10.030000000000001,0.0,1.35,0.137
SSG,하재훈,-0.238,44,24,209.2,49,45,3,1,0.98,2.06,-2.58,-0.06,-1.34,-7.68,-0.96,-2.3,-0.139
SSG,한유섬,-0.013999999999999957,233,223,1890.4,444,433,9,2,1.991,4.22,8.49,0.9400000000000001,9.41,11.6,-9.690000000000001,-0.29000000000000004,0.959
kt,강민국,-0.178,18,48,423.2,218,88,124,6,1.952,9.83,-2.92,-0.06999999999999999,-2.99,-9.68,1.08,-1.91,-0.283
kt,강백호,-2.206,149,269,2291.2,2398,2178,189,31,2.955,26.68,0.30000000000000016,-2.27,-2.6,3.5999999999999996,-20.5,-23.1,-0.25899999999999995
kt,강현우,-0.005,2,6,81.1,62,50,11,1,0.984,6.75,-0.04,-0.08,-0.79,-11.67,0.74,-0.05,-0.075
kt,고영표,0.201,54,53,348.29999999999995,95,28,63,4,1.9300000000000002,4.67,1.8599999999999999,-0.03999999999999998,1.98,13.69,0.0,1.98,0.201
kt,권동진,0.07,111,22,350.2,203,76,118,9,1.9249999999999998,10.440000000000001,0.15,-0.66,-0.51,-0.2999999999999998,1.17,0.67,-0.047999999999999994
kt,김건형,-0.026,11,11,85.0,10,9,1,0,1.0,1.06,-0.74,0.06,0.17,2.43,-0.43,-0.26,0.017
kt,김민수,-0.4,135,19,241.3,45,17,23,5,2.673,4.77,-3.62,-0.48,-4.1,-55.31,0.0,-4.1,-0.4
kt,김민혁,-0.123,115,141,1101.0,277,268,4,5,2.944,6.58,6.01,-0.37,4.2,11.9,-5.619999999999999,-1.42,0.43799999999999994
kt,김병희,-0.183,55,34,324.29999999999995,170,100,62,8,2.857,13.71,-0.53,-0.7500000000000001,-1.29,-2.0500000000000007,-0.45,-1.73,-0.136
kt,김재윤,-0.019999999999999997,127,0,193.3,19,4,15,0,3.0,2.64,-0.18999999999999995,0.41000000000000003,-0.17000000000000004,-2.8900000000000006,0.0,-0.17000000000000004,-0.019999999999999997
kt,김준태,0.463,79,57,504.2,438,415,21,2,0.995,7.78,0.63,0.34,0.29,0.7,4.19,4.49,0.03
kt,김태훈,-0.286,20,15,118.0,25,24,1,0,1.0,1.91,-2.27,0.08,-2.24,-22.7,-0.63,-2.86,-0.223
kt,데스파이네,0.447,65,96,558.4,120,40,78,2,2.951,5.74,3.62,0.78,4.42,29.1,0.0,4.42,0.447
kt,라모스,-0.187,18,18,157.0,30,27,1,2,0.933,1.61,-1.36,-0.27,-1.03,-7.83,-0.78,-1.81,-0.106
kt,로하스,-0.267,3,106,890.0,230,219,7,4,0.983,2.29,2.78,-0.27,2.09,2.81,-5.01,-2.92,0.191
kt,문상철,0.01200000000000001,22,35,304.3,241,228,12,1,1.994,16.18,2.6500000000000004,0.21000000000000002,2.54,11.07,-2.39,0.16000000000000003,0.24
kt,박경수,1.463,182,199,1681.2,1021,382,621,18,2.944,15.95,11.41,0.5900000000000001,11.99,24.46,2.92,14.93,1.175
kt,박병호,-0.078,107,105,873.0,937,859,71,7,0.993,9.59,6.29,0.27,6.56,8.99,-7.33,-0.77,0.67
kt,박승욱,-0.396,2,27,333.2,227,119,101,7,0.969,5.93,-3.72,-0.64,-4.36,-15.65,0.15,-4.21,-0.41
kt,박영현,-0.028,52,0,51.2,7,0,6,1,0.857,1.05,-0.11,-0.07,-0.27,-6.33,0.0,-0.27,-0.028
kt,배정대,1.742,286,414,3605.3999999999996,1011,975,25,11,2.969,7.470000000000001,2.85,-0.27,11.649999999999999,11.559999999999999,6.26,17.9,1.123
kt,배제성,0.063,53,70,389.29999999999995,71,16,48,7,2.701,4.57,0.97,-0.5900000000000001,0.5999999999999999,8.86,0.0,0.5999999999999999,0.063
kt,벤자민,0.08,17,17,96.2,13,1,11,1,0.923,1.12,0.68,0.04,0.77,9.55,0.0,0.77,0.08
kt,소형준,0.307,53,75,423.1,95,34,59,2,2.943,5.98,2.44,0.52,3.17,28.82,0.0,3.17,0.307
kt,송민섭,1.034,218,9,687.0,175,166,8,1,2.983,6.83,7.0200000000000005,0.23,13.469999999999999,69.84,-2.87,10.59,1.3210000000000002
kt,신본기,0.669,155,85,815.3,337,124,208,5,1.9729999999999999,7.34,2.98,1.53,4.5,13.16,2.04,6.54,0.459
kt,심우준,2.6,266,386,3271.1,1759,652,1051,56,2.905,14.010000000000002,8.649999999999999,0.52,9.17,10.06,16.88,26.049999999999997,0.9159999999999999
kt,알몬테,-0.272,35,33,241.0,55,52,1,2,0.964,1.98,-0.89,-0.29,-1.49,-7.41,-1.25,-2.74,-0.148
kt,알포드,-0.963,66,66,522.0,95,89,2,4,0.958,1.57,-5.89,-0.45,-7.0,-16.04,-2.52,-9.51,-0.708
kt,엄상백,-0.228,43,31,192.3,24,6,14,4,1.666,1.81,-1.9499999999999997,-0.35,-2.21,-18.060000000000002,0.0,-2.21,-0.228
kt,오윤석,0.509,163,116,1044.3,706,364,332,10,1.98,12.03,5.02,0.6,5.63,20.29,-0.56,5.06,0.5660000000000001
kt,오태곤,0.086,3,8,95.2,28,27,1,0,1.0,2.63,0.5,0.05,1.42,17.79,-0.52,0.91,0.135
kt,유원상,0.0,3,0,64.0,9,4,5,0,1.0,1.27,-0.04,0.13,0.0,0.07,0.0,0.0,0.0
kt,유한준,-0.299,18,28,213.29999999999998,39,38,1,0,2.0,3.11,-1.8,0.14,-1.97,-22.119999999999997,-1.15,-3.12,-0.189
kt,이시원,-0.154,27,2,58.0,9,9,0,0,1.0,1.4,-1.37,0.04,-1.22,-25.23,-0.26,-1.49,-0.126
kt,이홍구,0.13799999999999998,35,23,240.2,193,183,9,1,1.9849999999999999,13.98,0.0,0.15,-0.74,-10.0,2.1,1.3599999999999999,-0.068
kt,장성우,2.007,212,298,2528.3,2157,2025,115,17,2.977,23.06,-1.92,0.27999999999999997,-1.6199999999999999,-2.33,22.01,20.38,-0.16
kt,장준원,0.298,33,13,151.2,67,26,41,0,1.0,3.98,2.02,0.47,2.49,19.68,0.37,2.86,0.26
kt,조용호,-0.463,251,329,2624.5,547,524,22,1,2.9939999999999998,5.63,0.9499999999999997,1.44,8.86,12.469999999999999,-13.48,-4.62,0.879
kt,주권,-0.16399999999999998,61,0,120.2,16,4,10,2,1.778,2.14,-1.6600000000000001,-0.13,-1.72,-30.419999999999998,0.0,-1.72,-0.16399999999999998
kt,천성호,-0.172,28,22,272.2,139,62,71,6,1.9089999999999998,9.129999999999999,-1.41,-0.5,-1.9100000000000001,-15.0,0.12999999999999998,-1.7799999999999998,-0.183
kt,쿠에바스,0.02500000000000001,25,50,291.1,51,18,29,4,1.84,2.89,0.30000000000000004,-0.22999999999999998,0.21999999999999997,2.68,0.0,0.21999999999999997,0.02500000000000001
kt,허도환,0.377,59,47,441.20000000000005,368,341,23,4,1.97,14.5,0.6599999999999999,-0.15,-0.07000000000000006,-3.8,3.87,3.7800000000000002,-0.001999999999999988
kt,호잉,0.349,65,68,580.0,137,129,5,3,0.978,2.08,5.2,-0.22,6.27,12.95,-2.8,3.48,0.629
kt,홍현빈,0.644,85,29,386.4,103,98,4,1,2.985,7.24,7.71,0.06,7.75,61.97,-1.52,6.22,0.7989999999999999
kt,황재균,0.185,252,375,3219.3,915,273,601,41,2.862,7.3100000000000005,-5.16,1.5699999999999998,-3.58,-4.95,5.4,1.83,-0.346
두산,강승호,0.7130000000000001,236,199,1766.3000000000002,990,415,553,22,1.956,9.81,4.6,0.23,4.83,6.6,2.17,7.0,0.492
두산,강진성,-0.099,33,20,178.2,136,129,7,0,1.0,6.85,0.31,0.29,0.37,2.49,-1.32,-0.95,0.039
두산,곽빈,0.026,48,48,245.39999999999998,38,12,24,2,1.8639999999999999,2.4699999999999998,-0.009999999999999995,0.15000000000000002,0.26,2.38,0.0,0.26,0.026
두산,국해성,-0.45,2,19,166.0,40,38,1,1,0.975,2.11,-4.15,-0.1,-3.86,-27.81,-0.92,-4.78,-0.364
두산,권민석,-0.467,29,12,217.2,83,46,34,3,1.926,7.08,-5.17,0.0,-5.16,-49.269999999999996,0.24,-4.92,-0.49
두산,김강률,0.001,49,0,51.2,11,4,7,0,1.0,1.92,-0.11,0.1,0.01,0.12,0.0,0.01,0.001
두산,김대한,-0.204,50,24,273.1,66,65,1,0,1.0,2.17,-1.08,0.21,-0.94,-4.14,-1.04,-1.98,-0.097
두산,김명신,0.08800000000000001,126,1,146.2,26,6,20,0,2.0,3.2199999999999998,0.51,0.32,0.89,15.81,0.0,0.89,0.08800000000000001
두산,김민규,-0.108,32,10,109.2,9,6,3,0,2.0,1.48,-1.08,0.22,-1.08,-22.99,0.0,-1.08,-0.108
두산,김민혁,-0.211,20,13,126.1,115,106,7,2,0.983,8.05,-0.8,-0.15,-1.25,-11.84,-0.82,-2.07,-0.128
두산,김인태,0.03400000000000003,178,174,1389.2,343,335,6,2,2.982,6.41,10.4,0.52,7.609999999999999,18.23,-7.07,0.54,0.742
두산,김재호,1.288,185,240,2117.2,1012,358,631,23,2.936,12.75,-0.6699999999999999,2.77,2.1,4.1499999999999995,10.91,13.02,0.21100000000000002
두산,김재환,-3.7279999999999998,230,355,2787.4,661,637,15,9,2.958,6.32,-16.64,-0.26,-23.9,-30.09,-14.82,-38.74,-2.294
두산,로켓,-0.11,21,21,124.0,26,7,15,4,0.846,1.6,-0.59,-0.57,-1.11,-10.71,0.0,-1.11,-0.11
두산,류지혁,-0.144,2,6,76.1,34,14,17,3,0.912,3.66,-1.37,-0.38,-1.75,-27.44,0.2,-1.55,-0.163
두산,미란다,-0.116,28,28,173.2,19,4,15,0,1.0,0.99,-1.57,0.32,-1.17,-8.09,0.0,-1.17,-0.116
두산,박건우,-0.45499999999999996,118,241,1896.0,484,471,10,3,1.988,4.57,2.81,0.52,2.5100000000000002,3.09,-7.22,-4.71,0.23000000000000004
두산,박계범,-0.029999999999999992,178,143,1225.3,542,213,310,19,1.92,7.449999999999999,-4.15,0.14,-4.01,-8.690000000000001,3.74,-0.2699999999999999,-0.406
두산,박세혁,1.862,220,288,2340.3,2107,1936,154,17,2.976,24.26,-0.89,-0.010000000000000009,-1.4200000000000002,-1.2300000000000002,20.15,18.72,-0.14200000000000002
두산,박신지,-0.049,29,9,61.2,15,4,9,2,0.867,1.9,-0.26,-0.25,-0.47,-9.14,0.0,-0.47,-0.049
두산,박종기,0.028,22,5,59.2,10,3,6,1,0.9,1.36,0.35,-0.09,0.29,5.74,0.0,0.29,0.028
두산,박치국,-0.158,2,0,71.2,14,3,9,2,0.857,1.51,-1.33,-0.26,-1.68,-27.99,0.0,-1.68,-0.158
두산,백동훈,0.06,2,1,55.0,22,21,0,1,0.955,3.44,0.98,-0.17,0.82,17.88,-0.18,0.64,0.078
두산,브랜든,-0.021,11,11,65.0,12,4,8,0,1.0,1.66,-0.4,0.16,-0.2,-3.74,0.0,-0.2,-0.021
두산,서예일,-0.12100000000000001,36,6,176.4,80,23,51,6,1.8490000000000002,7.51,-0.89,-0.7,-1.59,-22.869999999999997,0.43000000000000005,-1.1600000000000001,-0.162
두산,송승환,-0.342,9,6,60.0,16,16,0,0,1.0,2.4,-2.41,0.04,-3.06,-61.1,-0.31,-3.37,-0.311
두산,스탁,-0.034,29,29,165.0,28,11,16,1,0.964,1.47,-0.62,0.21,-0.33,-2.37,0.0,-0.33,-0.034
두산,안권수,-0.373,146,61,817.5999999999999,210,196,7,7,2.9459999999999997,6.880000000000001,0.8,-0.8300000000000001,-0.75,-0.7299999999999998,-2.9299999999999997,-3.68,-0.07800000000000001
두산,안승한,0.154,29,8,96.0,87,77,10,0,1.0,8.16,0.37,0.14,0.7,8.67,0.8,1.49,0.072
두산,안재석,-0.301,178,124,1058.1,581,223,330,28,1.902,9.36,-5.73,-1.77,-7.5,-17.61,4.47,-3.0300000000000002,-0.758
두산,알칸타라,0.1,2,31,198.2,24,1,23,0,1.0,1.09,0.53,0.4,1.06,6.39,0.0,1.06,0.1
두산,양석환,-2.076,208,208,1699.1,1615,1485,112,18,1.9769999999999999,17.09,-5.67,-0.37999999999999995,-6.05,-10.25,-14.559999999999999,-20.619999999999997,-0.6180000000000001
두산,양찬열,-0.025,36,23,195.0,47,45,1,1,0.979,2.12,1.27,-0.05,0.73,4.49,-0.97,-0.24,0.076
두산,오재원,0.058,59,53,614.4,370,189,174,7,2.959,16.42,-0.40000000000000013,0.04000000000000001,0.4700000000000001,-1.2200000000000002,0.21999999999999995,0.7,0.03899999999999999
두산,오재일,-1.008,3,110,927.1,872,833,36,3,0.997,8.43,-3.16,0.86,-2.29,-2.96,-8.56,-10.86,-0.213
두산,유희관,-0.127,18,42,199.1,30,10,18,2,1.905,2.54,-1.4,-0.010000000000000009,-1.29,-22.59,0.0,-1.29,-0.127
두산,이승진,-0.132,1,5,51.1,8,2,4,2,0.75,1.05,-1.14,-0.3,-1.4,-32.7,0.0,-1.4,-0.132
두산,이영하,0.14800000000000002,56,50,308.4,58,13,43,2,2.9130000000000003,4.77,1.08,0.26,1.51,16.85,0.0,1.51,0.14800000000000002
두산,이유찬,-0.07900000000000001,16,33,347.29999999999995,158,64,85,9,1.851,7.38,-0.94,-0.76,-1.7000000000000002,-25.080000000000002,0.98,-0.7200000000000001,-0.17300000000000001
두산,장승현,0.778,150,85,827.2,729,672,49,8,2.972,22.78,0.36,-0.38,0.69,-4.199999999999999,7.030000000000001,7.720000000000001,0.069
두산,전민재,-0.039,25,11,110.1,59,24,33,2,0.966,4.65,-0.86,0.01,-0.85,-9.21,0.47,-0.38,-0.088
두산,정상호,0.241,3,25,223.1,209,192,15,2,0.99,8.34,1.09,-0.08,0.51,2.73,1.99,2.5,0.049
두산,정수빈,0.457,226,318,2871.6000000000004,852,835,14,3,2.99,8.01,-0.9899999999999998,0.95,0.07000000000000028,-0.9900000000000002,4.99,5.0600000000000005,-0.03699999999999998
두산,정철원,0.012,58,0,72.2,22,4,18,0,1.0,2.73,-0.1,0.18,0.12,1.98,0.0,0.12,0.012
두산,조수행,0.25,192,41,763.3,218,213,3,2,2.958,7.48,4.709999999999999,0.07,4.780000000000001,20.41,-2.25,2.5400000000000005,0.47600000000000003
두산,최승용,-0.151,48,15,93.1,19,2,13,4,0.79,1.45,-0.82,-0.57,-1.46,-18.71,0.0,-1.46,-0.151
두산,최용제,0.158,50,23,306.1,245,213,25,7,1.94,13.73,0.05,-0.95,-0.99,-7.279999999999999,2.6,1.62,-0.096
두산,최원준,0.051000000000000004,62,77,446.1,55,17,35,3,2.858,3.1,-0.02999999999999997,0.36,0.55,5.459999999999999,0.0,0.55,0.051000000000000004
두산,최주환,-0.302,3,135,1059.0,582,285,287,10,0.983,4.86,-4.52,0.48,-4.04,-4.56,0.8,-3.24,-0.376
두산,페르난데스,-0.605,47,70,574.2,536,504,26,6,2.961,24.47,-0.9400000000000001,-0.17,-1.1199999999999999,-11.499999999999998,-5.01,-6.13,-0.112
두산,플렉센,-0.026,2,21,116.2,12,4,8,0,1.0,0.93,-0.59,0.23,-0.28,-2.85,0.0,-0.28,-0.026
두산,함덕주,0.008,2,6,55.1,6,2,4,0,1.0,0.98,0.21,0.11,0.09,1.86,0.0,0.09,0.008
두산,허경민,-0.16500000000000004,248,346,2949.3,851,306,518,27,2.904,7.54,-10.57,3.6,-6.98,-8.5,5.56,-1.4099999999999997,-0.7090000000000001
두산,홍건희,0.065,122,0,192.3,47,14,32,1,2.917,6.4,0.8600000000000001,0.2,0.63,13.95,0.0,0.63,0.065
롯데,강로한,0.031,16,7,79.2,35,34,0,1,0.971,3.84,0.3,-0.16,0.25,3.76,0.06,0.31,0.025
롯데,강태율,0.008999999999999994,36,19,161.2,152,133,15,4,1.94,16.45,-0.9299999999999999,-0.56,-1.3,-19.45,1.34,0.039999999999999925,-0.129
롯데,고승민,-0.321,76,62,521.2,113,107,4,2,0.982,1.92,-1.47,0.02,-0.52,-1.19,-2.62,-3.14,-0.053
롯데,구승민,0.042,143,0,184.2,24,9,15,0,3.0,3.49,0.42999999999999994,0.39,0.4,7.759999999999999,0.0,0.4,0.042
롯데,김도규,-0.075,55,0,51.0,6,1,5,0,1.0,1.06,-0.49,0.13,-0.73,-17.11,0.0,-0.73,-0.075
롯데,김동한,0.007,2,9,154.1,60,19,38,3,0.95,3.32,0.06,-0.17,-0.19,-1.5,0.27,0.08,-0.018
롯데,김민수,-0.254,119,88,808.1,485,297,180,8,1.966,10.75,-2.65,0.55,-2.1,-6.279999999999999,-0.39,-2.49,-0.21400000000000002
롯데,김원중,0.024,61,0,121.30000000000001,21,7,12,2,1.798,2.83,0.35,-0.16,0.25,5.140000000000001,0.0,0.25,0.024
롯데,김유영,-0.077,68,0,51.0,13,4,8,1,0.923,2.12,-0.24,-0.07,-0.74,-17.48,0.0,-0.74,-0.077
롯데,김재유,0.027999999999999997,63,69,649.2,182,172,4,6,1.936,4.880000000000001,0.2799999999999999,-0.88,0.21999999999999997,1.63,0.09000000000000002,0.30000000000000004,0.017999999999999995
롯데,김준태,0.7140000000000001,47,115,1079.0,950,869,73,8,1.986,16.18,0.64,-0.05000000000000002,-2.1799999999999997,-5.33,9.629999999999999,7.45,-0.21100000000000002
롯데,나균안,-0.017,39,13,117.2,23,8,13,2,0.913,1.61,-0.11,-0.11,-0.16,-1.67,0.0,-0.16,-0.017
롯데,나승엽,-0.128,43,24,231.1,136,106,25,5,0.963,5.1,0.0,-0.43,-0.43,-2.23,-0.85,-1.28,-0.043
롯데,노경은,0.133,16,35,189.1,35,7,27,1,1.96,3.22,1.11,0.18,1.3900000000000001,16.310000000000002,0.0,1.3900000000000001,0.133
롯데,렉스,-0.513,52,52,449.1,110,106,2,2,0.982,2.16,-2.47,-0.07,-3.86,-10.28,-1.22,-5.08,-0.389
롯데,마차도,3.15,127,266,2256.4,1201,463,717,21,1.9649999999999999,9.42,17.14,3.48,20.63,21.6,11.96,32.59,1.9889999999999999
롯데,민병헌,-0.813,14,83,774.2,194,192,2,0,2.0,4.05,-7.3,0.38,-9.46,-52.67,1.06,-8.39,-0.915
롯데,박세웅,0.252,58,84,467.2,101,25,70,6,2.815,5.46,2.4400000000000004,-0.21999999999999997,2.48,18.380000000000003,0.0,2.48,0.252
롯데,박승욱,0.347,96,60,554.0,273,105,158,10,0.963,4.27,1.01,0.02,1.03,2.23,2.29,3.32,0.108
롯데,반즈,0.027,31,31,186.1,38,11,25,2,0.947,1.74,0.11,0.06,0.26,1.68,0.0,0.26,0.027
롯데,배성근,-0.35300000000000004,84,29,362.29999999999995,184,78,98,8,1.928,8.81,-4.32,-0.43,-4.75,-24.709999999999997,1.22,-3.54,-0.475
롯데,샘슨,-0.02,2,25,130.0,38,4,29,5,0.868,2.29,0.44,-0.74,-0.21,-1.94,0.0,-0.21,-0.02
롯데,서준원,0.16499999999999998,61,32,221.2,54,19,34,1,2.966,6.37,1.36,0.27,1.75,25.709999999999997,0.0,1.75,0.16499999999999998
롯데,손아섭,-2.541,129,254,2174.2,471,456,9,6,1.974,3.86,-6.96,0.16999999999999998,-14.98,-16.55,-11.739999999999998,-26.72,-1.4220000000000002
롯데,스트레일리,0.06099999999999999,44,73,421.5,69,24,41,4,2.817,4.3100000000000005,0.33999999999999997,0.060000000000000005,0.62,0.09999999999999964,0.0,0.62,0.06099999999999999
롯데,스파크맨,-0.098,19,19,84.2,20,9,11,0,1.0,2.13,-1.21,0.21,-0.95,-13.48,0.0,-0.95,-0.098
롯데,신본기,0.127,2,21,293.2,115,33,80,2,0.983,3.46,0.1,0.43,0.52,2.13,0.81,1.34,0.05
롯데,신용수,-0.839,94,45,452.0,90,85,3,2,1.971,3.3,-6.16,-0.12000000000000001,-7.63,-37.91,-0.74,-8.36,-0.764
롯데,안중열,0.436,84,61,550.4,496,443,48,5,1.974,16.07,-0.12000000000000001,-0.19,-0.32000000000000006,-4.23,4.67,4.359999999999999,-0.03599999999999999
롯데,안치홍,-1.4209999999999998,235,340,2887.3,1670,757,877,36,2.934,15.18,-16.9,-0.07000000000000006,-16.98,-21.31,2.6100000000000003,-14.36,-1.667
롯데,오윤석,-0.595,24,56,509.4,335,233,93,9,1.951,12.280000000000001,-4.67,-0.6599999999999999,-5.33,-24.38,-0.9199999999999999,-6.25,-0.505
롯데,이대호,-0.374,29,75,625.2,688,625,59,4,2.979,28.86,1.4300000000000002,0.24,1.6800000000000002,9.15,-5.57,-3.89,0.16
롯데,이병규,-0.365,1,32,236.2,235,223,10,2,0.992,8.86,-1.71,-0.03,-1.74,-8.78,-2.18,-3.91,-0.162
롯데,이승헌,0.039,16,12,57.2,17,4,13,0,1.0,2.65,0.26,0.11,0.39,8.16,0.0,0.39,0.039
롯데,이인복,0.047,51,31,187.3,44,19,24,1,1.9689999999999999,3.96,0.13,0.22999999999999998,0.45,4.7,0.0,0.45,0.047
롯데,이학주,0.536,86,68,616.0,332,119,200,13,0.961,4.66,2.23,-0.16,2.08,4.04,3.01,5.09,0.219
롯데,이호연,-0.19,79,45,483.1,275,172,99,4,0.986,5.05,-1.7,0.48,-1.22,-3.03,-0.6,-1.82,-0.128
