순위,이름,팀,WAR,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WPA
98,백승건,23S, 0.05 , 10 , 0 , 0 , 0 , 0 , 1 , 0 , 3 , 10.2 , 6 , 5 , 48 , 9 , 1 , 0 , 0 , 8 , 0 , 0 , 9 , 0 , 0 , 4.22 , 3.88 , 1.59 , 95.2 , 102.7 , 0.36 
99,김유성,23두, 0.04 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 1 , 0 , 0 , 0.00 , 7.32 , 2.00 ,  , 54.1 , 0.01 
100,문용익,23삼, 0.04 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00 , 3.32 , 0.00 ,  , 118.6 , 0.00 
101,송승기,23L, 0.04 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 5 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0.00 , 6.32 , 2.00 ,  , 62.3 , 0.00 
102,유승철,23K, 0.04 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0.00 , 6.32 , 1.00 ,  , 62.2 , 0.00 
103,윤영철,23K, 0.04 , 3 , 0 , 0 , 3 , 0 , 1 , 0 , 0 , 13.0 , 7 , 7 , 60 , 12 , 3 , 0 , 1 , 9 , 0 , 1 , 9 , 0 , 3 , 4.85 , 5.24 , 1.62 , 79.5 , 74.2 , 0.09 
104,김태훈,23키삼, 0.03 , 11 , 0 , 0 , 0 , 2 , 0 , 2 , 3 , 11.0 , 6 , 5 , 51 , 11 , 2 , 1 , 1 , 7 , 1 , 0 , 5 , 0 , 0 , 4.09 , 5.23 , 1.64 , 95.1 , 73.7 , -0.15 
105,김시훈,23N, 0.02 , 11 , 0 , 0 , 0 , 1 , 0 , 1 , 3 , 8.2 , 5 , 3 , 44 , 12 , 3 , 0 , 1 , 6 , 0 , 0 , 8 , 0 , 0 , 3.12 , 5.05 , 2.08 , 125.4 , 78.6 , -0.35 
106,주현상,23한, 0.02 , 3 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 2.0 , 1 , 1 , 12 , 2 , 0 , 0 , 0 , 4 , 0 , 0 , 2 , 0 , 0 , 4.50 , 7.32 , 3.00 , 87.1 , 53.8 , -0.22 
107,심창민,23N, 0.02 , 3 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 2.0 , 1 , 1 , 8 , 1 , 0 , 0 , 0 , 2 , 0 , 0 , 2 , 0 , 0 , 4.50 , 4.32 , 1.50 , 86.8 , 91.4 , 0.00 
108,허윤동,23삼, 0.01 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.0 , 2 , 2 , 17 , 5 , 0 , 0 , 0 , 3 , 0 , 0 , 2 , 0 , 0 , 6.00 , 4.98 , 2.67 , 67.0 , 78.0 , -0.03 
109,이채호,23K, 0.01 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4.2 , 3 , 3 , 24 , 6 , 1 , 0 , 1 , 3 , 0 , 0 , 2 , 0 , 0 , 5.79 , 7.17 , 1.93 , 69.2 , 54.1 , -0.24 
110,조이현,23K, 0.00 , 6 , 0 , 0 , 2 , 0 , 1 , 0 , 0 , 11.1 , 7 , 6 , 56 , 18 , 7 , 1 , 0 , 3 , 0 , 1 , 8 , 1 , 0 , 4.76 , 2.96 , 1.85 , 84.0 , 132.7 , -0.04 
111,문경찬,23롯, 0.00 , 1 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0.0 , 3 , 3 , 3 , 3 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  ,  , -0.80 
112,김창훈,23롯, -0.00 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.1 , 1 , 1 , 7 , 3 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 6.75 , 1.82 , 2.25 , 59.5 , 217.1 , -0.01 
113,고봉재,23두, -0.01 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7.1 , 5 , 5 , 34 , 7 , 0 , 1 , 0 , 4 , 0 , 1 , 4 , 0 , 0 , 6.14 , 4.27 , 1.50 , 62.6 , 92.6 , -0.15 
114,한두솔,23S, -0.02 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 1 , 1 , 6 , 1 , 0 , 1 , 0 , 1 , 0 , 1 , 2 , 0 , 0 , 9.00 , 5.32 , 2.00 , 44.6 , 76.3 , -0.01 
115,진해수,23L, -0.03 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 4.2 , 3 , 0 , 25 , 5 , 1 , 0 , 0 , 5 , 0 , 0 , 6 , 0 , 1 , 0.00 , 3.96 , 2.14 ,  , 100.0 , 0.06 
116,김민,23K, -0.03 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5.2 , 4 , 3 , 28 , 7 , 0 , 0 , 0 , 4 , 0 , 2 , 5 , 0 , 2 , 4.76 , 4.73 , 1.94 , 84.0 , 82.5 , -0.39 
117,스미스,23한, -0.05 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 2.2 , 2 , 2 , 12 , 3 , 0 , 0 , 0 , 0 , 0 , 1 , 2 , 0 , 0 , 6.75 , 2.94 , 1.13 , 58.1 , 134.1 , 0.11 
118,김재영,23한, -0.05 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.0 , 2 , 2 , 8 , 2 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 9.00 , 2.32 , 1.00 , 43.6 , 169.7 , -0.09 
119,김영준,23L, -0.05 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0.1 , 1 , 1 , 3 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 27.00 , 12.32 , 6.00 , 14.2 , 32.0 , -0.03 
120,김영현,23K, -0.06 , 10 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 10.1 , 7 , 7 , 45 , 9 , 2 , 0 , 0 , 5 , 0 , 0 , 12 , 0 , 0 , 6.10 , 2.45 , 1.36 , 65.7 , 162.3 , -0.03 
121,박정수,23두, -0.08 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.0 , 4 , 1 , 16 , 4 , 1 , 0 , 0 , 3 , 0 , 1 , 2 , 0 , 0 , 3.00 , 5.98 , 2.33 , 128.1 , 66.2 , -0.00 
122,윤산흠,23한, -0.08 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.0 , 2 , 2 , 18 , 3 , 1 , 0 , 0 , 6 , 0 , 0 , 3 , 0 , 0 , 6.00 , 7.32 , 3.00 , 65.3 , 53.8 , -0.46 
123,김태오,23K, -0.08 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7.1 , 6 , 6 , 35 , 10 , 3 , 0 , 0 , 4 , 1 , 0 , 3 , 0 , 0 , 7.36 , 3.73 , 1.91 , 54.4 , 106.1 , 0.11 
124,이지강,23L, -0.08 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.1 , 3 , 0 , 11 , 1 , 0 , 0 , 0 , 2 , 0 , 0 , 1 , 0 , 0 , 0.00 , 5.03 , 1.29 ,  , 78.4 , 0.04 
125,김서현,23한, -0.09 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6.0 , 5 , 3 , 23 , 5 , 0 , 0 , 1 , 2 , 0 , 0 , 7 , 0 , 1 , 4.50 , 4.15 , 1.17 , 87.1 , 96.4 , -0.03 
126,김태현,23N, -0.09 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.0 , 4 , 4 , 15 , 6 , 0 , 0 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 12.00 , 13.98 , 2.67 , 32.5 , 28.6 , -0.04 
127,최이준,23롯, -0.09 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 2.1 , 3 , 3 , 14 , 4 , 1 , 0 , 0 , 3 , 0 , 0 , 1 , 0 , 0 , 11.57 , 6.32 , 3.00 , 34.7 , 62.2 , -0.12 
128,이태연,23롯, -0.10 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 3.0 , 3 , 3 , 15 , 4 , 1 , 0 , 1 , 2 , 0 , 0 , 3 , 0 , 0 , 9.00 , 7.65 , 2.00 , 44.7 , 51.1 , -0.11 
129,최영환,23롯, -0.10 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.2 , 4 , 4 , 16 , 5 , 3 , 0 , 0 , 2 , 0 , 0 , 2 , 0 , 0 , 9.82 , 3.86 , 1.91 , 40.9 , 101.8 , -0.15 
130,곽도규,23K, -0.10 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.2 , 3 , 3 , 11 , 3 , 1 , 0 , 0 , 3 , 0 , 0 , 2 , 0 , 0 , 16.20 , 6.32 , 3.60 , 23.8 , 62.0 , -0.00 
131,이진하,23롯, -0.12 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.1 , 3 , 3 , 8 , 2 , 1 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 20.25 , 5.57 , 1.50 , 19.8 , 70.4 , -0.05 
132,고우석,23L, -0.13 , 6 , 0 , 0 , 0 , 1 , 1 , 2 , 0 , 5.2 , 4 , 4 , 25 , 5 , 2 , 0 , 1 , 4 , 0 , 0 , 10 , 0 , 1 , 6.35 , 4.20 , 1.59 , 60.3 , 87.2 , -0.03 
133,페냐,23한, -0.13 , 5 , 0 , 0 , 5 , 1 , 3 , 0 , 0 , 23.0 , 15 , 14 , 101 , 21 , 5 , 0 , 4 , 13 , 0 , 1 , 14 , 1 , 4 , 5.48 , 6.19 , 1.48 , 71.6 , 64.4 , -0.59 
134,박신지,23두, -0.13 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.1 , 2 , 2 , 12 , 3 , 0 , 0 , 0 , 4 , 0 , 1 , 0 , 0 , 0 , 13.50 , 14.57 , 5.25 , 28.5 , 27.2 , -0.37 
135,벤자민,23K, -0.13 , 5 , 0 , 0 , 5 , 2 , 2 , 0 , 0 , 27.1 , 18 , 17 , 122 , 29 , 3 , 0 , 5 , 9 , 0 , 2 , 22 , 0 , 0 , 5.60 , 5.29 , 1.39 , 71.5 , 73.3 , -0.57 
136,한승혁,23한, -0.14 , 10 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 10.0 , 8 , 8 , 50 , 13 , 3 , 0 , 1 , 7 , 0 , 1 , 10 , 0 , 1 , 7.20 , 5.02 , 2.00 , 54.5 , 79.1 , -0.88 
137,이승호,23키, -0.14 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 2.2 , 3 , 3 , 14 , 3 , 2 , 0 , 1 , 3 , 0 , 0 , 1 , 0 , 0 , 10.13 , 10.82 , 2.25 , 37.8 , 34.1 , -0.18 
138,이재익,23삼, -0.14 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.2 , 3 , 3 , 9 , 1 , 1 , 0 , 0 , 3 , 0 , 0 , 3 , 0 , 1 , 16.20 , 5.12 , 2.40 , 24.8 , 75.1 , 0.05 
139,박세진,23K, -0.15 , 4 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 2.0 , 3 , 3 , 17 , 7 , 0 , 0 , 0 , 3 , 0 , 0 , 1 , 0 , 1 , 13.50 , 6.82 , 5.00 , 29.7 , 57.6 , -0.33 
140,장지수,23한, -0.15 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.0 , 5 , 4 , 11 , 4 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 1 , 18.00 , 6.32 , 3.00 , 21.8 , 62.3 , -0.01 
141,홍정우,23삼, -0.15 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5.2 , 6 , 6 , 27 , 8 , 0 , 0 , 0 , 2 , 0 , 0 , 2 , 0 , 1 , 9.53 , 3.67 , 1.77 , 42.2 , 106.5 , -0.16 
142,신민혁,23N, -0.15 , 5 , 0 , 0 , 5 , 3 , 1 , 0 , 0 , 25.0 , 16 , 12 , 110 , 28 , 5 , 0 , 4 , 5 , 0 , 1 , 25 , 0 , 2 , 4.32 , 4.12 , 1.32 , 90.4 , 96.6 , -0.17 
143,조민석,23N, -0.15 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.1 , 4 , 3 , 10 , 3 , 2 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 20.25 , 7.82 , 3.75 , 19.3 , 50.5 , -0.02 
144,이승진,23두, -0.15 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.2 , 4 , 0 , 6 , 1 , 0 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 0 , 0.00 , 9.32 , 3.00 ,  , 42.7 , -0.00 
145,박종훈,23S, -0.16 , 4 , 0 , 0 , 4 , 0 , 2 , 0 , 0 , 21.0 , 14 , 13 , 97 , 25 , 2 , 0 , 4 , 9 , 0 , 4 , 14 , 0 , 0 , 5.57 , 6.32 , 1.62 , 72.1 , 64.4 , -0.15 
146,메디나,23K, -0.17 , 4 , 0 , 0 , 4 , 1 , 3 , 0 , 0 , 23.0 , 15 , 15 , 107 , 27 , 4 , 1 , 3 , 10 , 0 , 4 , 19 , 1 , 1 , 5.87 , 5.19 , 1.61 , 65.7 , 74.6 , -0.56 
147,우규민,23삼, -0.18 , 10 , 0 , 0 , 0 , 1 , 0 , 0 , 4 , 7.2 , 6 , 6 , 34 , 10 , 2 , 0 , 0 , 1 , 0 , 1 , 7 , 0 , 0 , 7.04 , 2.27 , 1.44 , 57.1 , 171.1 , 0.43 
148,박명근,23L, -0.18 , 11 , 0 , 0 , 1 , 0 , 0 , 0 , 2 , 9.2 , 7 , 5 , 43 , 10 , 2 , 1 , 0 , 4 , 1 , 1 , 8 , 0 , 0 , 4.66 , 2.90 , 1.45 , 82.3 , 137.5 , -0.06 
149,배제성,23K, -0.18 , 5 , 0 , 0 , 3 , 0 , 2 , 0 , 0 , 22.0 , 16 , 13 , 103 , 26 , 5 , 1 , 1 , 17 , 0 , 0 , 10 , 0 , 1 , 5.32 , 5.32 , 1.96 , 75.3 , 73.7 , -0.17 
150,이정용,23L, -0.20 , 15 , 0 , 0 , 0 , 2 , 0 , 3 , 1 , 13.2 , 9 , 9 , 65 , 19 , 3 , 0 , 2 , 3 , 0 , 1 , 15 , 0 , 1 , 5.93 , 3.90 , 1.61 , 64.6 , 94.1 , -0.98 
151,박세웅,23롯, -0.21 , 4 , 0 , 0 , 4 , 0 , 1 , 0 , 0 , 19.1 , 14 , 11 , 96 , 31 , 6 , 0 , 2 , 7 , 0 , 2 , 20 , 0 , 2 , 5.12 , 3.99 , 1.97 , 78.5 , 98.3 , -0.61 
152,최충연,23삼, -0.21 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4.0 , 7 , 4 , 22 , 6 , 1 , 0 , 3 , 2 , 0 , 1 , 4 , 1 , 0 , 9.00 , 13.32 , 2.00 , 44.7 , 31.0 , -0.05 
153,이용찬,23N, -0.22 , 11 , 0 , 0 , 0 , 1 , 1 , 5 , 0 , 11.1 , 8 , 8 , 48 , 12 , 1 , 0 , 1 , 4 , 1 , 0 , 11 , 0 , 2 , 6.35 , 3.32 , 1.41 , 61.5 , 119.4 , -0.34 
154,이준호,23N, -0.24 , 3 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 5.1 , 6 , 5 , 25 , 6 , 0 , 0 , 1 , 2 , 0 , 1 , 3 , 0 , 0 , 8.44 , 6.32 , 1.50 , 46.3 , 62.9 , -0.26 
155,김명신,23두, -0.24 , 10 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 10.0 , 9 , 7 , 49 , 12 , 3 , 0 , 0 , 6 , 0 , 0 , 9 , 0 , 0 , 6.30 , 3.32 , 1.80 , 61.0 , 119.3 , -0.24 
156,심재민,23K, -0.25 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.0 , 5 , 5 , 16 , 8 , 1 , 0 , 0 , 2 , 0 , 0 , 1 , 0 , 0 , 22.50 , 5.32 , 5.00 , 17.8 , 74.0 , -0.12 
157,강효종,23L, -0.26 , 5 , 0 , 0 , 5 , 1 , 1 , 0 , 0 , 16.2 , 12 , 10 , 76 , 17 , 3 , 0 , 0 , 9 , 0 , 2 , 11 , 1 , 0 , 5.40 , 3.98 , 1.56 , 70.9 , 99.2 , -0.27 
158,장필준,23삼, -0.27 , 2 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 5.0 , 6 , 6 , 29 , 8 , 2 , 0 , 1 , 4 , 0 , 2 , 4 , 0 , 0 , 10.80 , 7.92 , 2.40 , 37.2 , 50.5 , -0.30 
159,스트레일리,23롯, -0.29 , 5 , 0 , 0 , 5 , 0 , 2 , 0 , 0 , 21.2 , 16 , 14 , 101 , 20 , 1 , 0 , 3 , 12 , 0 , 6 , 19 , 0 , 2 , 5.82 , 5.86 , 1.48 , 69.1 , 66.9 , -0.71 
160,한현희,23롯, -0.29 , 5 , 0 , 0 , 4 , 2 , 2 , 0 , 0 , 21.1 , 17 , 17 , 104 , 28 , 4 , 1 , 1 , 11 , 0 , 2 , 18 , 0 , 0 , 7.17 , 4.07 , 1.83 , 56.0 , 96.5 , -0.57 
161,이상민,23삼, -0.29 , 9 , 0 , 0 , 0 , 2 , 0 , 0 , 1 , 8.2 , 8 , 8 , 39 , 14 , 1 , 1 , 1 , 1 , 0 , 0 , 10 , 0 , 0 , 8.31 , 2.86 , 1.73 , 48.4 , 141.3 , -0.21 
162,이형범,23두, -0.30 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.2 , 6 , 6 , 26 , 10 , 3 , 0 , 0 , 4 , 0 , 0 , 3 , 0 , 0 , 14.73 , 4.95 , 3.82 , 26.1 , 79.9 , -0.43 
163,김도규,23롯, -0.32 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4.2 , 6 , 6 , 24 , 5 , 1 , 0 , 0 , 4 , 0 , 0 , 3 , 0 , 1 , 11.57 , 4.60 , 1.93 , 34.7 , 85.4 , -0.31 
164,장시환,23한, -0.32 , 3 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 2.0 , 3 , 3 , 15 , 7 , 3 , 0 , 0 , 2 , 1 , 1 , 1 , 0 , 0 , 13.50 , 5.32 , 4.50 , 29.0 , 74.5 , -0.66 
165,양창섭,23삼, -0.32 , 3 , 0 , 0 , 2 , 0 , 1 , 0 , 0 , 8.1 , 9 , 9 , 43 , 13 , 0 , 0 , 1 , 8 , 0 , 0 , 1 , 0 , 1 , 9.72 , 7.52 , 2.52 , 41.3 , 52.8 , -0.53 
166,최승용,23두, -0.33 , 5 , 0 , 0 , 5 , 1 , 2 , 0 , 0 , 23.1 , 17 , 16 , 107 , 29 , 3 , 0 , 4 , 7 , 0 , 0 , 18 , 0 , 0 , 6.17 , 4.90 , 1.54 , 62.3 , 78.0 , -0.43 
167,김민우,23한, -0.39 , 5 , 0 , 0 , 5 , 0 , 2 , 0 , 0 , 25.0 , 19 , 17 , 119 , 31 , 9 , 0 , 5 , 14 , 0 , 0 , 19 , 0 , 1 , 6.12 , 6.08 , 1.80 , 64.1 , 65.7 , -0.78 
168,남지민,23한, -0.43 , 5 , 0 , 0 , 4 , 0 , 4 , 0 , 0 , 16.1 , 13 , 12 , 79 , 24 , 3 , 0 , 0 , 6 , 0 , 2 , 10 , 0 , 2 , 6.61 , 3.56 , 1.84 , 59.3 , 110.6 , -0.63 
169,이영준,23키, -0.44 , 2 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 1.2 , 4 , 4 , 10 , 4 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 21.60 , 5.12 , 3.00 , 17.7 , 76.7 , -0.46 
170,장재영,23키, -0.44 , 2 , 0 , 0 , 2 , 0 , 2 , 0 , 0 , 6.1 , 9 , 9 , 36 , 8 , 3 , 0 , 0 , 10 , 0 , 0 , 6 , 1 , 1 , 12.79 , 6.16 , 2.84 , 29.9 , 63.2 , -0.42 
171,반즈,23롯, -0.47 , 4 , 0 , 0 , 4 , 1 , 1 , 0 , 0 , 19.0 , 17 , 16 , 99 , 28 , 6 , 0 , 2 , 13 , 0 , 5 , 13 , 0 , 0 , 7.58 , 6.16 , 2.16 , 53.0 , 63.6 , -0.49 
172,소형준,23K, -0.49 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 2.1 , 9 , 9 , 18 , 10 , 3 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 0 , 34.71 , 5.03 , 4.71 , 11.5 , 77.2 , -0.48 
173,원종현,23키, -0.54 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.2 , 4 , 1 , 11 , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 1 , 5.40 , 0.92 , 2.40 , 70.9 , 408.9 , -0.74 
174,김대유,23K, -0.55 , 12 , 0 , 0 , 0 , 0 , 2 , 0 , 2 , 6.1 , 9 , 9 , 32 , 7 , 0 , 0 , 2 , 4 , 1 , 4 , 7 , 0 , 0 , 12.79 , 8.53 , 1.74 , 30.1 , 44.8 , -0.66 
175,변시원,23키, -0.56 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.0 , 9 , 9 , 15 , 6 , 2 , 0 , 1 , 1 , 0 , 2 , 1 , 0 , 0 , 40.50 , 13.32 , 3.50 , 9.5 , 27.6 , -0.24 
176,켈리,23L, -0.70 , 6 , 0 , 0 , 6 , 1 , 2 , 0 , 0 , 35.0 , 28 , 22 , 155 , 40 , 10 , 0 , 3 , 11 , 0 , 1 , 23 , 0 , 3 , 5.66 , 4.15 , 1.46 , 67.7 , 91.3 , -1.09 
177,정우영,23L, -0.99 , 13 , 0 , 0 , 0 , 0 , 3 , 0 , 6 , 10.2 , 13 , 5 , 52 , 14 , 4 , 0 , 0 , 1 , 0 , 3 , 5 , 0 , 0 , 4.22 , 3.51 , 1.41 , 90.8 , 112.3 , -0.96 
