순위,이름,팀,WAR,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WPA
235,차명진,21K, -0.16 , 4 , 0 , 0 , 3 , 0 , 1 , 0 , 0 , 10.2 , 9 , 9 , 57 , 12 , 3 , 0 , 1 , 13 , 0 , 1 , 6 , 0 , 0 , 7.59 , 7.36 , 2.34 , 58.6 , 60.5 , -0.41 
236,임규빈,21키, -0.16 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 8.2 , 10 , 10 , 43 , 13 , 6 , 0 , 3 , 4 , 0 , 0 , 6 , 0 , 0 , 10.38 , 7.83 , 1.96 , 42.7 , 53.9 , 0.00 
237,양창섭,21삼, -0.16 , 9 , 0 , 0 , 0 , 1 , 1 , 0 , 1 , 15.0 , 11 , 11 , 73 , 21 , 5 , 0 , 3 , 8 , 0 , 0 , 13 , 0 , 1 , 6.60 , 5.80 , 1.93 , 68.4 , 78.7 , -0.40 
238,최동환,21L, -0.16 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5.2 , 6 , 6 , 28 , 6 , 1 , 0 , 0 , 4 , 0 , 2 , 2 , 0 , 0 , 9.53 , 5.80 , 1.77 , 45.3 , 76.1 , 0.00 
239,이상동,21K, -0.17 , 6 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 6.1 , 6 , 6 , 29 , 7 , 0 , 0 , 0 , 3 , 0 , 0 , 5 , 0 , 1 , 8.53 , 3.18 , 1.58 , 52.7 , 140.4 , -0.28 
240,박재민,21롯, -0.17 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.2 , 5 , 5 , 13 , 3 , 1 , 0 , 1 , 2 , 0 , 0 , 2 , 0 , 0 , 16.88 , 8.96 , 1.88 , 26.9 , 49.9 , -0.03 
241,김유영,21롯, -0.17 , 26 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 18.2 , 16 , 15 , 92 , 21 , 4 , 0 , 1 , 14 , 0 , 2 , 17 , 0 , 2 , 7.23 , 4.78 , 1.88 , 62.8 , 93.4 , -0.11 
242,김태현,21N, -0.18 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5.1 , 8 , 7 , 32 , 5 , 0 , 0 , 0 , 7 , 0 , 4 , 3 , 0 , 3 , 11.81 , 8.40 , 2.25 , 38.4 , 53.2 , -0.04 
243,이종민,21키, -0.18 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.1 , 6 , 6 , 17 , 4 , 0 , 0 , 1 , 7 , 0 , 0 , 3 , 0 , 0 , 23.14 , 15.33 , 4.71 , 19.2 , 28.0 , -0.01 
244,이정현,21K, -0.19 , 2 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 8.2 , 9 , 9 , 38 , 12 , 3 , 0 , 3 , 5 , 0 , 0 , 1 , 0 , 0 , 9.35 , 9.33 , 1.96 , 48.1 , 47.3 , -0.33 
245,김진호,21N, -0.19 , 1 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 1.0 , 3 , 3 , 7 , 2 , 0 , 0 , 0 , 3 , 0 , 0 , 1 , 0 , 1 , 27.00 , 10.33 , 5.00 , 16.8 , 43.8 , -0.23 
246,양선률,21S, -0.19 , 1 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 1.0 , 3 , 3 , 10 , 3 , 0 , 0 , 0 , 3 , 0 , 1 , 1 , 0 , 1 , 27.00 , 13.33 , 6.00 , 16.6 , 33.8 , -0.28 
247,한승혁,21롯, -0.19 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4.0 , 6 , 6 , 25 , 6 , 1 , 0 , 1 , 5 , 0 , 1 , 5 , 0 , 2 , 13.50 , 8.58 , 2.75 , 33.7 , 52.1 , -0.21 
248,김창훈,21롯, -0.20 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 8.0 , 10 , 10 , 41 , 13 , 4 , 0 , 1 , 6 , 0 , 0 , 6 , 0 , 0 , 11.25 , 5.71 , 2.38 , 40.4 , 78.2 , 0.10 
249,김기탁,21한, -0.21 , 19 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 12.1 , 10 , 8 , 58 , 14 , 4 , 1 , 0 , 7 , 0 , 1 , 12 , 0 , 0 , 5.84 , 3.33 , 1.70 , 75.0 , 133.8 , -0.31 
250,소이현,21N, -0.21 , 10 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 10.2 , 12 , 8 , 59 , 13 , 3 , 0 , 1 , 12 , 0 , 0 , 10 , 0 , 1 , 6.75 , 6.05 , 2.34 , 67.3 , 74.8 , -0.22 
251,이교훈,21두, -0.21 , 11 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 8.1 , 10 , 10 , 43 , 13 , 3 , 0 , 2 , 3 , 0 , 1 , 8 , 0 , 0 , 10.80 , 5.97 , 1.92 , 39.9 , 70.2 , -0.06 
252,박진형,21롯, -0.22 , 22 , 0 , 0 , 0 , 2 , 1 , 0 , 0 , 16.0 , 14 , 14 , 81 , 25 , 6 , 2 , 1 , 10 , 1 , 0 , 23 , 0 , 0 , 7.88 , 2.96 , 2.19 , 57.7 , 150.5 , -0.43 
253,나균안,21롯, -0.22 , 23 , 0 , 0 , 7 , 1 , 2 , 1 , 1 , 46.1 , 36 , 33 , 223 , 62 , 13 , 0 , 4 , 24 , 0 , 0 , 27 , 1 , 1 , 6.41 , 4.84 , 1.86 , 70.9 , 92.1 , -0.74 
