팀,이름,WAR,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,WPA
KIA,가뇽,2.84,28,0,0,28,11,8,0,0,159.2,86,77,702,162,33,8,7,64,0,9,141,0,13,-0.55
KIA,고영창,0.6300000000000001,99,0,0,0,1,4,1,8,105.1,70,64,487,142,28,0,5,37,2,10,38,2,6,-1.54
KIA,김기훈,0.8099999999999999,27,0,0,7,0,4,0,1,60.2,36,32,274,62,11,1,8,38,0,2,48,0,3,-0.8400000000000001
KIA,김도현,-0.06,4,0,0,2,0,1,0,0,10.2,7,7,48,14,1,0,2,5,0,0,11,0,0,-0.28
KIA,김명찬,-0.07,21,0,0,0,0,1,0,1,8.2,7,6,54,13,3,0,2,12,0,2,11,0,4,-1.53
KIA,김사윤,-0.23,31,0,0,0,3,0,0,2,27.0,21,21,128,23,5,2,2,24,0,4,23,0,3,-0.25
KIA,김승범,-0.01,1,0,0,0,0,0,0,0,1.0,1,1,5,1,0,0,0,2,0,0,0,0,1,0.0
KIA,김유신,-0.94,25,0,0,11,3,6,0,0,68.3,58,56,319,72,16,1,14,51,0,2,38,0,0,-1.59
KIA,김재열,-0.22,85,0,0,0,2,3,1,7,92.30000000000001,67,57,434,96,20,2,12,52,3,8,67,1,4,-0.63
KIA,김현수,-0.73,33,0,0,12,2,6,0,0,79.30000000000001,71,67,405,101,24,3,11,68,0,5,47,0,2,-1.4800000000000002
KIA,김현준,-0.72,46,0,0,0,1,2,0,3,47.5,47,41,231,54,13,2,6,30,3,3,40,0,0,-0.52
KIA,남재현,-0.30000000000000004,13,0,0,1,0,1,0,1,23.2,25,20,123,30,7,1,3,21,0,1,13,0,1,-0.12
KIA,남하준,-0.28,11,0,0,0,1,1,0,1,10.1,11,10,55,18,4,0,4,6,0,1,6,0,1,-0.38
KIA,놀린,3.49,21,0,0,21,8,8,0,0,124.0,41,34,512,115,19,2,7,24,1,8,108,1,4,1.79
KIA,다카하시,0.37,7,0,0,7,1,3,0,0,36.2,22,20,168,46,4,0,4,12,0,4,46,0,4,-0.32
KIA,로니,-0.78,10,0,0,9,3,3,0,0,44.1,36,29,208,47,7,1,7,28,0,3,32,1,2,-1.18
KIA,멩덴,3.09,21,0,0,21,8,3,0,0,120.0,53,48,502,109,18,2,12,35,0,8,104,3,2,0.51
KIA,문경찬,0.25,25,0,0,0,0,2,10,0,24.0,15,14,109,29,5,1,6,6,0,2,26,0,0,-0.21
KIA,박건우,0.13,3,0,0,0,0,0,0,0,3.0,0,0,11,2,0,0,0,1,0,1,3,0,0,0.01
KIA,박정수,0.18,7,0,0,0,0,0,0,1,7.1,3,3,28,5,2,1,1,4,0,1,5,0,0,-0.02
KIA,박준표,2.3800000000000003,116,0,0,0,10,5,6,23,106.30000000000001,55,44,475,110,16,1,10,35,5,17,73,0,2,-0.1399999999999999
KIA,박진태,-0.48,71,0,0,0,3,3,0,9,83.2,71,70,410,100,18,0,15,52,0,17,59,0,5,-1.1900000000000002
KIA,변시원,-0.09,5,0,0,0,1,0,0,0,5.2,6,4,32,9,1,0,0,6,0,1,1,0,0,-0.019999999999999997
KIA,브룩스,9.22,36,1,1,36,14,9,0,0,229.1,77,71,919,224,30,1,8,40,0,4,185,1,3,3.93
KIA,서덕원,-0.32999999999999996,35,0,0,0,1,0,0,1,44.400000000000006,40,39,207,50,10,1,12,18,0,3,30,0,6,-0.85
KIA,송후섭,-0.21,1,0,0,0,0,0,0,0,0.1,6,6,7,4,1,0,0,1,0,1,0,0,0,0.0
KIA,양승철,-0.17,15,0,0,1,0,0,0,0,28.2,26,25,144,41,9,0,4,24,0,3,13,0,3,-0.27
KIA,양현종,4.2,61,0,0,61,23,17,0,0,347.2,185,165,1489,350,73,7,27,114,1,8,290,0,10,-0.71
KIA,유승철,-0.69,21,0,0,0,3,0,0,0,19.0,20,16,93,21,5,0,5,16,1,0,14,0,8,0.05
KIA,윤중현,1.43,77,0,0,13,8,7,0,7,135.4,76,66,613,154,15,1,11,45,0,19,60,0,3,-0.96
KIA,이민우,-2.21,39,1,0,35,7,17,0,0,167.0,147,138,785,217,33,7,19,81,0,13,96,1,5,-5.05
KIA,이승재,-0.33999999999999997,26,0,0,0,2,1,0,5,25.0,20,20,122,26,2,0,5,18,0,4,18,1,3,-0.42
KIA,이의리,3.6100000000000003,48,0,0,47,14,15,0,0,248.2,121,104,1075,197,37,4,24,130,0,11,254,0,12,-0.22000000000000003
KIA,이준영,1.62,173,0,0,1,4,5,2,39,104.5,56,51,474,102,18,1,7,58,4,0,90,0,6,-0.75
KIA,임기영,4.98,79,0,0,76,21,31,1,0,409.29999999999995,228,217,1776,444,80,5,45,114,1,25,317,3,11,-1.62
KIA,장민기,0.43,21,0,0,0,2,1,0,2,23.1,11,9,114,13,3,1,1,29,0,4,22,0,2,-0.67
KIA,장재혁,0.0,3,0,0,0,0,0,0,0,3.0,2,2,15,3,0,0,0,3,0,0,4,0,3,-0.02
KIA,장지수,0.41000000000000003,10,0,0,0,0,0,0,0,16.1,6,5,76,11,2,0,1,14,0,3,6,0,2,0.04999999999999999
KIA,장현식,2.7300000000000004,151,0,0,3,6,12,2,59,159.3,90,86,728,173,31,4,18,84,4,6,142,0,21,-0.31999999999999995
KIA,전상현,2.9000000000000004,112,0,0,0,8,7,17,36,106.30000000000001,47,35,452,92,19,1,7,44,2,0,125,0,5,2.87
KIA,정해영,7.04,166,0,0,0,13,14,67,11,158.3,54,51,679,143,27,2,10,70,4,6,124,0,8,3.53
KIA,차명진,-0.33,5,0,0,3,0,1,0,0,10.299999999999999,14,14,63,15,3,0,1,13,0,3,6,0,0,-0.42
KIA,최용준,-0.4,3,0,0,2,0,1,0,0,6.1,10,10,39,11,4,1,3,7,0,1,6,0,0,-0.41
KIA,최정용,0.01,1,0,0,0,0,0,0,0,0.1,0,0,2,1,0,1,0,0,0,0,0,0,0,0.0
KIA,최지민,-0.27,6,0,0,0,0,0,0,0,6.0,9,9,36,12,2,0,1,5,0,1,7,0,1,-0.15
KIA,파노니,1.9,14,0,0,14,3,4,0,0,82.2,32,24,348,78,6,1,5,24,0,2,73,0,5,0.58
KIA,한승혁,-0.55,32,0,0,21,4,6,0,0,103.3,67,59,479,125,18,4,4,50,0,8,86,0,8,-2.16
KIA,홍건희,0.1,10,0,0,0,0,0,0,0,12.0,8,8,48,11,2,2,3,2,0,0,9,0,0,-0.51
KIA,홍상삼,1.3599999999999999,130,0,0,0,10,7,0,30,105.2,62,60,489,84,27,0,14,88,2,7,113,0,12,-0.56
KIA,황윤호,-0.01,2,0,0,0,0,0,0,0,0.30000000000000004,1,0,5,2,0,0,0,0,0,0,0,0,0,0.0
KIA,황인준,0.08,3,0,0,0,0,0,0,0,4.0,2,2,18,6,1,0,1,2,0,0,1,0,0,0.0
LG,강효종,0.09,1,0,0,1,1,0,0,0,5.0,2,2,22,5,0,0,0,4,0,0,4,0,0,0.05
LG,고우석,7.49,164,0,0,0,5,11,89,1,159.4,49,43,663,121,26,2,11,63,10,6,199,0,11,3.6700000000000004
LG,고효준,0.04,3,0,0,0,0,0,0,0,2.1,1,1,10,3,0,1,0,0,0,0,1,0,0,-0.14
LG,김단우,-0.49,37,0,0,0,4,0,0,3,35.300000000000004,32,26,181,44,11,2,8,26,1,2,32,0,4,-0.51
LG,김대유,3.2699999999999996,126,0,0,0,6,2,0,37,91.5,30,28,395,73,8,2,4,31,3,18,93,0,2,2.0300000000000002
LG,김영준,0.38,2,0,0,2,0,0,0,0,9.2,2,2,43,8,2,0,1,4,0,3,7,0,1,0.3
LG,김윤식,2.38,81,0,0,37,17,13,0,3,247.5,133,121,1092,277,47,4,15,87,4,13,175,3,6,-0.5800000000000001
LG,김주완,0.05,1,0,0,0,0,0,0,0,1.0,0,0,5,1,0,0,0,1,0,0,0,0,0,0.03
LG,김지용,0.03,7,0,0,0,0,0,0,0,7.2,6,6,34,7,3,0,1,3,0,1,9,0,0,0.03
LG,김진성,1.53,67,0,0,0,6,3,0,12,58.0,21,20,236,44,6,1,6,22,3,1,54,0,2,0.61
LG,김진수,0.03,3,0,0,0,0,0,0,0,2.1,1,1,9,2,1,0,0,0,0,0,2,0,0,-0.04
LG,김태형,-0.12,2,0,0,0,0,0,0,0,1.0,3,3,6,0,0,0,0,2,0,1,1,0,0,0.01
LG,남호,0.21,6,0,0,3,0,0,0,0,18.1,9,8,82,13,3,1,1,12,0,1,14,0,0,-0.16
LG,류원석,-0.58,10,0,0,1,0,1,0,0,10.2,18,10,65,9,4,0,1,20,0,5,13,0,0,-0.41000000000000003
LG,문광은,-0.08,4,0,0,0,0,0,0,0,4.0,5,5,21,7,3,1,1,2,0,0,4,0,0,0.0
LG,배재준,1.02,32,0,0,11,2,3,0,0,63.300000000000004,28,23,280,64,14,2,1,28,0,7,46,0,1,-0.04999999999999999
LG,백승현,0.04999999999999993,28,0,0,0,0,1,0,2,26.2,17,16,118,28,4,1,2,13,2,2,13,0,0,-0.15000000000000002
LG,백청훈,-0.08,2,0,0,0,0,0,0,0,1.1,3,3,8,4,1,0,1,0,0,0,0,0,0,-0.01
LG,성재헌,0.09,4,0,0,0,0,0,0,0,4.1,2,2,20,6,1,0,0,1,0,1,1,0,0,0.06
LG,손주영,-0.56,10,0,0,9,1,4,0,0,38.4,32,32,185,41,10,3,4,28,0,4,29,0,1,-0.97
LG,송승기,0.02,7,0,0,0,0,1,0,0,8.1,5,5,40,9,2,0,1,6,0,0,10,0,1,-0.31
LG,송은범,1.56,116,0,0,1,7,5,2,12,119.3,60,57,518,129,18,1,8,42,2,5,60,0,6,0.22
LG,수아레즈,4.43,23,0,0,22,10,2,0,0,115.1,33,28,473,91,16,2,4,41,0,4,126,0,2,2.6
LG,여건욱,-0.27,25,0,0,0,1,3,1,2,27.2,24,22,124,36,8,1,8,4,0,3,18,0,2,-0.94
LG,오석주,0.07,13,0,0,0,0,0,0,0,11.3,7,7,53,13,1,1,1,6,0,0,9,0,0,-0.2
LG,윌슨,1.1,25,0,0,25,10,8,0,0,144.2,81,71,628,161,23,2,13,39,0,8,109,1,3,-0.67
LG,이민호,2.41,71,0,0,64,24,21,0,0,331.3,181,168,1451,329,59,5,32,132,2,31,240,1,19,-0.22999999999999998
LG,이상규,-0.30000000000000004,35,0,0,0,2,3,4,1,37.0,29,29,181,53,12,1,5,23,0,2,22,0,2,-0.96
LG,이상영,0.29,21,0,0,9,1,1,0,0,50.0,28,24,228,48,8,0,7,32,0,8,30,0,3,-0.34
LG,이우찬,1.15,55,0,0,6,5,1,0,2,82.4,41,36,373,74,9,1,6,53,1,4,73,0,4,0.2499999999999999
LG,이정용,3.76,165,0,0,0,10,7,1,41,162.3,66,58,681,139,30,3,13,55,4,5,147,1,3,1.34
LG,이지강,0.25,4,0,0,1,0,0,0,0,11.0,6,6,56,12,2,0,0,13,0,0,6,0,1,0.14
LG,이찬혁,-0.039999999999999994,5,0,0,0,0,0,0,0,4.1,4,4,23,5,1,0,1,5,0,1,3,0,2,0.0
LG,임준형,0.34,16,0,0,9,2,3,0,1,53.0,30,28,234,60,9,0,2,18,0,6,47,0,2,-0.49999999999999994
LG,임찬규,2.79,67,0,0,66,17,28,0,0,340.6,181,164,1487,332,51,8,31,145,1,15,280,0,12,-0.8500000000000001
LG,정용운,-0.1,3,0,0,0,0,0,0,0,1.2,3,3,9,3,1,0,0,1,0,0,3,0,0,0.0
LG,정우영,8.05,202,0,0,0,13,10,7,82,198.0,60,59,816,139,17,2,6,87,9,25,140,0,3,5.87
LG,정찬헌,2.16,31,1,1,31,13,6,0,0,168.1,80,69,719,185,34,3,15,43,0,6,116,0,7,0.8300000000000001
LG,조원태,0.18,2,0,0,0,0,0,0,0,4.0,0,0,14,1,0,0,0,2,0,1,0,0,0,0.02
LG,진해수,3.0,190,0,0,0,9,2,0,39,139.1,56,47,598,134,16,3,6,52,3,8,133,0,8,0.54
LG,차우찬,0.13,18,0,0,18,7,6,0,0,86.1,53,51,386,87,17,1,10,41,1,5,63,0,1,-0.37
LG,채지선,0.45999999999999996,17,0,0,0,0,0,0,1,20.1,8,6,97,16,5,0,0,20,0,1,20,2,2,0.06
LG,최동환,1.81,109,0,0,0,4,2,0,4,112.2,52,51,466,105,18,2,11,33,0,5,74,0,6,0.0
LG,최성훈,2.5700000000000003,139,0,0,0,1,1,0,11,106.4,37,32,463,99,15,4,4,48,5,5,79,0,3,0.05999999999999994
LG,켈리,14.41,85,1,1,85,44,19,0,0,516.2,181,173,2113,464,64,5,38,135,3,24,429,1,14,6.7
LG,플럿코,4.79,28,0,0,28,15,5,0,0,162.0,53,43,644,125,18,2,13,38,2,2,149,0,6,2.44
LG,한선태,-0.06,1,0,0,0,0,0,0,0,1.0,2,2,7,3,0,0,0,2,0,0,0,0,1,0.0
LG,함덕주,0.62,29,0,0,3,1,2,0,1,33.2,14,13,156,29,4,1,2,24,1,4,31,0,2,-0.49
LG,허준혁,-0.16,6,0,0,0,0,0,0,0,4.2,6,5,27,11,1,1,3,2,0,0,4,0,0,-0.04
NC,강동연,-0.49,40,0,0,3,4,4,0,2,55.2,48,46,259,68,15,2,9,28,1,2,34,0,4,-1.9400000000000002
NC,강윤구,-0.28,31,0,0,1,1,1,0,3,23.0,20,20,115,36,8,0,4,13,0,0,18,0,2,-0.91
NC,강태경,0.01,3,0,0,3,0,1,0,0,12.2,8,8,61,13,3,0,2,10,0,2,10,0,2,-0.36
NC,구창모,8.58,34,0,0,33,20,5,0,1,204.3,52,44,799,150,28,0,14,47,0,4,210,0,9,5.29
NC,김건태,0.20999999999999996,55,0,0,0,1,1,0,4,59.3,38,32,270,53,14,0,7,44,2,4,58,0,7,-0.6000000000000001
NC,김시훈,1.88,59,0,0,7,4,5,0,11,83.1,35,30,365,75,10,0,7,43,0,4,79,1,2,0.44
NC,김영규,2.2,129,0,0,21,9,12,1,20,196.4,113,104,851,208,25,4,27,64,4,10,143,2,11,-1.75
NC,김진성,0.3899999999999999,90,0,0,0,5,4,1,15,84.30000000000001,50,44,364,84,18,2,11,28,4,1,93,0,4,-0.1200000000000001
NC,김진호,-0.66,40,0,0,4,4,2,1,0,53.300000000000004,43,42,257,69,6,0,12,31,0,2,43,0,12,-1.54
NC,김태경,1.46,24,0,0,10,3,2,0,1,60.1,24,24,262,47,10,0,5,31,0,6,42,0,3,0.42
NC,김태현,-0.22999999999999998,8,0,0,0,0,0,0,0,6.199999999999999,10,8,42,7,1,0,0,11,0,4,4,0,4,-0.04
NC,노시훈,0.08,5,0,0,0,0,0,0,0,4.2,2,2,22,4,1,0,1,4,0,0,2,0,0,-0.03
NC,더모디,-0.14,8,0,0,8,3,5,0,0,39.2,27,20,179,42,8,0,3,13,0,7,37,0,1,-0.81
NC,라이트,2.01,29,0,0,29,11,9,0,0,157.2,87,82,696,164,27,2,12,63,0,10,125,2,5,-1.57
NC,루친스키,14.45,91,0,0,91,44,27,0,0,554.4,220,189,2321,517,70,6,40,146,1,29,538,2,26,7.72
NC,류진욱,1.26,98,0,0,0,5,2,1,11,92.2,46,37,418,92,14,2,5,54,0,4,71,1,7,0.15000000000000008
NC,문경찬,0.08,66,0,0,0,0,4,0,15,59.0,40,32,258,47,11,0,11,29,1,0,43,0,1,-0.62
NC,박동수,0.03,10,0,0,0,0,0,0,0,14.2,10,9,74,11,3,0,0,21,0,1,15,0,1,0.04
NC,박정수,0.71,18,0,0,6,4,1,0,1,41.2,21,21,185,36,7,0,5,28,0,6,35,0,1,-0.22000000000000003
NC,박진우,0.49,52,0,0,1,2,2,0,8,54.0,31,27,238,53,9,0,2,18,1,7,34,0,1,-0.39
NC,배민서,0.25,45,0,0,2,1,0,0,0,53.1,38,33,251,68,9,0,7,24,0,4,32,0,3,0.37
NC,배재환,0.87,53,0,0,0,1,3,0,12,43.0,22,19,209,38,7,2,4,35,3,9,33,2,5,-1.88
NC,소이현,-0.18,23,0,0,0,0,0,0,0,22.299999999999997,21,17,118,21,5,0,2,26,0,1,18,0,2,-0.32
NC,손정욱,0.05,31,0,0,0,1,0,0,0,24.1,17,16,119,33,4,3,2,12,0,1,13,0,1,-0.31
NC,송명기,2.18,85,0,0,58,22,19,0,0,317.5,187,171,1442,341,73,6,38,151,2,26,280,1,18,-1.15
NC,신민혁,3.19,73,0,0,55,15,18,0,0,305.1,166,158,1342,340,65,4,42,88,1,18,238,3,7,-0.97
NC,심창민,-0.53,11,0,0,0,1,2,0,0,6.1,10,10,37,9,2,0,0,7,0,3,6,0,2,-0.53
NC,안인산,0.060000000000000005,8,0,0,0,0,0,0,0,7.2,5,4,37,3,1,0,0,7,0,3,9,0,3,-0.05
NC,원종현,4.02,187,0,0,0,10,7,45,19,173.1,79,73,750,178,22,1,14,60,3,6,136,0,10,-0.8700000000000001
NC,이승헌,-0.08,8,0,0,0,0,0,0,0,7.1,7,6,38,12,3,0,1,2,0,1,9,0,0,-0.08
NC,이용준,-0.62,12,0,0,2,0,1,0,0,23.2,27,25,128,36,11,1,4,17,0,3,20,0,5,-0.77
NC,이용찬,4.640000000000001,98,0,0,0,4,6,38,3,97.2,27,23,404,83,10,1,5,24,3,4,96,1,3,2.5700000000000003
NC,이우석,-0.16,13,0,0,0,1,1,0,0,10.399999999999999,10,10,60,14,4,0,1,10,0,5,9,0,0,-0.13
NC,이재학,-0.10999999999999999,62,2,1,53,14,20,0,0,264.2,172,162,1186,254,51,4,33,149,0,19,198,2,13,-2.08
NC,이호중,0.02,4,0,0,0,0,0,0,0,4.1,3,3,23,7,0,0,1,2,0,1,3,0,0,-0.03
NC,임정호,1.44,162,0,0,0,3,8,0,40,100.2,54,46,444,90,10,2,6,52,2,12,92,1,0,0.77
NC,임창민,0.38,90,0,0,0,7,5,0,28,77.30000000000001,49,39,357,74,18,1,6,43,2,6,73,0,10,-1.37
NC,임형원,0.0,1,0,0,0,0,0,0,0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.01
NC,장현식,-0.18,9,0,0,0,1,0,0,0,9.2,11,10,48,12,1,1,1,6,0,1,4,0,3,-0.15
NC,전사민,0.09,7,0,0,0,0,0,0,0,8.1,4,3,34,5,0,0,1,6,0,0,2,0,0,-0.04
NC,정구범,-0.05,2,0,0,0,0,0,0,0,1.1,2,2,6,1,0,0,1,1,0,0,2,0,0,-0.01
NC,조민석,0.14,18,0,0,0,0,1,0,0,16.0,9,8,76,17,1,0,2,12,0,2,14,0,2,-0.33
NC,최금강,0.41,20,0,0,0,2,1,1,0,28.0,14,14,129,29,6,0,4,17,0,2,25,0,3,-0.36
NC,최성영,-0.14,14,0,0,13,2,4,0,0,60.2,45,41,278,67,14,0,13,35,0,3,27,0,2,-2.09
NC,파슨스,4.75,32,1,0,32,5,10,0,0,176.0,75,72,759,143,20,4,13,84,0,12,191,1,18,0.62
NC,하준수,0.02,2,0,0,0,0,0,0,0,3.0,2,2,15,3,1,0,0,3,0,0,1,0,0,0.0
NC,하준영,0.32,47,0,0,0,3,0,0,4,39.0,22,20,164,28,5,0,3,14,1,3,44,0,2,-0.02
NC,한재승,0.26,12,0,0,0,0,0,0,2,10.2,4,3,54,13,2,0,0,10,1,1,11,0,0,0.02
NC,홍성무,-0.53,11,0,0,0,0,0,1,0,15.0,22,21,82,21,3,0,3,13,0,1,12,0,1,-0.12
NC,홍성민,2.34,83,0,0,0,4,4,0,22,67.1,23,21,289,73,13,0,5,18,2,4,40,1,4,1.3199999999999998
SK,강지광,0.0,6,0,0,0,0,0,0,0,3.2,3,2,20,7,0,0,1,1,0,0,4,0,0,-0.24
SK,김사윤,0.36,57,0,0,0,1,1,1,10,47.1,30,27,226,37,8,1,5,45,1,8,42,0,6,-0.14
SK,김세현,0.24,42,0,0,0,2,0,1,7,42.0,28,27,187,44,7,0,7,22,0,1,35,0,1,-0.95
SK,김주온,-0.1,29,0,0,0,0,3,0,0,31.0,27,26,160,46,7,0,5,22,0,5,18,0,5,-0.68
SK,김주한,-0.75,22,0,0,7,1,7,0,0,46.0,43,38,220,60,7,1,7,20,0,8,22,0,4,-1.84
SK,김찬호,-0.19,3,0,0,0,0,0,0,0,2.0,6,6,14,5,0,0,1,4,0,0,1,0,0,-0.02
SK,김태훈,-0.44,33,0,0,8,1,6,0,4,62.0,52,51,281,61,13,0,8,39,0,4,43,0,10,-1.78
SK,김택형,-0.74,31,0,0,0,1,3,0,3,23.0,26,22,114,26,2,1,5,20,1,0,22,0,6,-0.69
SK,문승원,3.82,25,1,0,25,6,8,0,0,145.2,64,59,610,136,29,0,13,45,0,6,117,0,2,0.65
SK,박민호,2.29,57,0,0,0,2,1,4,11,52.0,16,14,215,43,9,0,4,19,0,2,36,0,0,-0.61
SK,박종훈,1.9,29,0,0,28,13,11,0,0,157.1,90,84,691,146,21,3,14,78,1,22,134,0,5,-1.54
SK,박희수,0.25,28,0,0,0,0,1,0,0,24.2,16,15,112,28,6,0,4,10,1,0,26,0,2,-0.21
SK,백승건,-0.6,10,0,0,7,0,5,0,0,29.1,29,26,156,37,5,0,7,31,0,2,28,0,1,-1.5
SK,서동민,0.1,9,0,0,0,0,0,0,0,8.1,5,5,38,10,2,0,2,4,0,0,7,0,0,-0.01
SK,서진용,1.09,63,0,0,0,2,7,8,12,61.0,33,28,264,52,4,1,11,34,1,1,56,0,7,-1.57
SK,신재웅,-0.25,24,0,0,0,2,0,0,0,19.1,20,20,93,26,3,2,5,14,0,0,11,0,0,-0.1
SK,양선률,-0.01,1,0,0,0,0,0,0,0,1.0,1,1,5,1,0,0,1,2,0,0,0,0,0,-0.01
SK,오원석,-0.18,8,0,0,1,0,1,0,0,9.2,10,6,50,12,1,0,1,6,0,1,9,1,1,-0.21
SK,윤강민,-0.16,1,0,0,0,0,0,0,0,0.2,5,5,8,4,1,0,0,1,0,1,1,0,0,-0.01
SK,윤희상,0.12,4,0,0,1,0,0,0,0,3.0,1,1,11,1,0,0,0,2,0,0,2,0,0,-0.03
SK,이건욱,1.03,27,0,0,25,6,12,0,0,122.0,77,77,542,105,16,4,11,81,0,6,91,1,6,-1.61
SK,이원준,-0.09,17,0,0,0,0,1,0,0,19.1,17,16,100,28,5,2,3,16,2,0,17,0,7,-0.61
SK,이태양,0.6,46,0,0,0,2,1,0,4,47.1,28,27,211,57,10,0,7,11,1,1,37,0,2,0.31
SK,정수민,1.01,3,0,0,3,1,0,0,0,15.2,2,2,61,11,4,0,0,5,0,0,11,0,0,0.56
SK,정영일,-0.25,29,0,0,0,2,2,2,2,23.1,20,17,114,31,5,0,6,11,1,3,17,1,3,-0.45
SK,조이현,0.54,35,0,0,7,2,4,0,0,77.0,52,51,340,96,18,1,12,25,0,2,38,0,4,-0.71
SK,킹엄,-0.32,2,0,0,2,0,2,0,0,10.2,11,8,52,16,4,0,1,4,0,0,6,0,1,-0.55
SK,핀토,-0.28,30,0,0,30,6,15,0,0,162.0,121,111,766,198,35,1,19,90,3,11,112,2,11,-2.27
SK,하재훈,-0.62,15,0,0,0,1,1,4,0,13.0,13,11,66,19,3,0,2,8,0,0,10,0,1,-2.12
SSG,가빌리오,0.02,15,0,0,15,6,4,0,0,81.1,54,53,351,88,18,0,7,30,1,6,70,0,3,-0.68
SSG,강지광,-0.13,1,0,0,0,0,0,0,0,1.0,4,4,10,3,0,0,0,4,0,0,1,0,0,0.0
SSG,고효준,0.61,45,0,0,0,1,0,0,7,38.2,18,16,174,35,6,2,1,20,2,2,35,0,7,0.37
SSG,김강민,-0.02,1,0,0,0,0,0,0,0,0.2,1,1,4,1,0,0,1,1,0,0,1,0,0,0.0
SSG,김건우,-0.09999999999999999,8,0,0,5,0,1,0,0,14.0,10,9,71,13,2,0,2,16,0,0,8,0,1,-0.30000000000000004
SSG,김광현,6.1,28,0,0,28,13,3,0,0,173.1,48,41,694,141,16,2,10,45,2,5,153,0,1,3.63
SSG,김사윤,-0.72,6,0,0,6,0,1,0,0,17.1,20,19,92,20,1,0,5,20,0,4,21,0,1,-1.33
SSG,김상수,0.19,58,0,0,0,4,3,7,5,66.1,41,41,310,80,10,1,12,34,3,2,47,0,2,0.019999999999999997
SSG,김세현,-0.14,5,0,0,0,0,0,0,0,4.1,5,5,28,9,2,0,0,7,1,0,5,1,0,-0.05
SSG,김주온,-0.039999999999999994,7,0,0,0,0,0,0,0,6.0,5,5,30,4,2,0,1,7,0,1,7,0,0,-0.07
SSG,김태훈,-0.21000000000000002,74,0,0,0,2,4,2,18,63.1,41,38,299,61,6,0,9,49,3,9,50,1,4,-0.16999999999999998
SSG,김택형,3.35,123,0,0,0,8,6,24,14,135.2,56,53,577,118,20,0,11,64,6,6,124,0,9,2.08
SSG,노경은,2.43,41,0,0,8,12,5,1,7,79.2,28,27,323,69,10,0,5,23,0,4,55,0,5,1.21
SSG,노바,-0.85,12,0,0,12,3,4,0,0,63.2,50,46,291,78,10,2,5,25,0,5,32,1,9,-0.8
SSG,르위키,0.32,4,0,0,4,1,0,0,0,14.1,6,6,56,15,3,0,2,2,0,0,9,0,0,0.17
SSG,모리만도,3.12,12,0,0,12,7,1,0,0,75.1,19,14,304,57,8,0,2,23,0,4,67,0,2,2.28
SSG,문승원,1.34,32,0,0,9,3,3,3,3,74.3,35,30,324,74,20,0,4,25,0,4,57,0,1,-0.15000000000000002
SSG,박민호,1.19,62,0,0,0,5,1,1,9,63.0,28,28,278,71,7,0,6,22,1,6,31,0,0,-0.71
SSG,박시후,-0.06,2,0,0,0,0,0,0,0,1.0,2,2,6,3,1,0,0,0,0,0,0,0,0,-0.01
SSG,박종훈,1.05,20,0,0,20,7,7,0,0,102.1,53,49,442,92,11,1,8,38,0,15,81,2,3,0.27
SSG,서동민,0.49,40,0,0,0,1,1,0,5,47.1,26,21,204,40,7,1,8,28,0,2,43,0,4,0.86
SSG,서진용,3.0,133,0,0,0,14,8,30,15,134.2,60,55,594,121,18,2,14,79,10,3,117,0,9,0.6800000000000002
SSG,신재영,-0.12000000000000001,24,0,0,1,0,0,0,0,32.2,24,24,145,44,7,1,5,2,0,4,31,0,2,-0.5800000000000001
SSG,신재웅,0.11,8,0,0,0,0,0,0,0,8.1,4,4,37,6,1,0,0,5,0,0,9,1,0,0.03
SSG,신헌민,-0.06,1,0,0,0,0,0,0,0,1.0,2,1,5,3,0,0,0,0,0,0,1,0,0,-0.01
SSG,양선률,-0.19,1,0,0,1,0,1,0,0,1.0,3,3,10,3,0,0,0,3,0,1,1,0,1,-0.28
SSG,오원석,-0.30000000000000004,64,0,0,45,13,14,0,2,254.0,163,144,1163,283,41,5,27,131,2,13,207,1,8,-3.72
SSG,윤태현,-0.05,3,0,0,0,0,0,0,0,2.0,2,2,10,2,0,0,0,2,0,0,2,1,0,-0.27
SSG,이건욱,-0.74,6,0,0,5,0,2,0,0,15.2,19,19,86,18,4,0,5,23,0,1,7,0,0,-1.08
SSG,이채호,-0.14,3,0,0,0,0,0,0,0,5.0,7,4,27,8,0,0,2,3,0,0,3,0,1,-0.01
SSG,이태양,2.17,70,0,0,31,13,13,0,5,215.2,116,111,928,239,41,1,40,56,3,6,123,0,2,-0.31999999999999995
SSG,장지훈,1.9700000000000002,100,0,0,0,4,5,1,16,135.1,66,61,573,140,20,4,12,30,3,7,84,1,5,-0.97
SSG,전영준,-0.07,4,0,0,1,0,0,0,0,5.0,4,4,25,7,2,0,2,3,0,1,7,0,1,0.05
SSG,정동윤,0.07,1,0,0,0,0,0,0,0,2.0,0,0,7,1,0,0,0,1,0,0,0,0,0,0.0
SSG,정성곤,-0.05,2,0,0,0,0,0,0,0,2.2,3,3,13,1,0,0,1,3,0,1,3,0,0,-0.06
SSG,정수민,-0.27,10,0,0,7,1,2,0,0,30.1,24,23,151,34,5,1,6,27,1,1,22,0,1,-0.59
