순위,이름,팀,WAR,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WPA
196,강윤구,20N, -0.07 , 30 , 0 , 0 , 0 , 1 , 1 , 0 , 3 , 21.0 , 16 , 16 , 103 , 31 , 7 , 0 , 3 , 11 , 0 , 0 , 15 , 0 , 2 , 6.86 , 5.56 , 2.00 , 71.3 , 87.3 , -0.63 
197,이선우,20K, -0.07 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.0 , 3 , 3 , 13 , 6 , 1 , 0 , 1 , 1 , 0 , 0 , 1 , 0 , 0 , 13.50 , 10.56 , 3.50 , 35.6 , 44.6 , -0.07 
198,김명찬,20K, -0.07 , 21 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 8.2 , 7 , 6 , 54 , 13 , 3 , 0 , 2 , 12 , 0 , 2 , 11 , 0 , 4 , 6.23 , 8.86 , 2.89 , 77.0 , 54.2 , -1.53 
199,정대현,20키, -0.08 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 2.2 , 3 , 3 , 13 , 5 , 1 , 0 , 1 , 0 , 0 , 0 , 3 , 0 , 0 , 10.13 , 6.18 , 1.88 , 46.6 , 72.2 , -0.16 
200,김성민,20키, -0.08 , 25 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 23.2 , 19 , 17 , 112 , 28 , 6 , 0 , 3 , 12 , 2 , 3 , 21 , 0 , 1 , 6.46 , 5.08 , 1.69 , 73.0 , 91.1 , -0.77 
201,박명현,20롯, -0.08 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.2 , 2 , 2 , 6 , 3 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 27.00 , 8.06 , 6.00 , 18.0 , 59.2 , -0.02 
202,문광은,20L, -0.08 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4.0 , 5 , 5 , 21 , 7 , 3 , 1 , 1 , 2 , 0 , 0 , 4 , 0 , 0 , 11.25 , 6.31 , 2.25 , 41.1 , 71.5 , -0.00 
203,백청훈,20L, -0.08 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.1 , 3 , 3 , 8 , 4 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 20.25 , 13.31 , 3.00 , 22.9 , 33.1 , -0.01 
204,이원준,20S, -0.09 , 17 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 19.1 , 17 , 16 , 100 , 28 , 5 , 2 , 3 , 16 , 2 , 0 , 17 , 0 , 7 , 7.45 , 5.99 , 2.28 , 64.8 , 81.5 , -0.61 
205,이승민,20삼, -0.09 , 7 , 0 , 0 , 5 , 1 , 3 , 0 , 0 , 26.1 , 21 , 20 , 128 , 34 , 5 , 0 , 5 , 19 , 1 , 0 , 16 , 0 , 0 , 6.84 , 6.86 , 2.01 , 71.8 , 71.6 , -0.69 
206,정용운,20L, -0.10 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.2 , 3 , 3 , 9 , 3 , 1 , 0 , 0 , 1 , 0 , 0 , 3 , 0 , 0 , 16.20 , 1.76 , 2.40 , 28.6 , 269.2 , 0.00 
207,김주온,20S, -0.10 , 29 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 31.0 , 27 , 26 , 160 , 46 , 7 , 0 , 5 , 22 , 0 , 5 , 18 , 0 , 5 , 7.55 , 7.10 , 2.19 , 63.9 , 68.6 , -0.68 
208,윤규진,20한, -0.10 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.2 , 5 , 3 , 19 , 7 , 0 , 0 , 1 , 1 , 0 , 0 , 4 , 0 , 0 , 7.36 , 5.74 , 2.18 , 64.2 , 83.6 , -0.05 
209,이우찬,20L, -0.11 , 4 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 4.2 , 6 , 6 , 30 , 9 , 2 , 0 , 1 , 7 , 0 , 2 , 4 , 0 , 0 , 11.57 , 10.41 , 3.43 , 40.0 , 44.2 , -0.03 
210,김정후,20키, -0.11 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.0 , 4 , 4 , 20 , 7 , 0 , 0 , 1 , 4 , 0 , 0 , 3 , 0 , 0 , 12.00 , 9.89 , 3.67 , 39.3 , 46.4 , -0.19 
211,금민철,20K, -0.12 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.1 , 4 , 4 , 15 , 6 , 1 , 0 , 0 , 1 , 0 , 2 , 2 , 0 , 0 , 15.43 , 5.70 , 3.00 , 31.1 , 82.3 , -0.13 
212,이교훈,20두, -0.13 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4.1 , 6 , 5 , 24 , 6 , 2 , 0 , 1 , 4 , 0 , 0 , 3 , 0 , 1 , 10.38 , 7.94 , 2.31 , 44.6 , 57.6 , -0.05 
213,박관진,20키, -0.13 , 1 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0.1 , 1 , 1 , 3 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 27.00 , 6.56 , 6.00 , 17.5 , 71.3 , -0.36 
214,한승주,20한, -0.14 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 1.2 , 3 , 3 , 10 , 3 , 0 , 0 , 1 , 2 , 0 , 0 , 2 , 0 , 0 , 16.20 , 12.56 , 3.00 , 29.2 , 38.2 , -0.22 
215,최성영,20N, -0.14 , 14 , 0 , 0 , 13 , 2 , 4 , 0 , 0 , 60.2 , 45 , 41 , 278 , 67 , 14 , 0 , 13 , 35 , 0 , 3 , 27 , 0 , 2 , 6.08 , 7.33 , 1.68 , 80.3 , 66.3 , -2.09 
216,안현준,20K, -0.14 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.1 , 4 , 4 , 5 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 1 , 108.00 , 21.56 , 12.00 , 4.4 , 22.0 , -0.00 
217,김지용,20L, -0.14 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.2 , 6 , 6 , 18 , 5 , 1 , 0 , 1 , 2 , 0 , 0 , 4 , 0 , 0 , 14.73 , 6.56 , 1.91 , 31.4 , 68.6 , 0.01 
218,박신지,20두, -0.14 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.0 , 6 , 6 , 18 , 9 , 3 , 1 , 0 , 1 , 0 , 0 , 3 , 0 , 1 , 18.00 , 2.56 , 3.33 , 25.7 , 186.1 , -0.00 
219,박세진,20K, -0.15 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.1 , 4 , 4 , 5 , 2 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 108.00 , 21.56 , 9.00 , 4.4 , 21.7 , -0.01 
220,정태승,20롯, -0.15 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.2 , 4 , 4 , 11 , 4 , 1 , 0 , 1 , 2 , 0 , 0 , 1 , 0 , 0 , 21.60 , 13.76 , 3.60 , 22.6 , 35.0 , -0.11 
221,윤성환,20삼, -0.16 , 5 , 1 , 0 , 5 , 0 , 2 , 0 , 0 , 18.2 , 14 , 12 , 84 , 19 , 4 , 2 , 0 , 11 , 0 , 3 , 4 , 0 , 0 , 5.79 , 5.38 , 1.61 , 84.8 , 89.1 , -0.39 
222,김강률,20두, -0.16 , 30 , 0 , 0 , 0 , 2 , 2 , 0 , 0 , 28.0 , 22 , 11 , 141 , 36 , 6 , 2 , 1 , 20 , 0 , 4 , 28 , 0 , 0 , 3.54 , 4.59 , 2.00 , 131.0 , 102.1 , -0.30 
223,윤강민,20S, -0.16 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.2 , 5 , 5 , 8 , 4 , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 0 , 67.50 , 9.56 , 7.50 , 7.1 , 51.3 , -0.01 
224,류희운,20K, -0.16 , 7 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 8.1 , 10 , 10 , 41 , 14 , 4 , 0 , 1 , 4 , 0 , 0 , 7 , 0 , 1 , 10.80 , 4.88 , 2.16 , 44.5 , 97.6 , -0.40 
225,신정락,20한, -0.17 , 16 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 12.0 , 12 , 12 , 57 , 15 , 3 , 1 , 2 , 7 , 0 , 2 , 14 , 0 , 2 , 9.00 , 5.64 , 1.83 , 52.5 , 84.9 , -0.23 
226,양승철,20K, -0.17 , 15 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 28.2 , 26 , 25 , 144 , 41 , 9 , 0 , 4 , 24 , 0 , 3 , 13 , 0 , 3 , 7.85 , 7.29 , 2.27 , 61.2 , 65.7 , -0.27 
227,차명진,20K, -0.17 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.1 , 5 , 5 , 6 , 3 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 135.00 , 21.56 , 9.00 , 3.6 , 22.2 , -0.01 
228,김도현,20한, -0.17 , 17 , 0 , 0 , 15 , 2 , 7 , 0 , 0 , 64.2 , 50 , 49 , 312 , 75 , 13 , 0 , 9 , 44 , 0 , 4 , 41 , 0 , 4 , 6.82 , 6.32 , 1.84 , 69.3 , 75.8 , -1.19 
229,김기탁,20한, -0.18 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7.0 , 10 , 7 , 40 , 13 , 4 , 0 , 1 , 5 , 0 , 0 , 3 , 0 , 0 , 9.00 , 6.70 , 2.57 , 52.5 , 71.6 , -0.03 
230,오원석,20S, -0.18 , 8 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 9.2 , 10 , 6 , 50 , 12 , 1 , 0 , 1 , 6 , 0 , 1 , 9 , 1 , 1 , 5.59 , 5.21 , 1.86 , 86.3 , 93.5 , -0.21 
231,김찬호,20S, -0.19 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.0 , 6 , 6 , 14 , 5 , 0 , 0 , 1 , 4 , 0 , 0 , 1 , 0 , 0 , 27.00 , 15.06 , 4.50 , 17.9 , 32.5 , -0.02 
232,장민재,20한, -0.19 , 24 , 0 , 0 , 10 , 2 , 7 , 0 , 0 , 57.1 , 44 , 43 , 267 , 86 , 19 , 2 , 5 , 13 , 0 , 2 , 32 , 0 , 1 , 6.75 , 4.36 , 1.73 , 70.0 , 109.8 , -2.07 
233,조영건,20키, -0.19 , 20 , 0 , 0 , 10 , 3 , 3 , 0 , 0 , 44.1 , 30 , 26 , 207 , 47 , 7 , 1 , 8 , 28 , 1 , 3 , 23 , 1 , 0 , 5.28 , 6.89 , 1.69 , 89.4 , 67.2 , -1.02 
234,이상규,20L, -0.20 , 28 , 0 , 0 , 0 , 2 , 3 , 4 , 1 , 31.0 , 23 , 23 , 152 , 45 , 10 , 1 , 4 , 21 , 0 , 1 , 18 , 0 , 2 , 6.68 , 6.20 , 2.13 , 69.3 , 74.5 , -0.98 
235,김대유,20L, -0.21 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.1 , 6 , 6 , 14 , 5 , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 0 , 23.14 , 5.27 , 2.57 , 20.0 , 89.7 , -0.04 
236,최영환,20롯, -0.21 , 6 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 10.0 , 11 , 7 , 53 , 19 , 3 , 0 , 4 , 3 , 0 , 1 , 7 , 0 , 1 , 6.30 , 8.56 , 2.20 , 77.3 , 56.4 , -0.47 
237,문대원,20두, -0.21 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5.2 , 9 , 6 , 30 , 12 , 3 , 0 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 9.53 , 9.20 , 2.47 , 48.6 , 49.1 , -0.12 
238,윤호솔,20한, -0.21 , 6 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 6.0 , 8 , 7 , 32 , 8 , 3 , 0 , 2 , 6 , 1 , 0 , 4 , 0 , 1 , 10.50 , 9.06 , 2.33 , 45.0 , 53.0 , -0.39 
239,김단우,20L, -0.21 , 33 , 0 , 0 , 0 , 4 , 0 , 0 , 3 , 32.1 , 24 , 21 , 158 , 37 , 7 , 2 , 6 , 23 , 1 , 1 , 28 , 0 , 3 , 5.85 , 6.37 , 1.86 , 79.2 , 71.7 , -0.45 
240,조제영,20두, -0.21 , 4 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 6.0 , 7 , 7 , 31 , 6 , 1 , 0 , 1 , 7 , 0 , 1 , 6 , 0 , 1 , 10.50 , 7.72 , 2.17 , 44.1 , 59.7 , -0.40 
241,김재열,20K, -0.23 , 14 , 0 , 0 , 0 , 0 , 1 , 0 , 2 , 17.1 , 16 , 14 , 89 , 23 , 6 , 0 , 3 , 12 , 1 , 3 , 13 , 0 , 0 , 7.27 , 6.73 , 2.02 , 66.0 , 71.0 , 0.00 
242,김진호,20N, -0.24 , 3 , 0 , 0 , 3 , 0 , 1 , 0 , 0 , 10.1 , 10 , 10 , 54 , 14 , 0 , 0 , 5 , 8 , 0 , 1 , 7 , 0 , 1 , 8.71 , 11.10 , 2.13 , 56.1 , 44.1 , -0.55 
243,이대은,20K, -0.25 , 20 , 0 , 0 , 4 , 0 , 4 , 1 , 0 , 29.1 , 23 , 19 , 142 , 36 , 6 , 0 , 4 , 13 , 3 , 5 , 15 , 0 , 8 , 5.83 , 5.84 , 1.67 , 82.4 , 81.2 , -2.73 
244,신재웅,20S, -0.25 , 24 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 19.1 , 20 , 20 , 93 , 26 , 3 , 2 , 5 , 14 , 0 , 0 , 11 , 0 , 0 , 9.31 , 7.95 , 2.07 , 51.8 , 61.6 , -0.10 
245,정영일,20S, -0.25 , 29 , 0 , 0 , 0 , 2 , 2 , 2 , 2 , 23.1 , 20 , 17 , 114 , 31 , 5 , 0 , 6 , 11 , 1 , 3 , 17 , 1 , 3 , 6.56 , 7.11 , 1.80 , 73.6 , 69.2 , -0.45 
246,김정인,20키, -0.26 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 6 , 6 , 12 , 6 , 3 , 0 , 0 , 3 , 0 , 0 , 1 , 0 , 0 , 54.00 , 10.56 , 9.00 , 8.7 , 44.8 , -0.07 
247,조병욱,20K, -0.26 , 9 , 0 , 0 , 4 , 0 , 1 , 0 , 0 , 28.1 , 24 , 24 , 131 , 39 , 4 , 0 , 4 , 13 , 0 , 1 , 11 , 0 , 0 , 7.62 , 6.10 , 1.84 , 63.0 , 77.8 , -0.51 
248,여건욱,20L, -0.27 , 25 , 0 , 0 , 0 , 1 , 3 , 1 , 2 , 27.2 , 24 , 22 , 124 , 36 , 8 , 1 , 8 , 4 , 0 , 3 , 18 , 0 , 2 , 7.16 , 6.77 , 1.45 , 64.7 , 66.3 , -0.94 
249,김윤식,20L, -0.28 , 23 , 0 , 0 , 11 , 2 , 4 , 0 , 2 , 67.2 , 50 , 47 , 308 , 87 , 16 , 1 , 7 , 24 , 0 , 6 , 38 , 1 , 2 , 6.25 , 5.11 , 1.64 , 74.0 , 90.5 , -1.24 
250,핀토,20S, -0.28 , 30 , 0 , 0 , 30 , 6 , 15 , 0 , 0 , 162.0 , 121 , 111 , 766 , 198 , 35 , 1 , 19 , 90 , 3 , 11 , 112 , 2 , 11 , 6.17 , 5.51 , 1.78 , 78.2 , 88.3 , -2.27 
251,신재영,20키, -0.30 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5.0 , 8 , 7 , 34 , 13 , 4 , 1 , 2 , 4 , 0 , 0 , 1 , 0 , 0 , 12.60 , 10.76 , 3.40 , 37.4 , 42.6 , -0.49 
252,킹엄,20S, -0.32 , 2 , 0 , 0 , 2 , 0 , 2 , 0 , 0 , 10.2 , 11 , 8 , 52 , 16 , 4 , 0 , 1 , 4 , 0 , 0 , 6 , 0 , 1 , 6.75 , 4.77 , 1.88 , 71.5 , 101.6 , -0.55 
253,권오준,20삼, -0.32 , 17 , 0 , 0 , 0 , 0 , 2 , 0 , 1 , 16.0 , 18 , 15 , 72 , 22 , 3 , 1 , 3 , 3 , 0 , 0 , 10 , 0 , 0 , 8.44 , 5.31 , 1.56 , 58.1 , 93.0 , -0.41 
254,박시영,20롯, -0.34 , 36 , 0 , 0 , 0 , 1 , 1 , 0 , 1 , 30.1 , 27 , 27 , 145 , 32 , 7 , 0 , 5 , 23 , 0 , 1 , 21 , 0 , 1 , 8.01 , 6.69 , 1.81 , 60.8 , 71.7 , -1.17 
255,황동재,20삼, -0.35 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.1 , 8 , 8 , 16 , 8 , 2 , 0 , 1 , 4 , 0 , 0 , 3 , 0 , 0 , 54.00 , 17.81 , 9.00 , 9.1 , 27.9 , -0.33 
256,권혁,20두, -0.36 , 15 , 0 , 0 , 0 , 2 , 2 , 0 , 2 , 7.2 , 9 , 8 , 38 , 11 , 1 , 1 , 0 , 4 , 0 , 0 , 7 , 0 , 1 , 9.39 , 3.30 , 1.96 , 49.3 , 144.1 , -0.14 
257,장원준,20두, -0.38 , 2 , 0 , 0 , 2 , 0 , 1 , 0 , 0 , 5.2 , 8 , 8 , 30 , 9 , 2 , 0 , 1 , 6 , 0 , 0 , 2 , 0 , 0 , 12.71 , 8.32 , 2.65 , 36.5 , 55.5 , -0.50 
258,이형범,20두, -0.39 , 27 , 0 , 0 , 0 , 1 , 2 , 1 , 1 , 25.2 , 22 , 22 , 122 , 30 , 6 , 0 , 5 , 16 , 2 , 2 , 13 , 0 , 1 , 7.71 , 6.95 , 1.79 , 60.1 , 65.9 , -2.18 
259,장원삼,20롯, -0.42 , 13 , 0 , 0 , 4 , 0 , 3 , 0 , 0 , 34.0 , 32 , 29 , 160 , 49 , 8 , 0 , 6 , 10 , 1 , 3 , 15 , 0 , 0 , 7.68 , 6.03 , 1.74 , 63.5 , 79.7 , -1.20 
260,김민,20K, -0.43 , 24 , 0 , 0 , 6 , 3 , 3 , 0 , 1 , 42.2 , 35 , 31 , 207 , 46 , 4 , 0 , 6 , 29 , 0 , 5 , 32 , 0 , 5 , 6.54 , 6.27 , 1.76 , 73.5 , 75.6 , -1.32 
261,이재익,20삼, -0.43 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.2 , 11 , 10 , 13 , 8 , 3 , 0 , 2 , 2 , 0 , 0 , 1 , 0 , 0 , 135.00 , 48.56 , 15.00 , 3.6 , 10.4 , -0.04 
262,김태훈,20S, -0.44 , 33 , 0 , 0 , 8 , 1 , 6 , 0 , 4 , 62.0 , 52 , 51 , 281 , 61 , 13 , 0 , 8 , 39 , 0 , 4 , 43 , 0 , 10 , 7.40 , 5.93 , 1.61 , 65.2 , 82.1 , -1.78 
263,이재학,20N, -0.50 , 19 , 0 , 0 , 19 , 5 , 6 , 0 , 0 , 90.2 , 66 , 66 , 410 , 105 , 21 , 1 , 14 , 43 , 0 , 5 , 61 , 1 , 4 , 6.55 , 5.81 , 1.63 , 74.6 , 83.5 , -1.36 
264,김현준,20K, -0.50 , 15 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 14.1 , 20 , 20 , 76 , 20 , 5 , 2 , 2 , 13 , 1 , 1 , 12 , 0 , 0 , 12.56 , 6.42 , 2.30 , 38.2 , 74.5 , 0.14 
265,박진태,20K, -0.50 , 12 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 18.2 , 27 , 27 , 105 , 32 , 7 , 0 , 9 , 16 , 0 , 4 , 14 , 0 , 0 , 13.02 , 11.54 , 2.57 , 36.9 , 41.4 , -0.11 
266,박승주,20키, -0.50 , 5 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 3.2 , 8 , 8 , 25 , 10 , 1 , 0 , 0 , 5 , 0 , 0 , 3 , 0 , 0 , 19.64 , 6.01 , 4.09 , 24.0 , 78.8 , -0.22 
267,황영국,20한, -0.51 , 21 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 19.1 , 22 , 22 , 101 , 29 , 4 , 0 , 3 , 14 , 1 , 2 , 17 , 0 , 3 , 10.24 , 6.14 , 2.22 , 46.2 , 78.0 , -0.23 
268,오동욱,20한, -0.52 , 4 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 10.0 , 19 , 15 , 60 , 22 , 4 , 0 , 3 , 7 , 0 , 2 , 5 , 0 , 0 , 13.50 , 9.16 , 2.90 , 35.0 , 52.4 , -0.39 
269,박주홍,20한, -0.52 , 11 , 0 , 0 , 5 , 0 , 5 , 0 , 0 , 24.2 , 24 , 23 , 117 , 30 , 6 , 0 , 5 , 16 , 0 , 0 , 19 , 0 , 2 , 8.39 , 6.60 , 1.87 , 56.3 , 72.7 , -1.37 
270,홍성무,20N, -0.53 , 11 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 15.0 , 22 , 21 , 82 , 21 , 3 , 0 , 3 , 13 , 0 , 1 , 12 , 0 , 1 , 12.60 , 7.36 , 2.27 , 38.8 , 66.0 , -0.12 
271,임준섭,20한, -0.53 , 10 , 0 , 0 , 1 , 0 , 2 , 0 , 1 , 8.2 , 13 , 13 , 49 , 18 , 5 , 0 , 1 , 6 , 0 , 0 , 6 , 0 , 1 , 13.50 , 5.75 , 2.77 , 35.0 , 83.5 , -0.28 
272,심창민,20삼, -0.54 , 23 , 0 , 0 , 0 , 2 , 2 , 0 , 3 , 20.1 , 20 , 17 , 98 , 18 , 0 , 1 , 3 , 18 , 0 , 2 , 21 , 0 , 4 , 7.52 , 6.36 , 1.77 , 65.2 , 76.8 , -0.22 
273,이용찬,20두, -0.54 , 5 , 0 , 0 , 5 , 1 , 3 , 0 , 0 , 26.2 , 25 , 25 , 125 , 41 , 8 , 0 , 7 , 6 , 0 , 0 , 15 , 0 , 1 , 8.44 , 6.52 , 1.76 , 54.9 , 69.2 , -0.74 
274,류원석,20L, -0.58 , 4 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 4.2 , 14 , 6 , 37 , 8 , 3 , 0 , 1 , 11 , 0 , 4 , 5 , 0 , 0 , 11.57 , 13.84 , 4.07 , 40.0 , 33.5 , -0.45 
275,백승건,20S, -0.60 , 10 , 0 , 0 , 7 , 0 , 5 , 0 , 0 , 29.1 , 29 , 26 , 156 , 37 , 5 , 0 , 7 , 31 , 0 , 2 , 28 , 0 , 1 , 7.98 , 8.12 , 2.32 , 60.5 , 60.2 , -1.50 
276,하재훈,20S, -0.62 , 15 , 0 , 0 , 0 , 1 , 1 , 4 , 0 , 13.0 , 13 , 11 , 66 , 19 , 3 , 0 , 2 , 8 , 0 , 0 , 10 , 0 , 1 , 7.62 , 5.86 , 2.08 , 63.3 , 83.2 , -2.12 
277,김민수,20K, -0.66 , 33 , 0 , 0 , 18 , 3 , 8 , 0 , 0 , 103.1 , 80 , 70 , 482 , 151 , 22 , 1 , 14 , 30 , 0 , 4 , 63 , 0 , 6 , 6.10 , 5.08 , 1.75 , 78.8 , 93.4 , -3.55 
278,김택형,20S, -0.74 , 31 , 0 , 0 , 0 , 1 , 3 , 0 , 3 , 23.0 , 26 , 22 , 114 , 26 , 2 , 1 , 5 , 20 , 1 , 0 , 22 , 0 , 6 , 8.61 , 6.95 , 2.00 , 56.0 , 70.5 , -0.69 
279,김주한,20S, -0.75 , 22 , 0 , 0 , 7 , 1 , 7 , 0 , 0 , 46.0 , 43 , 38 , 220 , 60 , 7 , 1 , 7 , 20 , 0 , 8 , 22 , 0 , 4 , 7.43 , 6.40 , 1.74 , 64.9 , 76.2 , -1.84 
280,이민우,20K, -0.75 , 22 , 0 , 0 , 22 , 6 , 10 , 0 , 0 , 106.0 , 87 , 80 , 486 , 129 , 20 , 4 , 11 , 47 , 0 , 6 , 67 , 0 , 3 , 6.79 , 5.14 , 1.66 , 70.7 , 93.3 , -2.87 
281,윤정현,20키, -0.86 , 15 , 0 , 0 , 4 , 0 , 1 , 0 , 0 , 27.1 , 32 , 27 , 146 , 54 , 6 , 1 , 3 , 10 , 0 , 2 , 11 , 0 , 1 , 8.89 , 5.49 , 2.34 , 53.1 , 84.9 , -1.07 
282,장지훈,20삼, -0.98 , 29 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 27.2 , 37 , 31 , 146 , 39 , 4 , 0 , 7 , 21 , 0 , 3 , 24 , 0 , 5 , 10.08 , 7.71 , 2.17 , 48.6 , 63.9 , -1.11 
283,장현식,20NK, -1.67 , 37 , 0 , 0 , 3 , 4 , 4 , 0 , 6 , 41.0 , 52 , 49 , 207 , 64 , 14 , 2 , 8 , 22 , 0 , 3 , 26 , 0 , 11 , 10.76 , 6.65 , 2.10 , 44.8 , 72.2 , -2.09 
